time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,a1_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_dl_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063146202309617,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0041699567377962,0.0052452087402343,0.0065214493695427,0.021219253540039,0.021219253540039,0.0089406967163085,0.0119209289550781,0.0097288025750054,0.0170707702636718,0.021219253540039,0.0,0.496,1.36,1.696,1.696,143.152,25.68,26.816,0.0065565109252929,0.0074148178100585,1549.4,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073008276336821,0.009775161743164,0.0088214874267578,0.0088214874267578,0.0038657471530623,0.0045299530029296,0.0065214493695427,0.0116825103759765,0.0116825103759765,0.0089406967163085,0.0119209289550781,0.0097288025750054,0.0170707702636718,0.021219253540039,0.0,0.496,1.424,1.696,1.696,117.192,25.68,26.816,0.0065565109252929,0.0074148178100585,24086.328,0
2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060582160949707,0.0081300735473632,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0065214493695427,0.0123977661132812,0.0123977661132812,0.0089406967163085,0.0119209289550781,0.0097288025750054,0.0170707702636718,0.021219253540039,0.0,0.496,1.424,1.696,1.696,112.0,25.68,26.816,0.0065565109252929,0.0074148178100585,0.0,0
3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059569059912838,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0078678131103515,0.0078678131103515,0.0065214493695427,0.0102519989013671,0.0102519989013671,0.0089406967163085,0.0119209289550781,0.0097288025750054,0.0170707702636718,0.021219253540039,0.0,0.496,1.36,1.696,1.696,113.256,25.68,26.816,0.0065565109252929,0.0074148178100585,1.192,0
4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059735122604749,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0045299530029296,0.0045299530029296,0.0065214493695427,0.0090599060058593,0.0090599060058593,0.0089406967163085,0.0119209289550781,0.0097288025750054,0.0170707702636718,0.021219253540039,0.0,0.496,1.36,1.696,1.696,113.256,25.68,26.816,0.0065565109252929,0.0074148178100585,1.192,0
5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059111364956559,0.0078201293945312,0.0078678131103515,0.0078678131103515,0.0069936116536458,0.0079631805419921,0.0065214493695427,0.0126361846923828,0.0126361846923828,0.0089406967163085,0.0119209289550781,0.0097288025750054,0.0170707702636718,0.021219253540039,0.0,0.496,1.424,1.696,1.696,120.872,25.68,26.816,0.0065565109252929,0.0074148178100585,9.992,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006513642560085,0.009012222290039,0.0081062316894531,0.0081062316894531,0.0039609845655446,0.0045299530029296,0.0065214493695427,0.00762939453125,0.00762939453125,0.0089406967163085,0.0119209289550781,0.0097288025750054,0.0170707702636718,0.021219253540039,0.0,0.496,1.392,1.696,1.696,127.576,25.68,26.816,0.0065565109252929,0.0074148178100585,7556.08,0
7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065898895263671,0.0090837478637695,0.0071525573730468,0.0071525573730468,0.0040805879443761,0.0047683715820312,0.0065214493695427,0.0116825103759765,0.0116825103759765,0.0089406967163085,0.0119209289550781,0.0097288025750054,0.0170707702636718,0.021219253540039,0.0,0.496,1.424,1.696,1.696,112.0,25.68,26.816,0.0065565109252929,0.0074148178100585,2496.6,0
8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060164928436279,0.0078678131103515,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0065214493695427,0.0140666961669921,0.0140666961669921,0.0089406967163085,0.0119209289550781,0.0097288025750054,0.0170707702636718,0.021219253540039,0.0,0.496,1.392,1.696,1.696,112.0,25.68,26.816,0.0065565109252929,0.0074148178100585,0.0,0
9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066158219511285,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0039640099111229,0.0047683715820312,0.0065214493695427,0.0071525573730468,0.0071525573730468,0.0089406967163085,0.0119209289550781,0.0097288025750054,0.0170707702636718,0.021219253540039,0.0,0.496,1.424,1.696,1.696,121.88,25.68,26.816,0.0065565109252929,0.0074148178100585,7075.16,0
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006061288254771,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0041535026148745,0.0050544738769531,0.0065214493695427,0.0178813934326171,0.0178813934326171,0.0089406967163085,0.0119209289550781,0.0097288025750054,0.0170707702636718,0.021219253540039,0.0,0.496,1.424,1.696,1.696,113.256,25.68,26.816,0.0065565109252929,0.0074148178100585,183.016,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006176345977024,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0065214493695427,0.0123977661132812,0.0123977661132812,0.0089406967163085,0.0119209289550781,0.0097288025750054,0.0170707702636718,0.021219253540039,0.0,0.496,1.36,1.696,1.696,113.256,25.68,26.816,0.0065565109252929,0.0074148178100585,1.192,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062024415428958,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0092983245849609,0.0092983245849609,0.0065214493695427,0.0183582305908203,0.0183582305908203,0.0089406967163085,0.0119209289550781,0.0097288025750054,0.0170707702636718,0.021219253540039,0.0,0.496,1.36,1.696,1.696,113.256,25.68,26.816,0.0065565109252929,0.0074148178100585,1.192,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063371658325195,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0065214493695427,0.0121593475341796,0.0121593475341796,0.0089406967163085,0.0119209289550781,0.0097288025750054,0.0170707702636718,0.021219253540039,0.0,0.496,1.36,1.696,1.696,112.0,25.68,26.816,0.0065565109252929,0.0074148178100585,0.0,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061309337615966,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0065214493695427,0.00762939453125,0.00762939453125,0.0089406967163085,0.0119209289550781,0.0097288025750054,0.0170707702636718,0.021219253540039,0.0,0.496,1.36,1.696,1.696,112.0,25.68,26.816,0.0065565109252929,0.0074148178100585,0.0,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059342384338378,0.0078678131103515,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0065214493695427,0.0073909759521484,0.0073909759521484,0.0089406967163085,0.0119209289550781,0.0097288025750054,0.0170707702636718,0.021219253540039,0.0,0.496,1.36,1.696,1.696,112.0,25.68,26.816,0.0065565109252929,0.0074148178100585,0.0,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063678593311494,0.0085830688476562,0.0104904174804687,0.0104904174804687,0.0038993256474358,0.0045299530029296,0.0065214493695427,0.0152587890625,0.0152587890625,0.0089406967163085,0.0119209289550781,0.0097288025750054,0.0170707702636718,0.021219253540039,0.0,0.496,1.36,1.696,1.696,143.152,25.68,26.816,0.0065565109252929,0.0074148178100585,8799.912,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063507118035311,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0043869018554687,0.0050544738769531,0.0065214493695427,0.013589859008789,0.013589859008789,0.0089406967163085,0.0119209289550781,0.0097288025750054,0.0170707702636718,0.021219253540039,0.0,0.496,1.424,1.696,1.696,113.256,25.68,26.816,0.0065565109252929,0.0074148178100585,37.736,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061241548452804,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0057220458984375,0.0057220458984375,0.0065214493695427,0.0092983245849609,0.0092983245849609,0.0089406967163085,0.0119209289550781,0.0097288025750054,0.0170707702636718,0.021219253540039,0.0,0.496,1.36,1.696,1.696,113.256,25.68,26.816,0.0065565109252929,0.0074148178100585,1.192,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061217825211102,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.005960464477539,0.005960464477539,0.0065214493695427,0.0133514404296875,0.0133514404296875,0.0089406967163085,0.0119209289550781,0.0097288025750054,0.0170707702636718,0.021219253540039,0.0,0.496,1.36,1.696,1.696,113.256,25.68,26.816,0.0065565109252929,0.0074148178100585,1.192,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060999393463134,0.0081300735473632,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0065214493695427,0.009775161743164,0.009775161743164,0.0089406967163085,0.0119209289550781,0.0097288025750054,0.0170707702636718,0.021219253540039,0.0,0.496,1.36,1.696,1.696,112.0,25.68,26.816,0.0065565109252929,0.0074148178100585,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062274932861328,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0069618225097656,0.009775161743164,0.009775161743164,0.0092267990112304,0.0119209289550781,0.0129461288452148,0.0170707702636718,0.0278711318969726,0.0,0.496,1.36,1.696,1.696,112.0,8.264,7.736,0.0065565109252929,0.0074148178100585,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060796737670898,0.0078916549682617,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0064373016357421,0.0073909759521484,0.0073909759521484,0.0085353851318359,0.0119209289550781,0.0113487243652343,0.0170707702636718,0.021219253540039,0.0,0.496,1.36,1.696,1.696,112.0,3.744,4.232,0.0065565109252929,0.0074148178100585,0.0,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060832500457763,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0065088272094726,0.0102519989013671,0.0102519989013671,0.0081777572631835,0.0119209289550781,0.0109195709228515,0.0170707702636718,0.0259160995483398,0.0,0.496,1.36,1.696,1.696,112.0,8.264,7.736,0.0065565109252929,0.0074148178100585,0.0,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064142660242347,0.0085830688476562,0.0104904174804687,0.0104904174804687,0.0039080283819992,0.0045299530029296,0.0,0.017404556274414,0.017404556274414,0.0,0.0119209289550781,0.0,0.0170707702636718,0.0,0.0,0.496,1.424,1.696,1.696,144.408,0.0,0.0,0.0065565109252929,0.0074148178100585,9341.8,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062498880262991,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0047683715820312,0.0047683715820312,0.0063419342041015,0.0116825103759765,0.0116825103759765,0.0079154968261718,0.0119209289550781,0.0117778778076171,0.0170707702636718,0.0222682952880859,0.0,0.496,1.392,1.696,1.696,113.256,3.744,4.232,0.0065565109252929,0.0074148178100585,1.192,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060268895543036,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0062465667724609,0.0078678131103515,0.0078678131103515,0.0079631805419921,0.0119209289550781,0.0106334686279296,0.0170707702636718,0.0197410583496093,0.0,0.496,1.36,1.696,1.696,113.256,3.744,4.232,0.0065565109252929,0.0074148178100585,1.192,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060268895543036,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0073909759521484,0.0073909759521484,0.0063101450602213,0.0078678131103515,0.0078678131103515,0.0084877014160156,0.0,0.0106016794840494,0.0,0.0262260437011718,0.0,0.496,1.36,0.0,0.0,113.256,12.008,11.968,0.0,0.0,1.192,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060268895543036,0.0083446502685546,0.0080347061157226,0.0077486038208007,0.0073909759521484,0.0073909759521484,0.0060558319091796,0.0109672546386718,0.0109672546386718,0.0078678131103515,0.0,0.011444091796875,0.0,0.0223636627197265,0.0,1.344,2.208,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060268895543036,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0073909759521484,0.0073909759521484,0.0055789947509765,0.0071525573730468,0.0071525573730468,0.0071525573730468,0.0,0.010538101196289,0.0,0.0200748443603515,0.0,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060268895543036,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0073909759521484,0.0073909759521484,0.0063419342041015,0.0119209289550781,0.0119209289550781,0.0080108642578125,0.0,0.0113487243652343,0.0,0.0194072723388671,0.0,0.496,1.36,0.0,0.0,113.256,4.52,3.504,0.0,0.0,1.192,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060779460962267,0.0081062316894531,0.00762939453125,0.00762939453125,0.003876876197384,0.0042915344238281,0.0060081481933593,0.0100135803222656,0.0100135803222656,0.0077724456787109,0.0,0.0109672546386718,0.0,0.0207424163818359,0.0,0.496,1.36,0.0,0.0,144.408,3.744,4.232,0.0,0.0,6540.336,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066175982726747,0.0092983245849609,0.0078678131103515,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0065326690673828,0.0159740447998046,0.0159740447998046,0.0088691711425781,0.0,0.0112533569335937,0.0,0.0209331512451171,0.0,0.496,1.424,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062083723533212,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0083446502685546,0.0083446502685546,0.0065088272094726,0.013589859008789,0.013589859008789,0.0089406967163085,0.0,0.0108957290649414,0.0,0.0258922576904296,0.0,0.496,1.36,0.0,0.0,113.256,8.264,7.736,0.0,0.0,1.192,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059962272644042,0.0078916549682617,0.00762939453125,0.00762939453125,0.0,0.0,0.0058174133300781,0.0138282775878906,0.0138282775878906,0.0072479248046875,0.0,0.0112533569335937,0.0,0.0209808349609375,0.0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060772895812988,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0061511993408203,0.0095367431640625,0.0095367431640625,0.0075340270996093,0.0,0.0115394592285156,0.0,0.0224113464355468,0.0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059854984283447,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0062465667724609,0.0133514404296875,0.0133514404296875,0.0090837478637695,0.0,0.011301040649414,0.0,0.0272750854492187,0.0,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006103515625,0.0081300735473632,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0060081481933593,0.0090599060058593,0.0090599060058593,0.0077247619628906,0.0,0.0117778778076171,0.0,0.0220775604248046,0.0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060980592794086,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0052452087402343,0.0052452087402343,0.006103515625,0.0061988830566406,0.0061988830566406,0.0077247619628906,0.0,0.010538101196289,0.0,0.0195026397705078,0.0,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063912304127273,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0039537206332755,0.0047683715820312,0.005960464477539,0.0083446502685546,0.0083446502685546,0.0081777572631835,0.0,0.0106573104858398,0.0,0.024580955505371,0.0,0.496,1.36,0.0,0.0,144.408,8.264,7.736,0.0,0.0,3873.064,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061170378727699,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0054836273193359,0.0054836273193359,0.0071048736572265,0.0131130218505859,0.0131130218505859,0.0092506408691406,0.0,0.0113964080810546,0.0,0.0215053558349609,0.0,0.496,1.424,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060069561004638,0.0076532363891601,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0063419342041015,0.0123977661132812,0.0123977661132812,0.0086307525634765,0.0,0.0116348266601562,0.0,0.0226020812988281,0.0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063812732696533,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0,0.0,0.006723403930664,0.0073909759521484,0.0073909759521484,0.0091314315795898,0.0,0.0110387802124023,0.0,0.028228759765625,0.0,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006258487701416,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0066280364990234,0.011444091796875,0.011444091796875,0.0089168548583984,0.0,0.0110149383544921,0.0,0.0203132629394531,0.0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005965232849121,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0058174133300781,0.0109672546386718,0.0109672546386718,0.0072479248046875,0.0,0.0103473663330078,0.0,0.0193119049072265,0.0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059557198291987,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0088214874267578,0.0088214874267578,0.0060558319091796,0.0095367431640625,0.0095367431640625,0.008392333984375,0.0,0.0110149383544921,0.0,0.0273942947387695,0.0,0.496,1.36,0.0,0.0,113.256,8.264,7.736,0.0,0.0,1.192,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062795420784262,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0061988830566406,0.0061988830566406,0.0062942504882812,0.011444091796875,0.011444091796875,0.0081062316894531,0.0,0.0118732452392578,0.0,0.0222682952880859,0.0,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067033629486526,0.0092983245849609,0.0092983245849609,0.0092983245849609,0.0040043571337025,0.0047683715820312,0.0072479248046875,0.0107288360595703,0.0107288360595703,0.0084877014160156,0.0,0.0113964080810546,0.0,0.0216960906982421,0.0,0.496,1.424,0.0,0.0,144.408,3.744,4.232,0.0,0.0,6751.416,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061419472765566,0.0083446502685546,0.00762939453125,0.00762939453125,0.0039875507354736,0.0047683715820312,0.007033348083496,0.0128746032714843,0.0128746032714843,0.0088214874267578,0.0,0.010848045349121,0.0,0.0264406204223632,0.0,0.496,1.424,0.0,0.0,117.192,8.264,7.736,0.0,0.0,811.728,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061261653900146,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0,0.0063419342041015,0.0123977661132812,0.0123977661132812,0.0082015991210937,0.0,0.0124454498291015,0.0,0.0225543975830078,0.0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006105899810791,0.0081300735473632,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
