time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,a1_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_dl_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061464309692382,0.0081300735473632,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0062942504882812,0.0078678131103515,0.0078678131103515,0.008249282836914,0.0,0.0117301940917968,0.0,0.0220775604248046,0.0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005916576480391,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0050067901611328,0.0050067901611328,0.0062465667724609,0.0133514404296875,0.0133514404296875,0.008392333984375,0.0,0.0119209289550781,0.0,0.0301361083984374,0.0,0.496,1.36,0.0,0.0,113.256,12.008,11.968,0.0,0.0,1.192,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059865600434108,0.0081062316894531,0.00762939453125,0.00762939453125,0.00762939453125,0.00762939453125,0.0063896179199218,0.0100135803222656,0.0100135803222656,0.0078201293945312,0.0,0.011301040649414,0.0,0.0217437744140625,0.0,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063661319106372,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0054836273193359,0.0054836273193359,0.0063896179199218,0.0081062316894531,0.0081062316894531,0.008392333984375,0.0,0.0112056732177734,0.0,0.0268936157226562,0.0,0.496,1.36,0.0,0.0,113.256,8.264,7.736,0.0,0.0,1.192,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006467540089677,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.003936155787054,0.0045299530029296,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,140.24,0.0,0.0,0.0,0.0,4543.12,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006349525641446,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0054438908894856,0.0071525573730468,0.0059127807617187,0.0150203704833984,0.0150203704833984,0.0079154968261718,0.0,0.0118732452392578,0.0,0.0230789184570312,0.0,0.496,1.392,0.0,0.0,114.952,3.744,4.232,0.0,0.0,33.488,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064052752594449,0.0085830688476562,0.00762939453125,0.00762939453125,0.0054836273193359,0.005960464477539,0.0064373016357421,0.0081062316894531,0.0081062316894531,0.0082969665527343,0.0096559524536132,0.0128746032714843,0.0114679336547851,0.0237464904785156,0.0,0.496,1.424,1.696,1.696,114.888,3.744,4.232,0.0104904174804687,0.0133514404296875,31.288,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061644843561732,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0051339467366536,0.006103515625,0.0059286753336588,0.0116825103759765,0.0116825103759765,0.0083446502685546,0.0,0.0111738840738932,0.0,0.0272274017333984,0.0,0.496,1.424,0.0,0.0,114.888,12.008,11.968,0.0,0.0,40.632,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065317248353863,0.0085830688476562,0.0058174133300781,0.0052452087402343,0.0049787409165326,0.0062942504882812,0.0060558319091796,0.0109672546386718,0.0134468078613281,0.0076770782470703,0.0,0.0117778778076171,0.0,0.0220775604248046,0.0,1.344,2.272,0.0,0.0,116.208,3.744,4.232,0.0,0.0,43.496,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061316065268941,0.0081062316894531,0.00762939453125,0.00762939453125,0.0049620866775512,0.0058412551879882,0.0063180923461914,0.0090599060058593,0.0090599060058593,0.0081777572631835,0.0,0.0108718872070312,0.0,0.0256061553955078,0.0,0.496,1.424,0.0,0.0,116.432,8.264,7.736,0.0,0.0,43.936,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062614384264048,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0055134296417236,0.0069856643676757,0.0,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,116.72,0.0,0.0,0.0,0.0,22.752,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061953245703853,0.0078678131103515,0.009775161743164,0.009775161743164,0.0056266784667968,0.0070095062255859,0.0068187713623046,0.0090599060058593,0.0090599060058593,0.0084877014160156,0.0,0.0115871429443359,0.0,0.0217437744140625,0.0,0.496,1.424,0.0,0.0,115.464,3.744,4.232,0.0,0.0,15.016,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062546326746394,0.0083446502685546,0.00762939453125,0.00762939453125,0.0057437203147194,0.00762939453125,0.0065326690673828,0.00762939453125,0.00762939453125,0.0082969665527343,0.0,0.0126838684082031,0.0,0.0252246856689453,0.0,0.496,1.424,0.0,0.0,114.264,3.744,4.232,0.0,0.0,26.248,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064966097399963,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0053298088812058,0.0064373016357421,0.0063101450602213,0.0121593475341796,0.0121593475341796,0.009012222290039,0.0,0.0114917755126953,0.0,0.0266551971435546,0.0,0.496,1.424,0.0,0.0,114.296,12.008,11.968,0.0,0.0,77.928,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060885699827279,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0055233637491861,0.0064373016357421,0.0066757202148437,0.0100135803222656,0.0100135803222656,0.0086307525634765,0.0,0.0121116638183593,0.0,0.0229358673095703,0.0,0.496,1.424,0.0,0.0,114.296,3.744,4.232,0.0,0.0,15.008,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062661595863871,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0054173999362521,0.0068187713623046,0.0063896179199218,0.0138282775878906,0.0138282775878906,0.0095605850219726,0.0,0.0108718872070312,0.0,0.0256538391113281,0.0,0.496,1.392,0.0,0.0,116.496,8.264,7.736,0.0,0.0,46.16,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063228135061736,0.0087976455688476,0.0081062316894531,0.0081062316894531,0.0049691451223273,0.0060081481933593,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,116.368,0.0,0.0,0.0,0.0,48.184,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064018929358756,0.0087976455688476,0.0073909759521484,0.0073909759521484,0.0055134296417236,0.0065565109252929,0.0069141387939453,0.00762939453125,0.00762939453125,0.0092029571533203,0.0,0.0114917755126953,0.0,0.0214099884033203,0.0,0.496,1.424,0.0,0.0,116.464,3.744,4.232,0.0,0.0,43.104,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062226062983422,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0052293141682942,0.0066757202148437,0.0058650970458984,0.0104904174804687,0.0104904174804687,0.0075817108154296,0.0,0.0111579895019531,0.0,0.0210285186767578,0.0,0.496,1.424,0.0,0.0,114.6,3.744,4.232,0.0,0.0,36.184,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063008929959577,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0058737668124112,0.0069141387939453,0.0060558319091796,0.0102519989013671,0.0102519989013671,0.0086784362792968,0.0,0.0113328297932942,0.0,0.0272274017333984,0.0,0.496,1.392,0.0,0.0,117.16,12.008,11.968,0.0,0.0,30.328,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063803658556582,0.0085830688476562,0.00762939453125,0.00762939453125,0.0053581438566509,0.0062942504882812,0.0065326690673828,0.0090599060058593,0.0090599060058593,0.0085353851318359,0.0,0.0111579895019531,0.0,0.0210762023925781,0.0,0.496,1.424,0.0,0.0,114.552,3.744,4.232,0.0,0.0,46.408,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062605634850649,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0055551528930664,0.0068187713623046,0.0064849853515625,0.0090599060058593,0.0090599060058593,0.0090837478637695,0.0,0.010991096496582,0.0,0.0259160995483398,0.0,0.496,1.424,0.0,0.0,115.048,8.264,7.736,0.0,0.0,54.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063475995960802,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0059207280476888,0.0084161758422851,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,115.648,0.0,0.0,0.0,0.0,27.616,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063062894462358,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0049756920855978,0.0059127807617187,0.0058650970458984,0.0119209289550781,0.0119209289550781,0.0076770782470703,0.0,0.0109672546386718,0.0,0.0203609466552734,0.0,0.496,1.424,0.0,0.0,116.528,3.744,4.232,0.0,0.0,63.976,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006276782196347,0.008559226989746,0.0095367431640625,0.0095367431640625,0.0051307678222656,0.006103515625,0.0062942504882812,0.00762939453125,0.00762939453125,0.0081539154052734,0.0,0.0121116638183593,0.0,0.0220298767089843,0.0,0.496,1.424,0.0,0.0,115.984,3.744,4.232,0.0,0.0,71.432,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062688666196604,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0053714303409352,0.0064373016357421,0.006564458211263,0.0069141387939453,0.0069141387939453,0.0089645385742187,0.0,0.0111579895019531,0.0,0.0283241271972656,0.0,0.496,1.424,0.0,0.0,114.6,12.008,11.968,0.0,0.0,46.888,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066092951380791,0.0090599060058593,0.0104904174804687,0.0104904174804687,0.0053019750685918,0.0071525573730468,0.0062942504882812,0.0073909759521484,0.0073909759521484,0.0082015991210937,0.0,0.0131130218505859,0.0,0.0259876251220703,0.0,0.496,1.424,0.0,0.0,115.016,3.744,4.232,0.0,0.0,61.288,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066104813001642,0.0090599060058593,0.0073909759521484,0.0073909759521484,0.0052560459483753,0.006413459777832,0.0072240829467773,0.0088214874267578,0.0088214874267578,0.0089168548583984,0.0,0.0113964080810546,0.0,0.0271797180175781,0.0,0.496,1.424,0.0,0.0,114.536,8.264,7.736,0.0,0.0,59.36,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063020791580427,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0050718134099786,0.0057220458984375,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,114.344,0.0,0.0,0.0,0.0,28.28,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061953421866539,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0047683715820312,0.0052452087402343,0.0066161155700683,0.0162124633789062,0.0162124633789062,0.0099420547485351,0.0,0.0102877616882324,0.0,0.0226259231567382,0.0,0.496,1.424,0.0,0.0,115.984,14.52,15.544,0.0,0.0,21.56,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061953245703853,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0061988830566406,0.0080585479736328,0.0061988830566406,0.0109672546386718,0.0109672546386718,0.0081539154052734,0.0,0.0110626220703125,0.0,0.0207901000976562,0.0,0.496,1.392,0.0,0.0,113.256,3.744,4.232,0.0,0.0,8.656,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064032418387276,0.009012222290039,0.0083446502685546,0.0083446502685546,0.0056939966538373,0.0074386596679687,0.0062465667724609,0.0145435333251953,0.0145435333251953,0.0086307525634765,0.0,0.0112215677897135,0.0,0.0285625457763671,0.0,0.496,1.424,0.0,0.0,120.952,12.008,11.968,0.0,0.0,67.752,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006204813867066,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0050640106201171,0.0054836273193359,0.005960464477539,0.0123977661132812,0.0123977661132812,0.0066041946411132,0.0,0.0106096267700195,0.0,0.0187158584594726,0.0,0.496,1.424,0.0,0.0,117.16,4.272,3.704,0.0,0.0,97.336,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006277169754256,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0049386705671037,0.0057220458984375,0.0065088272094726,0.0104904174804687,0.0104904174804687,0.008392333984375,0.0,0.0120878219604492,0.0,0.0315189361572265,0.0,0.496,1.424,0.0,0.0,114.984,8.264,7.736,0.0,0.0,89.288,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063400363447654,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0049851157448508,0.0056982040405273,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,115.496,0.0,0.0,0.0,0.0,100.016,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062534465125544,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0054041544596354,0.0061511993408203,0.0060081481933593,0.0092983245849609,0.0092983245849609,0.0077724456787109,0.0,0.0111103057861328,0.0,0.0208377838134765,0.0,0.496,1.424,0.0,0.0,115.496,3.744,4.232,0.0,0.0,53.488,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063192726361869,0.008559226989746,0.0109672546386718,0.0109672546386718,0.0055432319641113,0.0074386596679687,0.0067710876464843,0.0083446502685546,0.0083446502685546,0.009012222290039,0.0085830688476562,0.012063980102539,0.0085830688476562,0.0226497650146484,0.0,0.496,1.424,0.848,0.848,118.448,3.744,4.232,0.0083446502685546,0.0083446502685546,90.944,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006152851746814,0.008559226989746,0.0088214874267578,0.0088214874267578,0.00518798828125,0.0062465667724609,0.0061194101969401,0.0145435333251953,0.0145435333251953,0.0083446502685546,0.0,0.011301040649414,0.0,0.0277042388916015,0.0,0.496,1.424,0.0,0.0,118.448,12.008,11.968,0.0,0.0,96.904,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062697004563737,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0049750010172526,0.0054836273193359,0.0062465667724609,0.0131130218505859,0.0131130218505859,0.0081062316894531,0.0057220458984375,0.0109672546386718,0.0057220458984375,0.0200271606445312,0.0,0.496,1.424,0.848,0.848,117.328,3.744,4.232,0.0128746032714843,0.0128746032714843,55.848,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633410553434,0.0088214874267578,0.009775161743164,0.009775161743164,0.0049653260604194,0.0059127807617187,0.0066757202148437,0.0095367431640625,0.0095367431640625,0.0089645385742187,0.0,0.0111839988014914,0.0,0.0252723693847656,0.0,0.496,1.424,0.0,0.0,114.344,8.792,7.208,0.0,0.0,102.36,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063459671551908,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0049634413285688,0.0057220458984375,0.0,0.0115633010864257,0.0141382217407226,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.272,0.0,0.0,116.072,0.0,0.0,0.0,0.0,105.584,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006089756144813,0.0083446502685546,0.00762939453125,0.00762939453125,0.0070571899414062,0.0084400177001953,0.0068187713623046,0.0066757202148437,0.0066757202148437,0.0083446502685546,0.0,0.0113487243652343,0.0,0.0208854675292968,0.0,0.496,1.424,0.0,0.0,115.176,3.744,4.232,0.0,0.0,17.128,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062831005646814,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0053776635064019,0.0065803527832031,0.006103515625,0.0121593475341796,0.0121593475341796,0.0076770782470703,0.0,0.0109672546386718,0.0,0.0203132629394531,0.0,0.496,1.424,0.0,0.0,115.624,3.744,4.232,0.0,0.0,70.96,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062071861912362,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0051498413085937,0.0059843063354492,0.0066439310709635,0.00762939453125,0.00762939453125,0.0089645385742187,0.0,0.0111579895019531,0.0,0.028085708618164,0.0,0.496,1.424,0.0,0.0,116.056,12.008,11.968,0.0,0.0,71.056,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060761328971031,0.0083208084106445,0.0083446502685546,0.0083446502685546,0.0050067901611328,0.0055789947509765,0.006103515625,0.0109672546386718,0.0109672546386718,0.0077247619628906,0.0,0.0116825103759765,0.0,0.0227928161621093,0.0,0.496,1.424,0.0,0.0,116.752,3.744,4.232,0.0,0.0,11.376,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061917660841301,0.0081062316894531,0.00762939453125,0.00762939453125,0.004887580871582,0.0053644180297851,0.0061511993408203,0.0269412994384765,0.0269412994384765,0.0086545944213867,0.0,0.0110626220703125,0.0,0.0262022018432617,0.0,0.496,1.424,0.0,0.0,113.256,8.264,7.736,0.0,0.0,3.824,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061178442292612,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0062783559163411,0.0068187713623046,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,120.216,0.0,0.0,0.0,0.0,7.576,0
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062878452130218,0.0085830688476562,0.0100135803222656,0.0100135803222656,0.0059054448054387,0.0066757202148437,0.0067710876464843,0.0154972076416015,0.0154972076416015,0.009012222290039,0.0,0.0118255615234375,0.0,0.0224113464355468,0.0,0.496,1.424,0.0,0.0,117.16,3.744,4.232,0.0,0.0,52.616,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064052752594449,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0052849451700846,0.0060558319091796,0.0064373016357421,0.0083446502685546,0.0083446502685546,0.0085830688476562,0.0,0.0111579895019531,0.0,0.0211238861083984,0.0,0.496,1.424,0.0,0.0,117.192,3.744,4.232,0.0,0.0,100.64,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064195092044659,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0050544738769531,0.0057458877563476,0.0062783559163411,0.0150203704833984,0.0150203704833984,0.0087261199951171,0.0,0.0107447306315104,0.0,0.0260829925537109,0.0,0.496,1.424,0.0,0.0,116.904,12.008,11.968,0.0,0.0,117.712,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063293608859996,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0052352746327718,0.005960464477539,0.005960464477539,0.0109672546386718,0.0109672546386718,0.007486343383789,0.0,0.0118732452392578,0.0,0.0218868255615234,0.0,0.496,1.424,0.0,0.0,116.584,3.744,4.232,0.0,0.0,105.296,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061386882668674,0.0078678131103515,0.00762939453125,0.00762939453125,0.0056107838948567,0.0066757202148437,0.0057697296142578,0.0092983245849609,0.0092983245849609,0.0078916549682617,0.0,0.0104188919067382,0.0,0.0258207321166992,0.0,0.496,1.424,0.0,0.0,115.856,8.264,7.736,0.0,0.0,46.2,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064573665656665,0.0090360641479492,0.0123977661132812,0.0123977661132812,0.0054129847773799,0.005960464477539,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,117.936,0.0,0.0,0.0,0.0,100.152,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063511404660668,0.0085830688476562,0.00762939453125,0.00762939453125,0.0050067901611328,0.0058174133300781,0.0058174133300781,0.0164508819580078,0.0164508819580078,0.0072956085205078,0.0,0.0109672546386718,0.0,0.0209808349609375,0.0,0.496,1.424,0.0,0.0,117.216,3.744,4.232,0.0,0.0,88.48,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064100199077852,0.0085830688476562,0.00762939453125,0.00762939453125,0.0052363784224898,0.006103515625,0.005960464477539,0.011444091796875,0.011444091796875,0.0073909759521484,0.0,0.0115394592285156,0.0,0.0222206115722656,0.0,0.496,1.424,0.0,0.0,117.192,3.744,4.232,0.0,0.0,114.712,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060790806860473,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.005197525024414,0.0059843063354492,0.0059286753336588,0.0131130218505859,0.0131130218505859,0.008249282836914,0.0,0.0110944112141927,0.0,0.0283241271972656,0.0,0.496,1.424,0.0,0.0,114.472,12.008,11.968,0.0,0.0,71.92,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063542702897864,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0054129847773799,0.0065326690673828,0.0070571899414062,0.0121593475341796,0.0121593475341796,0.0102996826171875,0.0,0.0111579895019531,0.0,0.0207901000976562,0.0,0.496,1.424,0.0,0.0,116.072,3.744,4.232,0.0,0.0,94.456,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064183230423808,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0054325376238141,0.0061988830566406,0.0063657760620117,0.011444091796875,0.011444091796875,0.0086069107055664,0.0,0.0112771987915039,0.0,0.0268936157226562,0.0,0.496,1.424,0.0,0.0,117.192,8.264,7.736,0.0,0.0,89.888,1
