time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,a1_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_dl_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062850442263159,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0054665974208286,0.0065326690673828,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,116.112,0.0,0.0,0.0,0.0,44.24,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0051745661982783,0.0061511993408203,0.0071048736572265,0.011444091796875,0.011444091796875,0.0089168548583984,0.0,0.0117778778076171,0.0,0.0227928161621093,0.0,0.496,1.424,0.0,0.0,118.448,3.744,4.232,0.0,0.0,107.192,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060867555070631,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0052759724278603,0.0061988830566406,0.0059127807617187,0.0083446502685546,0.0083446502685546,0.0077247619628906,0.0,0.0111579895019531,0.0,0.01983642578125,0.0,0.496,1.424,0.0,0.0,116.656,3.744,4.232,0.0,0.0,96.68,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063388501826803,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0053977966308593,0.0064373016357421,0.0060876210530598,0.0185966491699218,0.0185966491699218,0.0087738037109375,0.0,0.0115394592285156,0.0,0.0284194946289062,0.0,0.496,1.424,0.0,0.0,115.912,12.008,11.968,0.0,0.0,91.08,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062380264054483,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0054836273193359,0.0064373016357421,0.0051498413085937,0.0126361846923828,0.0126361846923828,0.0058650970458984,0.0,0.0115394592285156,0.0,0.0211238861083984,0.0,0.496,1.424,0.0,0.0,115.816,3.744,4.232,0.0,0.0,93.128,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006147878086982,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0053535808216441,0.005960464477539,0.0072002410888671,0.0085830688476562,0.0085830688476562,0.0112533569335937,0.0,0.0111579895019531,0.0,0.0267744064331054,0.0,0.496,1.424,0.0,0.0,115.816,8.264,7.736,0.0,0.0,40.104,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063981582869344,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0054949805850074,0.0069141387939453,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,115.512,0.0,0.0,0.0,0.0,79.24,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062992077062625,0.008559226989746,0.0069141387939453,0.0069141387939453,0.0056080196214758,0.0063896179199218,0.006103515625,0.011444091796875,0.011444091796875,0.0077247619628906,0.0,0.0110149383544921,0.0,0.0215053558349609,0.0,0.496,1.424,0.0,0.0,118.448,3.744,4.232,0.0,0.0,82.136,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063794674259601,0.0087738037109375,0.0073909759521484,0.0073909759521484,0.0057403857891376,0.0072717666625976,0.006723403930664,0.0145435333251953,0.0145435333251953,0.0084877014160156,0.0,0.0118255615234375,0.0,0.0234603881835937,0.0,0.496,1.424,0.0,0.0,117.232,3.744,4.232,0.0,0.0,93.728,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065128401954575,0.0088214874267578,0.00762939453125,0.00762939453125,0.0053369081937349,0.0063180923461914,0.0063180923461914,0.011444091796875,0.011444091796875,0.0081539154052734,0.0,0.010460615158081,0.0,0.0264644622802734,0.0,0.496,1.424,0.0,0.0,117.776,12.536,11.44,0.0,0.0,97.584,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006234467919193,0.0083446502685546,0.00762939453125,0.00762939453125,0.0055472056070963,0.006103515625,0.0059127807617187,0.0100135803222656,0.0100135803222656,0.00762939453125,0.0133514404296875,0.01068115234375,0.0133514404296875,0.0205039978027343,0.0,0.496,1.424,0.848,0.0,116.072,3.744,4.232,1067.007303237915,1067.007303237915,68.28,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063530841277013,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0055789947509765,0.0064611434936523,0.0065088272094726,0.0183582305908203,0.0183582305908203,0.0085830688476562,0.0,0.0108718872070312,0.0,0.0254392623901367,0.0,0.496,1.424,0.0,0.848,114.984,8.264,7.736,1067.0089721679688,1067.0089721679688,90.464,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060292618784738,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0055478169367863,0.0063180923461914,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0054836273193359,0.0,0.0054836273193359,0.0,0.0,0.496,1.424,0.848,0.848,116.456,0.0,0.0,0.0,0.0,103.6,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065416838992294,0.0088214874267578,0.0069141387939453,0.005960464477539,0.0054696026970358,0.0073432922363281,0.0061511993408203,0.0123977661132812,0.014495849609375,0.0075817108154296,0.0,0.0106334686279296,0.0,0.0204086303710937,0.0,1.344,2.272,0.0,0.0,115.88,3.744,4.232,0.0,0.0,78.28,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062885850963025,0.0083208084106445,0.0083446502685546,0.0083446502685546,0.0058622921214384,0.0074386596679687,0.0069618225097656,0.0159740447998046,0.0159740447998046,0.0089168548583984,0.0,0.0112056732177734,0.0,0.0209808349609375,0.0,0.496,1.424,0.0,0.0,117.904,3.744,4.232,0.0,0.0,59.336,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063653039460134,0.0088214874267578,0.009775161743164,0.009775161743164,0.0054208855879934,0.0064373016357421,0.0060399373372395,0.0143051147460937,0.0143051147460937,0.008249282836914,0.0,0.0109354654947916,0.0,0.0266551971435546,0.0,0.496,1.424,0.0,0.0,117.52,12.008,11.968,0.0,0.0,87.944,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063051091562403,0.008559226989746,0.0069141387939453,0.0069141387939453,0.005234842715056,0.0061988830566406,0.0068187713623046,0.0143051147460937,0.0143051147460937,0.0094413757324218,0.0,0.0105857849121093,0.0,0.0195980072021484,0.0,0.496,1.424,0.0,0.0,117.648,3.744,4.232,0.0,0.0,99.544,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060176849365234,0.0081062316894531,0.0107288360595703,0.0107288360595703,0.0062783559163411,0.006866455078125,0.005960464477539,0.0069141387939453,0.0069141387939453,0.0081539154052734,0.0,0.0114202499389648,0.0,0.0295877456665039,0.0,0.496,1.424,0.0,0.0,112.0,8.264,7.736,0.0,0.0,8.568,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062331114665116,0.0085830688476562,0.0061988830566406,0.0061988830566406,0.0058809916178385,0.0072240829467773,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,118.928,0.0,0.0,0.0,0.0,66.512,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060684052272815,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0055397258085363,0.0067710876464843,0.0067710876464843,0.0116825103759765,0.0116825103759765,0.0083446502685546,0.0,0.0112056732177734,0.0,0.0207424163818359,0.0,0.496,1.424,0.0,0.0,115.496,3.744,4.232,0.0,0.0,61.144,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060117244720458,0.0081062316894531,0.0107288360595703,0.0107288360595703,0.0057220458984375,0.0057220458984375,0.0072479248046875,0.0085830688476562,0.0085830688476562,0.0109672546386718,0.0,0.0111579895019531,0.0,0.021219253540039,0.0,0.496,1.424,0.0,0.0,112.0,3.744,4.232,0.0,0.0,3.208,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061300856557058,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0054836273193359,0.0054836273193359,0.0065803527832031,0.0126361846923828,0.0126361846923828,0.0085830688476562,0.0,0.011603037516276,0.0,0.0299930572509765,0.0,0.496,1.36,0.0,0.0,113.256,12.008,11.968,0.0,0.0,1.192,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062292697382908,0.0085115432739257,0.00762939453125,0.00762939453125,0.0052611033121744,0.0058650970458984,0.0062465667724609,0.0109672546386718,0.0109672546386718,0.0081539154052734,0.0,0.0121593475341796,0.0,0.0238895416259765,0.0,0.496,1.424,0.0,0.0,123.68,3.744,4.232,0.0,0.0,46.168,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061835392866984,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.005141548488451,0.0057220458984375,0.0060796737670898,0.0069141387939453,0.0069141387939453,0.0083446502685546,0.0,0.0103473663330078,0.0,0.025033950805664,0.0,0.496,1.424,0.0,0.0,116.752,8.264,7.736,0.0,0.0,81.08,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063400363447654,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0059730128238075,0.0085830688476562,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,117.192,0.0,0.0,0.0,0.0,74.872,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064218815286361,0.0085830688476562,0.0109672546386718,0.0109672546386718,0.0054208855879934,0.0062465667724609,0.0065326690673828,0.00762939453125,0.00762939453125,0.0080585479736328,0.0,0.0102996826171875,0.0,0.0193119049072265,0.0,0.496,1.424,0.0,0.0,117.192,3.744,4.232,0.0,0.0,81.752,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064598387153587,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0056425730387369,0.0061988830566406,0.006103515625,0.0066757202148437,0.0066757202148437,0.0077724456787109,0.0,0.0107765197753906,0.0,0.0206470489501953,0.0,0.496,1.424,0.0,0.0,116.008,3.744,4.232,0.0,0.0,77.448,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061348303040461,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.005407766862349,0.0059366226196289,0.0066598256429036,0.0119209289550781,0.0119209289550781,0.0085830688476562,0.0,0.010999043782552,0.0,0.0271320343017578,0.0,0.496,1.424,0.0,0.0,116.072,12.008,11.968,0.0,0.0,85.552,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062602581364093,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0054736932118733,0.0061988830566406,0.0065803527832031,0.0128746032714843,0.0128746032714843,0.0088214874267578,0.0,0.0105857849121093,0.0,0.0198841094970703,0.0,0.496,1.424,0.0,0.0,118.448,3.744,4.232,0.0,0.0,102.944,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062154071165783,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.00589234488351,0.0078201293945312,0.0064373016357421,0.0121593475341796,0.0121593475341796,0.0089168548583984,0.0,0.0111579895019531,0.0,0.0253915786743164,0.0,0.496,1.424,0.0,0.0,116.336,8.264,7.736,0.0,0.0,52.592,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062012436366317,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0053644180297851,0.0063180923461914,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,116.304,0.0,0.0,0.0,0.0,86.784,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065096575229322,0.0088214874267578,0.0107288360595703,0.0107288360595703,0.0052221359745148,0.0064373016357421,0.0066637992858886,0.0104904174804687,0.0104904174804687,0.0088691711425781,0.0,0.010073184967041,0.0,0.0218391418457031,0.0,0.496,1.392,0.0,0.0,115.88,14.52,15.544,0.0,0.0,100.552,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063815520177433,0.0085830688476562,0.0109672546386718,0.0109672546386718,0.0054913182412424,0.0061988830566406,0.0062465667724609,0.011444091796875,0.011444091796875,0.0081539154052734,0.00762939453125,0.0112533569335937,0.00762939453125,0.0201702117919921,0.0,0.496,1.424,3.312,0.0,115.176,3.744,4.232,1690.65523147583,2189.564800262451,111.944,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062251091003417,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0052452087402343,0.005960464477539,0.0058809916178385,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0071525573730468,0.0106175740559895,0.0071525573730468,0.027322769165039,1.0,0.496,1.424,0.496,3.28,112.0,12.008,11.968,443.371057510376,942.2806262969972,20.528,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064927752655331,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0043920001143929,0.0054836273193359,0.0058650970458984,0.0071525573730468,0.0071525573730468,0.0074386596679687,0.0,0.0111103057861328,0.0,0.021219253540039,0.0,0.496,1.424,0.0,0.0,122.384,3.744,4.232,0.0,0.0,1643.912,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064693280120394,0.0090599060058593,0.0081062316894531,0.0081062316894531,0.004194550595041,0.0052452087402343,0.0068187713623046,0.0185966491699218,0.0185966491699218,0.0088453292846679,0.0078678131103515,0.0104188919067382,0.0078678131103515,0.0244379043579101,0.0,0.496,1.392,0.816,3.632,113.256,8.264,7.736,1067.023515701294,1067.0267581939695,1885.432,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062202339741721,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0050067901611328,0.0050067901611328,0.0,0.009775161743164,0.009775161743164,0.0,0.0061988830566406,0.0,0.0061988830566406,0.0,0.0,0.496,1.36,0.848,1.344,113.256,0.0,0.0,0.0,0.0,1.192,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00597469842256,0.0078678131103515,0.009775161743164,0.009775161743164,0.0081062316894531,0.0081062316894531,0.0058650970458984,0.0100135803222656,0.0100135803222656,0.0072956085205078,0.0,0.01220703125,0.0,0.0236034393310546,0.0,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00597469842256,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0081062316894531,0.0081062316894531,0.0060081481933593,0.0078678131103515,0.0078678131103515,0.00762939453125,0.0,0.0113487243652343,0.0,0.0222206115722656,0.0,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00597469842256,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0081062316894531,0.0081062316894531,0.0058174133300781,0.0064373016357421,0.0064373016357421,0.0078678131103515,0.0,0.0108083089192708,0.0,0.0286102294921875,0.0,0.496,1.36,0.0,0.0,113.256,12.008,11.968,0.0,0.0,1.192,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00597469842256,0.0078678131103515,0.00762939453125,0.00762939453125,0.0081062316894531,0.0081062316894531,0.0060081481933593,0.0178813934326171,0.0178813934326171,0.0078201293945312,0.0,0.0102996826171875,0.0,0.0194072723388671,0.0,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00597469842256,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0081062316894531,0.0081062316894531,0.0059366226196289,0.0085830688476562,0.0085830688476562,0.0083684921264648,0.0,0.0105857849121093,0.0,0.0260353088378906,0.0,0.496,1.36,0.0,0.0,113.256,8.264,7.736,0.0,0.0,1.192,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061526227353224,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0092983245849609,0.0092983245849609,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062060000291511,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0102519989013671,0.0102519989013671,0.0064849853515625,0.0123977661132812,0.0123977661132812,0.008392333984375,0.0119209289550781,0.0112533569335937,0.0119209289550781,0.0217437744140625,0.0,0.496,1.36,3.312,0.0,113.256,3.744,4.232,1067.0101642608645,1067.0101642608645,1.192,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062415848917035,0.0088214874267578,0.0075817108154296,0.0073909759521484,0.0081062316894531,0.0081062316894531,0.0063896179199218,0.0121593475341796,0.0127315521240234,0.0080585479736328,0.0078678131103515,0.0113487243652343,0.0078678131103515,0.0207424163818359,0.0,1.344,2.208,0.496,3.28,113.256,3.744,4.232,1067.007303237915,1067.007303237915,1.192,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061511993408203,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0062147776285807,0.0119209289550781,0.0119209289550781,0.0083446502685546,0.0,0.0109513600667317,0.0,0.0270366668701171,0.0,0.496,1.36,0.0,0.0,112.0,12.008,11.968,0.0,0.0,0.0,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059425830841064,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0057220458984375,0.0147819519042968,0.0147819519042968,0.0072479248046875,0.0066757202148437,0.0111579895019531,0.0066757202148437,0.0207901000976562,0.0,0.496,1.36,0.784,0.848,112.0,3.744,4.232,1067.0106410980225,1067.0106410980225,0.0,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061964988708496,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0060558319091796,0.0102519989013671,0.0102519989013671,0.0086069107055664,0.0,0.010538101196289,0.0,0.026249885559082,0.0,0.496,1.36,0.0,0.496,112.0,8.264,7.736,0.0,0.0,0.0,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060915946960449,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059426720462628,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.009775161743164,0.009775161743164,0.0061988830566406,0.0126361846923828,0.0126361846923828,0.0080108642578125,0.0,0.0107765197753906,0.0,0.0205516815185546,0.0,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062688666196604,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0050067901611328,0.0050067901611328,0.005960464477539,0.0123977661132812,0.0123977661132812,0.00762939453125,0.0,0.0107288360595703,0.0,0.0205039978027343,0.0,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060304480405589,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0050067901611328,0.0050067901611328,0.006421407063802,0.0143051147460937,0.0143051147460937,0.0086307525634765,0.0,0.0108242034912109,0.0,0.0274181365966796,0.0,0.496,1.36,0.0,0.0,113.256,12.008,11.968,0.0,0.0,1.192,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059948631780064,0.0078678131103515,0.0171661376953125,0.0171661376953125,0.0056028366088867,0.007033348083496,0.0059127807617187,0.0109672546386718,0.0109672546386718,0.0075817108154296,0.0,0.0120162963867187,0.0,0.0231742858886718,0.0,0.496,1.36,0.0,0.0,117.192,3.744,4.232,0.0,0.0,14.896,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064396390727922,0.0087499618530273,0.0061988830566406,0.0061988830566406,0.0041693342202025,0.0050067901611328,0.0058174133300781,0.0090599060058593,0.0090599060058593,0.0083684921264648,0.0,0.0102043151855468,0.0,0.0249862670898437,0.0,0.496,1.424,0.0,0.0,133.296,8.264,7.736,0.0,0.0,3005.624,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068643199863718,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0043442818970806,0.0054836273193359,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0073909759521484,0.0,0.0073909759521484,0.0,0.0,0.496,1.424,3.312,0.0,114.84,0.0,0.0,1067.009210586548,1067.009210586548,1081.128,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066187844347597,0.0090599060058593,0.0090599060058593,0.0090599060058593,0.0046002779075567,0.0057220458984375,0.0058174133300781,0.0066757202148437,0.0066757202148437,0.0073909759521484,0.0,0.010538101196289,0.0,0.0197887420654296,0.0,0.496,1.424,0.0,3.28,117.192,3.744,4.232,0.0,0.0,1081.592,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062826836463248,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0044206778208414,0.0054836273193359,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0126361846923828,0.0,0.0126361846923828,0.0,0.0,0.496,1.424,0.496,0.0,115.792,0.0,0.0,1067.009449005127,1067.009449005127,1426.24,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006197702766645,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0055965624357524,0.0070095062255859,0.0063896179199218,0.0095367431640625,0.0095367431640625,0.0081062316894531,0.003814697265625,0.01068115234375,0.003814697265625,0.0207901000976562,0.0,0.496,1.424,0.784,0.848,115.904,3.744,4.232,1067.012071609497,1067.012071609497,65.16,1
