time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_ul_ms,a1_latency_p90_ul_ms,e2_du_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_packet_loss_ul_percentage,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_u_throughput_dl_kbps,F-node
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067782402038574,0.0085830688476562,0.0052452087402343,0.0052452087402343,0.0087261199951171,0.0,0.0,0.0,0.0138282775878906,0.0,0.0,0.0,5.6,5.76,12.536,11.968,25.0,112.696,25.0,85.01581847667694,85.03544330596924,-353.7874221801758,727.4199962615967,-534.3356132507324,533.3324273427328,1.192,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068204319892238,0.0088214874267578,0.0040531158447265,0.0040531158447265,0.0095367431640625,0.0,0.0,0.0,0.0111103057861328,0.0,0.0,0.0,9.856,10.24,2.688,3.704,16.666666666666664,113.256,16.666666666666664,85.01970767974854,85.03937721252441,-397.8573322296143,758.3124160766602,-578.3775329589844,521.8620300292969,1.192,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068847768999672,0.0088214874267578,0.00405172564893,0.0047683715820312,0.0093380610148111,0.0152587890625,0.0066757202148437,0.0152587890625,0.0128746032714843,0.0066757202148437,0.848,0.848,6.448,7.04,5.576,4.032,33.33333333333333,132.208,20.0,85.01094579696655,85.01157760620117,-312.37504482269287,708.3313941955566,-478.2927632331848,548.8887429237366,3246.744,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0072296579085772,0.0092983245849609,0.0041659160326885,0.0050067901611328,0.0,0.005960464477539,0.0207424163818359,0.005960464477539,0.0,0.0207424163818359,0.848,0.848,6.096,5.76,0.0,0.0,25.0,117.192,40.0,0.0,0.0,-357.8324794769287,722.6316452026367,-534.6248944600424,533.0931345621744,1790.512,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066971778869628,0.0081300735473632,0.0,0.0,0.0079274177551269,0.0,0.0,0.0,0.0113487243652343,0.0,0.0,0.0,5.6,5.76,2.688,3.704,25.0,112.0,25.0,85.01629829406738,85.02860069274902,-357.428503036499,723.6940860748291,-533.3379904429117,533.7180296579996,0.0,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068891048431396,0.0085830688476562,0.0,0.0,0.0188350677490234,0.0,0.0,0.0,0.0188350677490234,0.0,0.0,0.0,9.856,10.24,1.056,0.528,16.666666666666664,112.0,16.666666666666664,85.0372314453125,85.0372314453125,-401.3752937316895,753.6593914031982,-577.5808334350586,521.0052967071533,0.0,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066389491902061,0.0081062316894531,0.0050067901611328,0.0050067901611328,0.0087261199951171,0.0,0.0,0.0,0.0128984451293945,0.0,0.0,0.0,6.448,7.04,7.488,8.464,33.33333333333333,113.256,20.0,85.01534991794162,85.02240180969238,-318.2871103286743,706.7209243774414,-479.74371910095215,549.9733090400696,1.192,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067472457885742,0.0088214874267578,0.0045299530029296,0.0045299530029296,0.0083287556966145,0.0,0.0,0.0,0.012063980102539,0.0,0.0,0.0,6.096,5.76,12.536,11.968,25.0,112.696,40.0,85.01575887203217,85.02769470214844,-361.6074085235596,717.9690361022949,-534.3132019042969,532.9398314158121,1.192,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067457037778636,0.0090599060058593,0.0042915344238281,0.0042915344238281,0.0093936920166015,0.0,0.0,0.0,0.015568733215332,0.0,0.0,0.0,5.6,5.76,8.264,7.736,25.0,113.256,25.0,85.01825332641602,85.03823280334473,-362.1892929077149,721.0218906402588,-533.6827437082926,534.1796875,1.192,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067710876464843,0.0085830688476562,0.0051259994506835,0.0061750411987304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.856,10.24,0.0,0.0,16.666666666666664,116.632,16.666666666666664,0.0,0.0,-403.84678840637207,748.1037139892578,-576.1832237243652,521.1781024932861,22.864,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0071095257270626,0.0090599060058593,0.0045188637666924,0.0054836273193359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.448,7.04,0.0,0.0,33.33333333333333,139.296,20.0,0.0,0.0,-322.36266136169434,701.9371271133423,-481.0049533843994,548.9646196365356,370.232,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.007241519529428,0.009775161743164,0.0044755313707434,0.0054836273193359,0.0093936920166015,0.0,0.0,0.0,0.0146865844726562,0.0,0.0,0.0,6.096,5.76,3.744,4.232,25.0,114.584,40.0,85.01954078674316,85.03327369689941,-365.6559467315674,712.5905513763428,-534.3420505523682,526.9849300384521,549.984,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067508220672607,0.0083684921264648,0.0050067901611328,0.0053882598876953,0.0111262003580729,0.0,0.0,0.0,0.0145435333251953,0.0,0.0,0.0,5.6,5.76,4.336,4.824,25.0,112.0,25.0,85.01753211021423,85.0297212600708,-345.4442024230957,731.1364650726318,-520.3295548756918,533.8793595631918,21.56,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069436460438341,0.0092506408691406,0.003905559149314,0.0045299530029296,0.0103950500488281,0.0,0.0,0.0,0.0153064727783203,0.0,0.0,0.0,9.856,10.24,3.744,4.232,16.666666666666664,123.08,16.666666666666664,85.01677513122559,85.02850532531738,-394.8144435882568,763.8140678405762,-579.3914318084717,521.3320732116699,13993.12,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0078937794902537,0.0100135803222656,0.0039013305512985,0.0045299530029296,0.0080892017909458,0.0,0.0,0.0,0.0122785568237304,0.0,0.0,0.0,6.448,7.04,11.416,11.376,33.33333333333333,118.448,20.0,85.0173036257426,85.03026962280273,-307.3042631149292,713.2544755935669,-477.22965478897095,549.3336915969849,22109.264,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0073015689849853,0.0095367431640625,0.0057220458984375,0.0057220458984375,0.009918212890625,0.0,0.0,0.0,0.0151395797729492,0.0,0.0,0.0,6.096,5.76,8.264,7.736,25.0,112.696,40.0,85.01920700073242,85.03303527832031,-353.86037826538086,727.8663635253906,-534.6471468607584,533.686637878418,1.192,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067591667175292,0.0083684921264648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.76,0.0,0.0,25.0,112.0,25.0,0.0,0.0,-354.3750286102295,726.9515037536621,-533.9807669321696,533.1692695617676,0.0,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067949295043945,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.856,10.24,0.0,0.0,16.666666666666664,112.0,16.666666666666664,0.0,0.0,-398.0103969573975,758.8771343231201,-578.1758785247803,521.8748092651367,0.0,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0075826457902496,0.009775161743164,0.0039006772990728,0.0045299530029296,0.0082015991210937,0.0,0.0,0.0,0.0114917755126953,0.0,0.0,0.0,6.448,7.104,3.744,4.232,33.33333333333333,132.768,20.0,85.0182056427002,85.02850532531738,-312.3077630996704,708.7083339691162,-478.2787561416626,548.8152503967285,24575.896,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0080374342885183,0.0102519989013671,0.0038975132152171,0.0045299530029296,0.0090360641479492,0.0,0.0,0.0,0.0131130218505859,0.0,0.0,0.0,6.096,5.792,7.488,8.464,25.0,117.192,40.0,85.02030372619629,85.0386381149292,-356.93488121032715,723.0216979980469,-534.2949231465658,533.1332683563232,26327.72,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0075573968415213,0.0097513198852539,0.0071525573730468,0.0071525573730468,0.0090428761073521,0.0,0.0,0.0,0.0140905380249023,0.0,0.0,0.0,5.6,5.792,10.952,11.44,25.0,118.448,25.0,85.01650492350261,85.02917289733887,-357.64384269714355,723.6244201660156,-533.7146123250326,533.625602722168,1.192,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006800889968872,0.0086069107055664,0.0052452087402343,0.0052452087402343,0.0145435333251953,0.0,0.0,0.0,0.0145435333251953,0.0,0.0,0.0,9.856,10.272,1.056,0.528,16.666666666666664,112.696,16.666666666666664,85.04390716552734,85.04390716552734,-400.7200241088867,753.7435531616211,-577.5657176971436,520.8657741546631,1.192,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069141387939453,0.0090599060058593,0.0042915344238281,0.0042915344238281,0.0087499618530273,0.0,0.0,0.0,0.0133752822875976,0.0,0.0,0.0,6.448,7.104,8.264,7.736,33.33333333333333,113.256,20.0,85.01497904459636,85.02936363220215,-317.35219955444336,706.0271501541138,-479.4948697090149,549.9310493469238,1.192,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006648302078247,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.792,0.0,0.0,25.0,112.0,25.0,0.0,0.0,-428.25212478637695,720.5043315887451,-562.3322327931722,533.76571337382,0.0,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006561279296875,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.096,5.792,0.0,0.0,25.0,112.0,40.0,85.0369930267334,85.0369930267334,-345.8979606628418,718.3187484741211,-506.372610727946,533.7119897206625,0.0,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067809048820944,0.0085115432739257,0.0039565901041996,0.0047683715820312,0.0088691711425781,0.0,0.0,0.0,0.0118255615234375,0.0,0.0,0.0,9.856,10.272,3.744,4.232,16.666666666666664,135.816,16.666666666666664,85.0115418434143,85.0121259689331,-403.7549018859863,748.4451293945312,-575.9585380554199,521.1950302124023,2744.936,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0079994771017957,0.0100135803222656,0.0039218301878291,0.0045299530029296,0.0087499618530273,0.0,0.0,0.0,0.013136863708496,0.0,0.0,0.0,6.448,7.104,7.488,8.464,33.33333333333333,117.192,20.0,85.01861095428467,85.04016399383545,-322.3818778991699,701.7269849777222,-481.00608587265015,544.0711379051208,21386.032,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0077930848989913,0.009775161743164,0.0039549434886259,0.0047683715820312,0.0080426534016927,0.0,0.0,0.0,0.012063980102539,0.0,0.0,0.0,6.096,5.792,12.008,11.968,25.0,117.888,40.0,85.01569430033366,85.03427505493164,-344.71983909606934,731.5409183502197,-520.6377506256104,533.8378747304281,14237.12,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0070002999636206,0.0088214874267578,0.0039555476262019,0.0047683715820312,0.0085830688476562,0.0,0.0,0.0,0.01373291015625,0.0,0.0,0.0,5.6,5.792,7.208,7.208,25.0,117.12,25.0,85.01811027526855,85.03141403198242,-349.6769905090332,730.4142951965332,-534.0372721354166,533.3186785380045,6908.88,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068322936100746,0.0085830688476562,0.0054836273193359,0.0072956085205078,0.0157356262207031,0.0,0.0,0.0,0.0157356262207031,0.0,0.0,0.0,9.856,10.272,1.056,0.528,16.666666666666664,115.536,16.666666666666664,0.0,0.0,-394.7970390319824,763.6645793914795,-579.5637130737305,521.2414264678955,34.36,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068322936100746,0.0085830688476562,0.0054836273193359,0.0072956085205078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.448,7.104,0.0,0.0,33.33333333333333,115.536,20.0,0.0,0.0,-308.28723907470703,712.1357917785645,-477.5045514106751,549.2342114448547,34.36,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068322936100746,0.0085830688476562,0.0054836273193359,0.0072956085205078,0.0084952304237767,0.0,0.0,0.0,0.0134944915771484,0.0,0.0,0.0,6.096,5.792,13.464,15.016,25.0,115.536,40.0,85.01724004745483,85.03563404083252,-352.5880813598633,728.8426399230957,-533.2973798116049,534.0440273284912,34.36,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068322936100746,0.0085830688476562,0.0054836273193359,0.0072956085205078,0.0138282775878906,0.0,0.0,0.0,0.0147819519042968,0.0,0.0,0.0,5.6,5.792,1.648,1.12,25.0,115.536,25.0,85.0232442220052,85.04009246826172,-353.80539894104004,728.3891201019287,-534.3566735585531,535.0942611694336,34.36,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0072086558622472,0.0090599060058593,0.0039290809917306,0.0045299530029296,0.0100665622287326,0.0,0.0,0.0,0.0145912170410156,0.0,0.0,0.0,9.856,10.272,6.896,7.872,16.666666666666664,132.768,16.666666666666664,85.01710210527692,85.02535820007324,-398.4174728393554,756.0735702514648,-578.3913135528564,520.789098739624,14680.88,1
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0078182409305383,0.0095367431640625,0.0038887814777653,0.0045299530029296,0.0084638595581054,0.013589859008789,0.0064373016357421,0.013589859008789,0.0100374221801757,0.0064373016357421,0.848,0.848,6.448,7.104,8.016,8.464,33.33333333333333,118.448,20.0,85.01841805197976,85.03174781799316,-312.319016456604,707.7330589294434,-478.25127840042114,548.4859943389893,45805.488,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0077344403408541,0.0100135803222656,0.0045299530029296,0.0045299530029296,0.0080347061157226,0.0066757202148437,0.009775161743164,0.0066757202148437,0.0117778778076171,0.009775161743164,0.848,0.848,6.096,5.792,8.264,7.736,25.0,118.448,40.0,85.01718044281006,85.03329753875732,-356.7544460296631,724.1803169250488,-534.004290898641,533.6940288543701,1.192,1
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.010157575701723,0.0171661376953125,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.792,0.0,0.0,25.0,118.448,25.0,0.0,0.0,-357.6214790344238,723.6563682556152,-533.9682102203369,533.998966217041,1.192,1
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006793737411499,0.0088453292846679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.856,10.272,0.0,0.0,16.666666666666664,112.0,16.666666666666664,0.0,0.0,-400.84362030029297,753.2120704650879,-577.3964405059814,520.5909252166748,0.0,1
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067555904388427,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.448,7.104,0.0,0.0,33.33333333333333,112.0,20.0,0.0,0.0,-317.6339864730835,706.686544418335,-479.9915552139282,550.0227212905884,0.0,1
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066089630126953,0.0083684921264648,0.0,0.0,0.0081539154052734,0.0,0.0,0.0,0.0119686126708984,0.0,0.0,0.0,6.096,5.792,3.744,4.232,25.0,112.0,40.0,85.01977920532227,85.03232002258301,-360.80288887023926,718.6337471008301,-533.9719454447428,533.2760016123453,0.0,1
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066816806793212,0.0088214874267578,0.0,0.0,0.0121593475341796,0.0,0.0,0.0,0.0121593475341796,0.0,0.0,0.0,5.6,5.792,0.592,0.592,25.0,112.0,25.0,85.02316474914551,85.03875732421875,-361.6158962249756,720.5305099487305,-533.6677233378092,533.6354573567709,0.0,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0072281535078839,0.0090599060058593,0.0039360912672551,0.0047683715820312,0.0082850456237792,0.0,0.0,0.0,0.0121355056762695,0.0,0.0,0.0,9.856,10.272,3.152,3.64,16.666666666666664,136.496,16.666666666666664,85.0144624710083,85.01837253570557,-403.8209438323975,749.040699005127,-576.4111518859863,521.6701030731201,13958.072,1
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0077002119309831,0.0095367431640625,0.0039546386055324,0.0045299530029296,0.009322166442871,0.0,0.0,0.0,0.013899803161621,0.0,0.0,0.0,6.448,7.104,8.264,7.736,33.33333333333333,118.448,20.0,85.01949310302734,85.03656387329102,-322.31366634368896,702.2331476211548,-480.9628129005432,548.9557981491089,11946.592,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068092346191406,0.0088214874267578,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.096,5.792,0.0,0.0,25.0,112.696,40.0,0.0,0.0,-365.0263786315918,711.7670059204102,-534.3399047851562,526.6425609588623,1.192,1
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068938732147216,0.0086069107055664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.792,0.0,0.0,25.0,112.0,25.0,0.0,0.0,-345.6575870513916,731.2454700469971,-520.3335285186768,533.694346745809,0.0,1
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067341327667236,0.0086069107055664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.856,10.272,0.0,0.0,16.666666666666664,112.0,16.666666666666664,0.0,0.0,-394.78816986083984,764.1163349151611,-579.4085502624512,521.2205410003662,0.0,1
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068295001983642,0.0081300735473632,0.0,0.0,0.0092029571533203,0.0,0.0,0.0,0.0128746032714843,0.0,0.0,0.0,6.448,7.104,3.744,4.232,33.33333333333333,112.0,20.0,85.01801490783691,85.03131866455078,-334.5881223678589,712.3850584030151,-477.4804711341858,549.2069125175476,0.0,1
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067079067230224,0.0085830688476562,0.0,0.0,0.0095367431640625,0.0,0.0,0.0,0.0130176544189453,0.0,0.0,0.0,6.096,5.792,3.744,4.232,25.0,112.0,40.0,85.01625061035156,85.02669334411621,-352.5975704193115,728.5866737365723,-533.6337089538574,533.663272857666,0.0,1
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068287351238193,0.0085830688476562,0.0052452087402343,0.0052452087402343,0.0090599060058593,0.0,0.0,0.0,0.0140905380249023,0.0,0.0,0.0,5.6,5.792,2.688,3.704,25.0,113.256,25.0,85.01815795898438,85.03413200378418,-354.3898582458496,728.1262397766113,-534.3334674835205,533.71795018514,1.192,1
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0070765398550724,0.0090599060058593,0.003910883301829,0.0045299530029296,0.0089406967163085,0.0,0.0,0.0,0.0131130218505859,0.0,0.0,0.0,9.856,10.272,5.576,4.032,16.666666666666664,144.408,16.666666666666664,85.01338958740234,85.01870632171631,-397.42603302001953,758.7475299835205,-578.3858776092529,521.8119621276855,5293.104,1
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067207943740768,0.0083446502685546,0.0045299530029296,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.448,7.104,0.0,0.0,33.33333333333333,113.256,20.0,0.0,0.0,-312.3481512069702,708.7897300720215,-478.2518148422241,548.7129092216492,1.192,1
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068267973342744,0.0083446502685546,0.0063180923461914,0.0066041946411132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.096,5.792,0.0,0.0,25.0,121.696,40.0,0.0,0.0,-356.9718360900879,723.3891487121582,-534.3194802602133,533.2488218943278,12.464,1
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065672397613525,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.792,0.0,0.0,25.0,112.0,25.0,0.0,0.0,-357.6021194458008,723.853874206543,-533.6606502532959,533.7918599446615,0.0,1
