time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,a1_latency_p90_ul_ms,e2_du_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,a1_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060867555070631,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.005960464477539,0.011444091796875,0.0086069107055664,0.011444091796875,0.0,0.0,0.0114917755126953,0.0,0.0,0.026702880859375,0.496,1.424,0.0,0.0,7.736,8.264,117.504,0.0049500238327752,0.0061988830566406,147.8,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062803230663337,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0061988830566406,0.0140666961669921,0.0080108642578125,0.0140666961669921,0.0,0.0,0.0119209289550781,0.0,0.0,0.0237941741943359,0.496,1.424,0.0,0.0,4.232,3.744,118.448,0.0045908258316364,0.0058174133300781,272.104,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062236691465472,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0062942504882812,0.013589859008789,0.0080585479736328,0.013589859008789,0.0,0.0,0.0117778778076171,0.0,0.0,0.0224590301513671,0.496,1.424,0.0,0.0,4.232,3.744,115.904,0.0047418806287977,0.0055789947509765,28.456,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059794430709003,0.0078678131103515,0.009775161743164,0.009775161743164,0.0065803527832031,0.0085830688476562,0.0092744827270507,0.0085830688476562,0.0,0.0,0.0113964080810546,0.0,0.0,0.0260591506958007,0.496,1.424,0.0,0.0,7.736,8.264,114.968,0.0053048133850097,0.0066041946411132,27.632,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006147878086982,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0058174133300781,0.0116825103759765,0.007486343383789,0.0116825103759765,0.0,0.0,0.0118255615234375,0.0,0.0,0.0226497650146484,0.496,1.424,0.0,0.0,4.232,3.744,114.392,0.0050067901611328,0.0071525573730468,93.144,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060458681476649,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0057220458984375,0.0085830688476562,0.0061273574829101,0.0085830688476562,0.0,0.0,0.0104904174804687,0.0,0.0,0.0180006027221679,0.496,1.424,0.0,0.0,3.704,4.272,114.392,0.0049613770984468,0.0057220458984375,144.504,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061583518981933,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0068426132202148,0.0102519989013671,0.0090599060058593,0.0102519989013671,0.0,0.0,0.0112295150756835,0.0,0.0,0.0247001647949218,0.496,1.424,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059830015571556,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0069618225097656,0.0092983245849609,0.0087261199951171,0.0092983245849609,0.0,0.0,0.012063980102539,0.0,0.0,0.0233173370361328,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.00762939453125,0.00762939453125,1.192,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063246162376593,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0071525573730468,0.0107288360595703,0.0088214874267578,0.0107288360595703,0.0,0.0,0.012063980102539,0.0,0.0,0.0230312347412109,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0042915344238281,0.0042915344238281,1.192,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006147878086982,0.0081062316894531,0.0052452087402343,0.0052452087402343,0.0063048468695746,0.0102519989013671,0.0088691711425781,0.0102519989013671,0.0,0.0,0.010858882557262,0.0,0.0,0.0259876251220703,0.496,1.36,0.0,0.0,7.208,8.792,113.256,0.00762939453125,0.00762939453125,1.192,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060961978270275,0.0083208084106445,0.0088214874267578,0.0088214874267578,0.006866455078125,0.0069141387939453,0.0091075897216796,0.0069141387939453,0.0,0.0,0.0113487243652343,0.0,0.0,0.0217437744140625,0.496,1.36,0.0,0.0,4.232,3.744,122.384,0.0043782320889559,0.0069141387939453,127.496,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060462951660156,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0067710876464843,0.0081062316894531,0.0099658966064453,0.0081062316894531,0.0,0.0,0.0108718872070312,0.0,0.0,0.0202178955078125,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063502788543701,0.0086069107055664,0.0083446502685546,0.0083446502685546,0.0066280364990234,0.0078678131103515,0.0084161758422851,0.0078678131103515,0.0,0.0,0.0104427337646484,0.0,0.0,0.0246763229370117,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059175491333007,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.005960464477539,0.0081062316894531,0.0065326690673828,0.0081062316894531,0.0,0.0,0.010530153910319,0.0,0.0,0.0189542770385742,0.496,1.36,0.0,0.0,3.704,4.272,112.0,0.0,0.0,0.0,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060517989580904,0.0085830688476562,0.0088214874267578,0.0095844268798828,0.0066280364990234,0.0075101852416992,0.008392333984375,0.0076055526733398,0.0,0.0,0.0112056732177734,0.0,0.0,0.0205516815185546,1.344,2.208,0.0,0.0,4.232,3.744,113.256,0.0081062316894531,0.0081062316894531,1.192,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059699537742197,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0068187713623046,0.0116825103759765,0.0090599060058593,0.0116825103759765,0.0,0.0,0.0103712081909179,0.0,0.0,0.023651123046875,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0073909759521484,0.0073909759521484,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059438582083479,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0065803527832031,0.0102519989013671,0.008249282836914,0.0102519989013671,0.0,0.0,0.0116348266601562,0.0,0.0,0.0218391418457031,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0066757202148437,0.0066757202148437,1.192,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059545336671136,0.00762939453125,0.0100135803222656,0.0100135803222656,0.0067133652536492,0.0088214874267578,0.0097274780273437,0.0088214874267578,0.0,0.0,0.0108083089192708,0.0,0.0,0.0252723693847656,0.496,1.36,0.0,0.0,15.016,15.048,117.192,0.0053048133850097,0.0080585479736328,40.176,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066559489180402,0.0085830688476562,0.00762939453125,0.00762939453125,0.0063657760620117,0.0147819519042968,0.0084400177001953,0.0147819519042968,0.0,0.0,0.010848045349121,0.0,0.0,0.0253915786743164,0.496,1.424,0.0,0.0,7.736,8.264,128.896,0.0041776401981426,0.0050067901611328,1288.168,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066018104553222,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0062942504882812,0.0078678131103515,0.0082015991210937,0.0078678131103515,0.0,0.0,0.012826919555664,0.0,0.0,0.0235557556152343,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0042915344238281,0.0049352645874023,37.824,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006422996520996,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0063896179199218,0.0073909759521484,0.008249282836914,0.0073909759521484,0.0,0.0,0.0117301940917968,0.0,0.0,0.0218391418457031,0.496,1.392,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065767765045166,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0064611434936523,0.0145435333251953,0.0089168548583984,0.0145435333251953,0.0,0.0,0.0110626220703125,0.0,0.0,0.0256299972534179,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059132528777169,0.0083208084106445,0.011444091796875,0.011444091796875,0.0062465667724609,0.0057220458984375,0.0080585479736328,0.0057220458984375,0.0,0.0,0.0108242034912109,0.0,0.0,0.0200271606445312,0.496,1.36,0.0,0.0,4.232,3.744,116.304,0.0069141387939453,0.0080585479736328,3.952,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061366358414072,0.0085830688476562,0.00762939453125,0.00762939453125,0.006103515625,0.0071525573730468,0.0078201293945312,0.0071525573730468,0.0,0.0,0.0114917755126953,0.0,0.0,0.021982192993164,0.496,1.424,0.0,0.0,4.232,3.744,123.64,0.0059008598327636,0.0078439712524414,22.8,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060130568111644,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0065088272094726,0.0078678131103515,0.0092983245849609,0.0078678131103515,0.0,0.0,0.0108957290649414,0.0,0.0,0.0253915786743164,0.496,1.424,0.0,0.0,7.736,8.264,124.128,0.0047848142426589,0.0062942504882812,170.264,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060653686523437,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0063896179199218,0.0112056732177734,0.0083446502685546,0.0112056732177734,0.0,0.0,0.0115394592285156,0.0,0.0,0.0202655792236328,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0050067901611328,0.0050067901611328,2.056,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061190128326416,0.0081300735473632,0.0078678131103515,0.0078678131103515,0.0058174133300781,0.0090599060058593,0.0072479248046875,0.0090599060058593,0.0,0.0,0.0110149383544921,0.0,0.0,0.0207901000976562,0.496,1.392,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060784816741943,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0066280364990234,0.0119209289550781,0.0089883804321289,0.0119209289550781,0.0058412551879882,0.0083446502685546,0.0111103057861328,0.0070810317993164,0.0112056732177734,0.0249624252319335,0.496,1.36,1.696,1.696,7.736,8.264,112.0,0.0,0.0,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006188154220581,0.0083446502685546,0.00762939453125,0.00762939453125,0.0062942504882812,0.0092983245849609,0.0081062316894531,0.0092983245849609,0.0,0.0,0.0127315521240234,0.0,0.0,0.0225543975830078,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060790806860473,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.005960464477539,0.0064373016357421,0.0076770782470703,0.0064373016357421,0.0,0.0,0.011444091796875,0.0,0.0,0.0217914581298828,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0088214874267578,0.0088214874267578,1.192,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061028039277489,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0066280364990234,0.0083446502685546,0.0085830688476562,0.0083446502685546,0.0,0.0,0.010848045349121,0.0,0.0,0.0256299972534179,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0061988830566406,0.0061988830566406,1.192,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060107193741143,0.0082731246948242,0.0116825103759765,0.0116825103759765,0.0061511993408203,0.0102519989013671,0.0077724456787109,0.0102519989013671,0.0,0.0,0.0118255615234375,0.0,0.0,0.0226974487304687,0.496,1.36,0.0,0.0,4.232,3.744,122.912,0.0051259994506835,0.0057458877563476,9.984,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060165629667394,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.005960464477539,0.0095367431640625,0.0076770782470703,0.0095367431640625,0.0,0.0,0.0115394592285156,0.0,0.0,0.0220775604248046,0.496,1.424,0.0,0.0,4.232,3.744,123.952,0.0062465667724609,0.0079631805419921,13.912,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060117244720458,0.0081300735473632,0.0064373016357421,0.0064373016357421,0.005960464477539,0.0064373016357421,0.008392333984375,0.0064373016357421,0.0,0.0,0.0111103057861328,0.0,0.0,0.0257253646850585,0.496,1.424,0.0,0.0,7.736,8.264,112.0,0.0047683715820312,0.0055313110351562,4.48,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059806292329854,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0068187713623046,0.009775161743164,0.0088691711425781,0.009775161743164,0.0,0.0,0.0125885009765625,0.0,0.0,0.0225543975830078,0.496,1.392,0.0,0.0,4.232,3.744,114.344,0.0,0.0,0.0,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058269500732421,0.00762939453125,0.0109672546386718,0.0109672546386718,0.0060081481933593,0.0145435333251953,0.0075817108154296,0.0145435333251953,0.0,0.0,0.0134468078613281,0.0,0.0,0.0268936157226562,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060351926888992,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0063657760620117,0.0107288360595703,0.0088691711425781,0.0107288360595703,0.0,0.0,0.0108957290649414,0.0,0.0,0.0256061553955078,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0047683715820312,0.0047683715820312,1.192,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059474166946031,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.006103515625,0.0071525573730468,0.0077247619628906,0.0071525573730468,0.0,0.0,0.0111103057861328,0.0,0.0,0.0203132629394531,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.00762939453125,0.00762939453125,1.192,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058288004860949,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0068187713623046,0.0102519989013671,0.009012222290039,0.0102519989013671,0.0,0.0,0.0131130218505859,0.0,0.0,0.0240325927734375,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0064373016357421,0.0064373016357421,1.192,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063192844390869,0.0085830688476562,0.0107288360595703,0.0107288360595703,0.0064373016357421,0.0121593475341796,0.0086545944213867,0.0121593475341796,0.0,0.0,0.0105142593383789,0.0,0.0,0.0246047973632812,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060277410072855,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0065326690673828,0.0083446502685546,0.0082969665527343,0.0083446502685546,0.0,0.0,0.0113964080810546,0.0,0.0,0.0215530395507812,0.496,1.36,0.0,0.0,4.232,3.744,118.144,0.0072717666625976,0.0099420547485351,18.352,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006141895201148,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0063419342041015,0.00762939453125,0.008249282836914,0.00762939453125,0.0,0.0,0.0116348266601562,0.0,0.0,0.0221729278564453,0.496,1.424,0.0,0.0,4.232,3.744,133.0,0.005960464477539,0.0066995620727539,19.616,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006040334701538,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0063419342041015,0.0092983245849609,0.008249282836914,0.0092983245849609,0.0,0.0,0.0119686126708984,0.0,0.0,0.0226497650146484,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059213211287313,0.00762939453125,0.0081062316894531,0.0081062316894531,0.0060796737670898,0.005960464477539,0.0085830688476562,0.005960464477539,0.0,0.0,0.011610984802246,0.0,0.0,0.0274658203125,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0064373016357421,0.0064373016357421,1.192,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060351926888992,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0060081481933593,0.0123977661132812,0.0078201293945312,0.0123977661132812,0.0,0.0,0.011301040649414,0.0,0.0,0.0214576721191406,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0057220458984375,0.0057220458984375,1.192,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006050166517201,0.0081062316894531,0.0109672546386718,0.0109672546386718,0.006103515625,0.011444091796875,0.0079631805419921,0.011444091796875,0.0,0.0,0.0105857849121093,0.0,0.0,0.025033950805664,0.496,1.36,0.0,0.0,7.736,8.264,118.448,0.007033348083496,0.0084638595581054,11.888,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060796737670898,0.0081062316894531,0.0058412551879882,0.0068902969360351,0.0,0.0109672546386718,0.0,0.0121116638183593,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.272,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061380863189697,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0061988830566406,0.0081062316894531,0.0077724456787109,0.0081062316894531,0.0,0.0,0.0132083892822265,0.0,0.0,0.0244140625,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060623131909416,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0063419342041015,0.0085830688476562,0.0082015991210937,0.0085830688476562,0.0,0.0,0.0116348266601562,0.0,0.0,0.0223159790039062,0.496,1.36,0.0,0.0,4.232,3.744,143.152,0.0043800898960658,0.0065803527832031,407.0,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061476230621337,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0065962473551432,0.0069141387939453,0.0085830688476562,0.0069141387939453,0.0,0.0,0.011142094930013,0.0,0.0,0.027322769165039,0.496,1.424,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0.0,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072735283762363,0.0095367431640625,0.0102519989013671,0.0102519989013671,0.0060558319091796,0.0133514404296875,0.0077247619628906,0.0133514404296875,0.0,0.0,0.0106334686279296,0.0,0.0,0.0203609466552734,0.496,1.36,0.0,0.0,4.232,3.744,123.64,21.195215861346828,21.439242362976078,42489.152,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070896907825375,0.0092983245849609,0.0109672546386718,0.0109672546386718,0.0061988830566406,0.0081062316894531,0.0081777572631835,0.0081062316894531,0.0,0.0,0.0105619430541992,0.0,0.0,0.0248670578002929,0.496,1.424,0.0,0.0,7.736,8.264,113.256,21.006107330322266,21.006107330322266,1.192,1
