time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,a1_latency_p90_dl_ms,a1_latency_mean_dl_ms,f1_u_throughput_dl_kbps,F-node
0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060574681151146,0.0081062316894531,0.0071922938028971,0.0084241231282552,0.0104904174804687,0.010848045349121,0.0109672546386718,0.0109672546386718,0.0042664377312911,0.0053405761718749,0.0062125069754464,0.0104904174804687,0.0104904174804687,0.0087261199951171,0.496,1.36,9.856,10.24,132.768,25.152,27.344,0.0229358673095703,0.0103405543736049,210.264,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061245247869208,0.0083446502685546,0.0071922938028971,0.0084241231282552,0.0104904174804687,0.010848045349121,0.0092983245849609,0.0092983245849609,0.0044822692871093,0.0061988830566406,0.0062125069754464,0.0121593475341796,0.0121593475341796,0.0087261199951171,0.496,1.424,9.856,10.24,122.384,25.152,27.344,0.0229358673095703,0.0103405543736049,236.704,0
2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064948509479391,0.0090599060058593,0.0071922938028971,0.0084241231282552,0.0104904174804687,0.010848045349121,0.0069141387939453,0.0069141387939453,0.0039193496452306,0.0045299530029296,0.0062125069754464,0.0128746032714843,0.0128746032714843,0.0087261199951171,0.496,1.392,9.856,10.24,123.64,25.152,27.344,0.0229358673095703,0.0103405543736049,3439.56,0
3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006377993531488,0.0088214874267578,0.0071922938028971,0.0084241231282552,0.0104904174804687,0.010848045349121,0.0078678131103515,0.0078678131103515,0.0039897066481569,0.0047683715820312,0.0062125069754464,0.0088214874267578,0.0088214874267578,0.0087261199951171,0.496,1.424,9.856,10.24,113.256,25.152,27.344,0.0229358673095703,0.0103405543736049,1046.128,0
4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060517989580904,0.0081062316894531,0.0071922938028971,0.0084241231282552,0.0104904174804687,0.010848045349121,0.005960464477539,0.005960464477539,0.0045299530029296,0.0045299530029296,0.0062125069754464,0.0069141387939453,0.0069141387939453,0.0087261199951171,0.496,1.392,9.856,10.24,113.256,25.152,27.344,0.0229358673095703,0.0103405543736049,1.192,0
5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063097476959228,0.0083446502685546,0.0071922938028971,0.0084241231282552,0.0104904174804687,0.010848045349121,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0062125069754464,0.0073909759521484,0.0073909759521484,0.0087261199951171,0.496,1.36,9.856,10.24,112.0,25.152,27.344,0.0229358673095703,0.0103405543736049,0.0,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061821937561035,0.0083446502685546,0.0071922938028971,0.0084241231282552,0.0104904174804687,0.010848045349121,0.00762939453125,0.00762939453125,0.0,0.0,0.0062125069754464,0.0123977661132812,0.0123977661132812,0.0087261199951171,0.496,1.36,9.856,10.24,112.0,25.152,27.344,0.0229358673095703,0.0103405543736049,0.0,0
7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059902667999267,0.0081062316894531,0.0071922938028971,0.0084241231282552,0.0104904174804687,0.010848045349121,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0062125069754464,0.0183582305908203,0.0183582305908203,0.0087261199951171,0.496,1.36,9.856,10.24,112.0,25.152,27.344,0.0229358673095703,0.0103405543736049,0.0,0
8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058114528656005,0.00762939453125,0.0071922938028971,0.0084241231282552,0.0104904174804687,0.010848045349121,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0062125069754464,0.0095367431640625,0.0095367431640625,0.0087261199951171,0.496,1.36,9.856,10.24,112.0,25.152,27.344,0.0229358673095703,0.0103405543736049,0.0,0
9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060407241972366,0.0078678131103515,0.0071922938028971,0.0084241231282552,0.0104904174804687,0.010848045349121,0.0069141387939453,0.0069141387939453,0.0083446502685546,0.0089168548583984,0.0062125069754464,0.0083446502685546,0.0083446502685546,0.0087261199951171,0.496,1.36,9.856,10.24,118.448,25.152,27.344,0.0229358673095703,0.0103405543736049,6.16,0
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060885699827279,0.0083446502685546,0.0071922938028971,0.0084241231282552,0.0104904174804687,0.010848045349121,0.0102519989013671,0.0102519989013671,0.0045299530029296,0.0045299530029296,0.0062125069754464,0.0140666961669921,0.0140666961669921,0.0087261199951171,0.496,1.424,9.856,10.24,113.256,25.152,27.344,0.0229358673095703,0.0103405543736049,1.192,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059082733457954,0.0081062316894531,0.0071922938028971,0.0084241231282552,0.0104904174804687,0.010848045349121,0.0066757202148437,0.0066757202148437,0.00762939453125,0.00762939453125,0.0062125069754464,0.0126361846923828,0.0126361846923828,0.0087261199951171,0.496,1.36,9.856,10.24,113.256,25.152,27.344,0.0229358673095703,0.0103405543736049,1.192,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062162436327887,0.0085830688476562,0.0071922938028971,0.0084241231282552,0.0104904174804687,0.010848045349121,0.0064373016357421,0.0064373016357421,0.0039148887307727,0.0045299530029296,0.0062125069754464,0.0152587890625,0.0152587890625,0.0087261199951171,0.496,1.36,9.856,10.24,140.992,25.152,27.344,0.0229358673095703,0.0103405543736049,2806.264,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060558319091796,0.0083446502685546,0.0071922938028971,0.0084241231282552,0.0104904174804687,0.010848045349121,0.0071525573730468,0.0071525573730468,0.0060796737670898,0.0075101852416992,0.0062125069754464,0.0088214874267578,0.0088214874267578,0.0087261199951171,0.496,1.424,9.856,10.24,112.0,25.152,27.344,0.0229358673095703,0.0103405543736049,14.896,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065553306352974,0.0092744827270507,0.0071922938028971,0.0084241231282552,0.0104904174804687,0.010848045349121,0.0085830688476562,0.0085830688476562,0.00408471348774,0.0050067901611328,0.0062125069754464,0.0100135803222656,0.0100135803222656,0.0087261199951171,0.496,1.36,9.856,10.24,122.384,25.152,27.344,0.0229358673095703,0.0103405543736049,2500.456,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067018157807155,0.0090599060058593,0.0071922938028971,0.0084241231282552,0.0104904174804687,0.010848045349121,0.0071525573730468,0.0071525573730468,0.0040626254176821,0.0050067901611328,0.0062125069754464,0.0166893005371093,0.0166893005371093,0.0087261199951171,0.496,1.424,9.856,10.24,117.192,25.152,27.344,0.0229358673095703,0.0103405543736049,3323.224,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061056401469919,0.0081062316894531,0.0071922938028971,0.0084241231282552,0.0104904174804687,0.010848045349121,0.0104904174804687,0.0104904174804687,0.004521438053676,0.0057935714721679,0.0062125069754464,0.00762939453125,0.00762939453125,0.0087261199951171,0.496,1.424,9.856,10.24,118.448,25.152,27.344,0.0229358673095703,0.0103405543736049,226.592,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062664942954903,0.0083446502685546,0.0071922938028971,0.0084241231282552,0.0104904174804687,0.010848045349121,0.0071525573730468,0.0071525573730468,0.0041749742296006,0.0052928924560546,0.0062125069754464,0.0157356262207031,0.0157356262207031,0.0087261199951171,0.496,1.424,9.856,10.24,113.256,25.152,27.344,0.0229358673095703,0.0103405543736049,455.384,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058207018622036,0.00762939453125,0.0071922938028971,0.0084241231282552,0.0104904174804687,0.010848045349121,0.0073909759521484,0.0073909759521484,0.0046166506680575,0.0052452087402343,0.0062125069754464,0.0121593475341796,0.0121593475341796,0.0087261199951171,0.496,1.424,9.856,10.24,121.48,25.152,27.344,0.0229358673095703,0.0103405543736049,80.632,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061028039277489,0.0081062316894531,0.0071922938028971,0.0084241231282552,0.0104904174804687,0.010848045349121,0.0069141387939453,0.0069141387939453,0.0045597553253173,0.0061988830566406,0.0062125069754464,0.0095367431640625,0.0095367431640625,0.0087261199951171,0.496,1.424,9.856,10.24,117.192,25.152,27.344,0.0229358673095703,0.0103405543736049,166.656,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061431334386417,0.0083446502685546,0.0071922938028971,0.0084241231282552,0.0104904174804687,0.010848045349121,0.0112056732177734,0.0112056732177734,0.0048160552978515,0.0056743621826171,0.0062125069754464,0.0104904174804687,0.0104904174804687,0.0087261199951171,0.496,1.424,9.856,10.24,117.192,25.152,27.344,0.0229358673095703,0.0103405543736049,46.44,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061607360839843,0.0083684921264648,0.0066280364990234,0.0078201293945312,0.0086784362792968,0.0098228454589843,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0062125069754464,0.0088214874267578,0.0088214874267578,0.0087261199951171,0.496,1.424,6.448,6.256,112.0,25.152,27.344,0.0229358673095703,0.0103405543736049,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063633918762207,0.0088214874267578,0.0075101852416992,0.0075340270996093,0.0090599060058593,0.011754035949707,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0062125069754464,0.0112056732177734,0.0112056732177734,0.0087261199951171,0.496,1.36,5.6,6.544,112.0,25.152,27.344,0.0229358673095703,0.0103405543736049,0.0,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006108000726983,0.0083446502685546,0.006866455078125,0.0096559524536132,0.01068115234375,0.0098705291748046,0.0071525573730468,0.0071525573730468,0.0051856040954589,0.0063180923461914,0.0062125069754464,0.0107288360595703,0.0107288360595703,0.0087261199951171,0.496,1.36,6.096,5.76,115.968,25.152,27.344,0.0229358673095703,0.0103405543736049,21.536,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060621429892147,0.0085830688476562,0.0053644180297851,0.0083446502685546,0.0115633010864257,0.0064373016357421,0.0066757202148437,0.0066757202148437,0.0046730041503906,0.0056266784667968,0.0062125069754464,0.0138282775878906,0.0138282775878906,0.0087261199951171,0.496,1.424,9.856,10.24,123.888,25.152,27.344,0.0229358673095703,0.0103405543736049,115.496,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063756212073179,0.0088214874267578,0.0057220458984375,0.0060081481933593,0.0076770782470703,0.0072956085205078,0.0064373016357421,0.0064373016357421,0.004993544684516,0.0073432922363281,0.0062125069754464,0.00762939453125,0.00762939453125,0.0087261199951171,0.496,1.424,6.448,6.256,113.256,25.152,27.344,0.0229358673095703,0.0103405543736049,143.968,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061561812215776,0.0081062316894531,0.0064373016357421,0.0075817108154296,0.0101089477539062,0.0074386596679687,0.0078678131103515,0.0078678131103515,0.0055631001790364,0.006723403930664,0.0062125069754464,0.0073909759521484,0.0073909759521484,0.0087261199951171,0.496,1.424,5.6,6.544,117.192,25.152,27.344,0.0229358673095703,0.0103405543736049,18.168,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061440467834472,0.0083684921264648,0.0058174133300781,0.0071525573730468,0.0095844268798828,0.0071048736572265,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0065432654486762,0.0090599060058593,0.0090599060058593,0.0079154968261718,0.496,1.392,6.096,5.76,112.0,8.792,7.208,0.028848648071289,0.0116825103759765,0.0,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00600531549737,0.0081062316894531,0.0066757202148437,0.0079870223999023,0.0112056732177734,0.0079870223999023,0.0078916549682617,0.007033348083496,0.0053246815999348,0.0062465667724609,0.005960464477539,0.0103712081909179,0.0140905380249023,0.0072956085205078,1.344,2.272,9.856,10.24,119.904,3.744,4.232,0.0237464904785156,0.0124931335449218,25.208,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00600531549737,0.0081062316894531,0.0072479248046875,0.0085830688476562,0.0101089477539062,0.0107288360595703,0.0066757202148437,0.0066757202148437,0.0053246815999348,0.0062465667724609,0.0060929192437065,0.0100135803222656,0.0100135803222656,0.0078678131103515,0.496,1.36,6.448,6.256,119.904,8.792,7.208,0.0274181365966796,0.0107071616432883,25.208,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00600531549737,0.0081062316894531,0.0064373016357421,0.0079154968261718,0.0108718872070312,0.0075101852416992,0.00762939453125,0.00762939453125,0.0053246815999348,0.0062465667724609,0.0,0.0057220458984375,0.0057220458984375,0.0,0.496,1.36,5.6,6.544,119.904,0.0,0.0,0.0,0.0,25.208,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060494266339202,0.0078678131103515,0.0078678131103515,0.0074505805969238,0.0097274780273437,0.0104427337646484,0.0071525573730468,0.0071525573730468,0.0052452087402343,0.0052452087402343,0.007486343383789,0.0064373016357421,0.0064373016357421,0.0096321105957031,0.496,1.36,6.096,5.76,113.256,3.744,4.232,0.021982192993164,0.012063980102539,1.192,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063586003572038,0.0083446502685546,0.0071128209431966,0.0063180923461914,0.0073909759521484,0.0103712081909179,0.0069141387939453,0.0069141387939453,0.0045299530029296,0.0058650970458984,0.006866455078125,0.0073909759521484,0.0073909759521484,0.0094413757324218,0.496,1.424,9.856,10.24,135.6,3.744,4.232,0.0199794769287109,0.0107288360595703,127.144,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062779624863426,0.0088214874267578,0.0056266784667968,0.0069141387939453,0.0092983245849609,0.007486343383789,0.0061988830566406,0.0061988830566406,0.0050067901611328,0.0064611434936523,0.0062147776285807,0.0061988830566406,0.0061988830566406,0.0082969665527343,0.496,1.424,6.448,6.256,118.448,12.008,11.968,0.0268936157226562,0.0110149383544921,85.312,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061070919036865,0.0081300735473632,0.0066161155700683,0.0065803527832031,0.0072002410888671,0.0088691711425781,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0065326690673828,0.0107288360595703,0.0107288360595703,0.0087261199951171,0.496,1.424,5.6,6.544,112.0,3.744,4.232,0.0217914581298828,0.0113487243652343,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062453746795654,0.0085830688476562,0.0075340270996093,0.0067949295043945,0.0084400177001953,0.01068115234375,0.0081062316894531,0.0081062316894531,0.0,0.0,0.006013446384006,0.0152587890625,0.0152587890625,0.006866455078125,0.496,1.36,6.096,5.76,112.0,8.792,7.208,0.0259876251220703,0.0107938593084161,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064277648925781,0.0088214874267578,0.006715456644694,0.0069538752237955,0.0090599060058593,0.0077486038208007,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.496,1.36,9.856,10.24,112.0,0.0,0.0,0.0,0.0,0.0,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062453746795654,0.0083446502685546,0.0055789947509765,0.0077247619628906,0.0084877014160156,0.0072956085205078,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0066757202148437,0.0085830688476562,0.0085830688476562,0.0092983245849609,0.496,1.36,6.448,6.256,112.0,3.744,4.232,0.0222682952880859,0.0116825103759765,0.0,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062202339741721,0.0085830688476562,0.0059008598327636,0.0077247619628906,0.0090599060058593,0.0071048736572265,0.0088214874267578,0.0088214874267578,0.0057220458984375,0.0057220458984375,0.0065803527832031,0.0081062316894531,0.0081062316894531,0.0084400177001953,0.496,1.36,5.6,6.544,113.256,3.744,4.232,0.0213146209716796,0.0114917755126953,1.192,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006176345977024,0.0081062316894531,0.00762939453125,0.0064373016357421,0.0073909759521484,0.0117778778076171,0.0066757202148437,0.0066757202148437,0.005960464477539,0.005960464477539,0.006413459777832,0.0133514404296875,0.0133514404296875,0.0084638595581054,0.496,1.36,6.096,5.76,113.256,8.264,7.736,0.025796890258789,0.0106096267700195,1.192,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061134793865146,0.0078678131103515,0.0067551930745442,0.0078280766805013,0.0096559524536132,0.0089406967163085,0.0061988830566406,0.0061988830566406,0.0045299530029296,0.0045299530029296,0.0072002410888671,0.0066757202148437,0.0066757202148437,0.0097274780273437,0.496,1.36,9.856,10.24,113.256,3.744,4.232,0.023508071899414,0.0126361846923828,1.192,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062644481658935,0.0085830688476562,0.006103515625,0.006723403930664,0.0078201293945312,0.0085353851318359,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0059127807617187,0.009775161743164,0.009775161743164,0.0075340270996093,0.496,1.36,6.448,6.256,112.0,3.744,4.232,0.0233650207519531,0.0121593475341796,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061821937561035,0.0085830688476562,0.0063180923461914,0.0072002410888671,0.008392333984375,0.00762939453125,0.00762939453125,0.00762939453125,0.0,0.0,0.0061273574829101,0.0123977661132812,0.0123977661132812,0.0086069107055664,0.496,1.36,5.6,6.544,112.0,8.264,7.736,0.02899169921875,0.011444091796875,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063240528106689,0.0088214874267578,0.0083446502685546,0.0067949295043945,0.0068902969360351,0.0106334686279296,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0061511993408203,0.0123977661132812,0.0123977661132812,0.0079154968261718,0.496,1.36,4.752,4.48,112.0,3.744,4.232,0.0207424163818359,0.0111103057861328,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062990188598632,0.0083446502685546,0.0058174133300781,0.0075896581013997,0.0090599060058593,0.0069141387939453,0.0064373016357421,0.0064373016357421,0.0,0.0,0.005960464477539,0.0102519989013671,0.0102519989013671,0.007486343383789,0.496,1.36,6.448,7.04,112.0,3.744,4.232,0.0207901000976562,0.0109672546386718,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059972355021766,0.0078678131103515,0.0072479248046875,0.0079870223999023,0.0097036361694335,0.0102519989013671,0.0100135803222656,0.0100135803222656,0.0045299530029296,0.0045299530029296,0.0067710876464843,0.0123977661132812,0.0123977661132812,0.011754035949707,0.496,1.36,6.096,5.76,113.256,8.264,7.736,0.025796890258789,0.0108242034912109,1.192,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063044514822129,0.0092983245849609,0.0062942504882812,0.0081062316894531,0.0102043151855468,0.0074386596679687,0.0078678131103515,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0060558319091796,0.013589859008789,0.013589859008789,0.0078678131103515,0.496,1.36,8.88,9.072,113.256,3.744,4.232,0.0214576721191406,0.0112533569335937,1.192,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062676804575754,0.0088214874267578,0.0070095062255859,0.0073909759521484,0.0086784362792968,0.0094413757324218,0.0088214874267578,0.0088214874267578,0.0054836273193359,0.0054836273193359,0.0062465667724609,0.0092983245849609,0.0092983245849609,0.0081539154052734,0.496,1.36,6.576,6.928,113.256,3.744,4.232,0.0233650207519531,0.0117301940917968,1.192,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060260295867919,0.0081062316894531,0.0070571899414062,0.0075896581013997,0.0101327896118164,0.0098705291748046,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0065565109252929,0.0126361846923828,0.0126361846923828,0.0086307525634765,0.496,1.36,6.448,7.04,112.0,8.264,7.736,0.026559829711914,0.0111579895019531,0.0,0
