time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,f1_c_throughput_ul_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,f1_u_throughput_dl_kbps,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,F-node
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064384590074853,0.0090599060058593,0.0047683715820312,0.0047683715820312,0.0043085643223353,0.0052452087402343,0.0064986092703683,0.0207424163818359,0.0207424163818359,0.009012222290039,0.0095367431640625,0.0085830688476562,0.0085830688476562,0.0202655792236328,0.0,0.496,0.848,1.36,0.848,143.152,25.152,27.344,0.0,1440.288,0.0150203704833984,0.0150203704833984,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067245960235595,0.0088453292846679,0.0047683715820312,0.0047683715820312,0.0041718916459517,0.0052452087402343,0.0064986092703683,0.0207424163818359,0.0207424163818359,0.009012222290039,0.0095367431640625,0.0133514404296875,0.0133514404296875,0.0202655792236328,0.0,0.496,0.848,1.424,0.848,112.0,25.152,27.344,0.0,2822.616,0.0092983245849609,0.0092983245849609,0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061416625976562,0.0085830688476562,0.0047683715820312,0.0047683715820312,0.0,0.0,0.0064986092703683,0.0207424163818359,0.0207424163818359,0.009012222290039,0.0095367431640625,0.0078678131103515,0.0078678131103515,0.0202655792236328,0.0,0.496,0.848,1.392,0.848,112.0,25.152,27.344,0.0,0.0,0.0057220458984375,0.0057220458984375,0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063139407788936,0.0085830688476562,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0121593475341796,0.0121593475341796,0.0202655792236328,0.0,0.496,0.0,1.36,0.0,113.256,25.152,27.344,0.0,1.192,0.00762939453125,0.00762939453125,0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062985206717875,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0083446502685546,0.0083446502685546,0.0064986092703683,0.0042915344238281,0.0042915344238281,0.009012222290039,0.0095367431640625,0.0100135803222656,0.0100135803222656,0.0202655792236328,0.0,0.496,0.848,1.36,0.848,113.256,25.152,27.344,0.0,1.192,0.0064373016357421,0.0064373016357421,0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061094760894775,0.0083446502685546,0.0,0.0,0.0,0.0,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0157356262207031,0.0157356262207031,0.0202655792236328,0.0,0.496,0.0,1.36,0.0,112.0,25.152,27.344,0.0,0.0,0.0073909759521484,0.0073909759521484,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062567516438011,0.008702278137207,0.0,0.0,0.0039165218671162,0.0045299530029296,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0109672546386718,0.0109672546386718,0.0202655792236328,0.0,0.496,0.0,1.424,0.0,139.216,25.152,27.344,0.0,3167.824,0.00762939453125,0.00762939453125,0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059807300567626,0.00762939453125,0.0,0.0,0.0,0.0,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.009775161743164,0.009775161743164,0.0202655792236328,0.0,0.496,0.0,1.36,0.0,112.0,25.152,27.344,0.0,0.0,0.0081062316894531,0.0081062316894531,0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062546326746394,0.0083446502685546,0.0,0.0,0.0053644180297851,0.0066041946411132,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0073909759521484,0.0073909759521484,0.0202655792236328,0.0,0.496,0.0,1.36,0.0,117.192,25.152,27.344,0.0,17.408,0.0064373016357421,0.0064373016357421,0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062552578930784,0.0083446502685546,0.0,0.0,0.0045941426203801,0.0065565109252929,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0071525573730468,0.0071525573730468,0.0202655792236328,0.0,0.496,0.0,1.424,0.0,127.576,25.152,27.344,0.0,242.784,0.0066757202148437,0.0066757202148437,0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065440562233996,0.0090599060058593,0.0,0.0,0.0046106485220102,0.0066757202148437,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0073909759521484,0.0073909759521484,0.0202655792236328,0.0,0.496,0.0,1.424,0.0,114.6,25.152,27.344,0.0,546.28,0.0083446502685546,0.0083446502685546,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00640646142153,0.0085830688476562,0.0,0.0,0.0042594396151029,0.0052452087402343,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0131130218505859,0.0131130218505859,0.0202655792236328,0.0,0.496,0.0,1.424,0.0,113.256,25.152,27.344,0.0,521.024,0.0078678131103515,0.0078678131103515,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061312718177909,0.0083446502685546,0.0,0.0,0.0047683715820312,0.0047683715820312,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0107288360595703,0.0107288360595703,0.0202655792236328,0.0,0.496,0.0,1.392,0.0,113.256,25.152,27.344,0.0,1.192,0.00762939453125,0.00762939453125,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063321169684914,0.0090599060058593,0.0,0.0,0.0047385692596435,0.005960464477539,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0071525573730468,0.0071525573730468,0.0202655792236328,0.0,0.496,0.0,1.36,0.0,123.664,25.152,27.344,0.0,72.032,0.0071525573730468,0.0071525573730468,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064800034708051,0.0088214874267578,0.0,0.0,0.0039982969743491,0.0047683715820312,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0100135803222656,0.0100135803222656,0.0202655792236328,0.0,0.496,0.0,1.424,0.0,114.728,25.152,27.344,0.0,2620.688,0.0092983245849609,0.0092983245849609,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065606624925907,0.0092983245849609,0.0,0.0,0.0040320589331819,0.0050067901611328,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0162124633789062,0.0162124633789062,0.0202655792236328,0.0,0.496,0.0,1.424,0.0,116.248,25.152,27.344,0.0,3302.072,0.0085830688476562,0.0085830688476562,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064599514007568,0.0086069107055664,0.0,0.0,0.0042285559312352,0.0052452087402343,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0083446502685546,0.0083446502685546,0.0202655792236328,0.0,0.496,0.0,1.424,0.0,112.0,25.152,27.344,0.0,1026.72,0.0073909759521484,0.0073909759521484,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062060000291511,0.0085830688476562,0.0,0.0,0.0047418806287977,0.0056982040405273,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0085830688476562,0.0085830688476562,0.0202655792236328,0.0,0.496,0.0,1.424,0.0,114.52,25.152,27.344,0.0,107.408,0.0071525573730468,0.0071525573730468,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059687265075079,0.0078678131103515,0.0,0.0,0.0056028366088867,0.0058889389038085,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0085830688476562,0.0085830688476562,0.0202655792236328,0.0,0.496,0.0,1.424,0.0,115.648,25.152,27.344,0.0,3.296,0.0069141387939453,0.0069141387939453,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059699067975034,0.0081062316894531,0.0,0.0,0.0054836273193359,0.0054836273193359,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0081062316894531,0.0081062316894531,0.0202655792236328,0.0,0.496,0.0,1.36,0.0,118.448,25.152,27.344,0.0,8.112,0.0092983245849609,0.0092983245849609,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066969654347636,0.0090360641479492,0.0,0.0,0.0040704840855882,0.0047683715820312,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0085830688476562,0.0085830688476562,0.0202655792236328,0.0,0.496,0.0,1.424,0.0,123.08,25.152,27.344,0.0,5442.512,0.0071525573730468,0.0071525573730468,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062060356140136,0.0085830688476562,0.0,0.0,0.0042366603064158,0.0050067901611328,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0109672546386718,0.0109672546386718,0.0202655792236328,0.0,0.496,0.0,1.424,0.0,112.0,25.152,27.344,0.0,2408.688,0.0133514404296875,0.0133514404296875,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062417984008789,0.0085830688476562,0.0,0.0,0.0,0.0,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0119209289550781,0.0119209289550781,0.0202655792236328,0.0,0.496,0.0,1.392,0.0,112.0,25.152,27.344,0.0,0.0,0.0078678131103515,0.0078678131103515,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.005960464477539,0.0081062316894531,0.0,0.0,0.0,0.0,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0147819519042968,0.0147819519042968,0.0202655792236328,0.0,0.496,0.0,1.36,0.0,112.0,25.152,27.344,0.0,0.0,0.0078678131103515,0.0078678131103515,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065453534055813,0.0085830688476562,0.0,0.0,0.0041215200610147,0.0047683715820312,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0083446502685546,0.0083446502685546,0.0202655792236328,0.0,0.496,0.0,1.424,0.0,132.208,25.152,27.344,0.0,3186.792,0.0128746032714843,0.0128746032714843,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065974335172283,0.0092983245849609,0.0,0.0,0.0040091796296075,0.0047683715820312,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0221729278564453,0.0221729278564453,0.0202655792236328,0.0,0.496,0.0,1.424,0.0,113.256,25.152,27.344,0.0,3537.544,0.0112056732177734,0.0112056732177734,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059923323074189,0.0078678131103515,0.0,0.0,0.0069936116536458,0.0071525573730468,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0102519989013671,0.0102519989013671,0.0202655792236328,0.0,0.496,0.0,1.424,0.0,118.448,25.152,27.344,0.0,8.472,0.0081062316894531,0.0081062316894531,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060185864197081,0.0078678131103515,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0073909759521484,0.0073909759521484,0.0202655792236328,0.0,0.496,0.0,1.36,0.0,113.256,25.152,27.344,0.0,1.192,0.0081062316894531,0.0081062316894531,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060641765594482,0.0083446502685546,0.0,0.0,0.0,0.0,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0132322311401367,0.0133275985717773,0.0202655792236328,0.0,1.344,0.0,2.208,0.0,112.0,25.152,27.344,0.0,0.0,0.0094890594482421,0.0092983245849609,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062835216522216,0.0083446502685546,0.0,0.0,0.0,0.0,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0071525573730468,0.0071525573730468,0.0202655792236328,0.0,0.496,0.0,1.36,0.0,112.0,25.152,27.344,0.0,0.0,0.0057220458984375,0.0057220458984375,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065207481384277,0.0090599060058593,0.0,0.0,0.0,0.0,0.0064986092703683,0.0,0.0,0.009012222290039,0.0095367431640625,0.0073909759521484,0.0073909759521484,0.0202655792236328,0.0,0.496,0.0,1.36,0.0,112.0,25.152,27.344,0.0,0.0,0.0066757202148437,0.0066757202148437,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062501430511474,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.496,0.0,1.36,0.0,112.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061241548452804,0.0081062316894531,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.496,0.0,1.36,0.0,113.256,0.0,0.0,0.0,1.192,0.009775161743164,0.009775161743164,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063258023997444,0.0085830688476562,0.0,0.0,0.0054836273193359,0.0054836273193359,0.007486343383789,0.0,0.0,0.0093936920166015,0.0127792358398437,0.0073909759521484,0.0073909759521484,0.0248908996582031,0.0,0.496,0.0,1.36,0.0,113.256,4.52,3.504,0.0,1.192,0.005960464477539,0.005960464477539,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065144709342919,0.0088214874267578,0.0045299530029296,0.0045299530029296,0.0040727567345381,0.0047683715820312,0.0,0.0145435333251953,0.0145435333251953,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.496,0.848,1.424,0.848,144.408,0.0,0.0,0.0,4267.352,0.0133514404296875,0.0133514404296875,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063121318817138,0.0085830688476562,0.0,0.0,0.0041188864872373,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.496,0.0,1.424,0.0,116.328,0.0,0.0,0.0,1109.872,0.0081062316894531,0.0081062316894531,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060188770294189,0.0078916549682617,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.496,0.848,1.392,0.848,112.0,0.0,0.0,0.0,0.0,0.0116825103759765,0.0116825103759765,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059843063354492,0.0078678131103515,0.0,0.0,0.0,0.0,0.0066161155700683,0.0,0.0,0.0073432922363281,0.0119209289550781,0.0100135803222656,0.0100135803222656,0.0219345092773437,0.0,0.496,0.0,1.36,0.0,112.0,4.272,3.704,0.0,0.0,0.0095367431640625,0.0095367431640625,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060343742370605,0.0083684921264648,0.0,0.0,0.0,0.0,0.0061511993408203,0.0,0.0,0.0076770782470703,0.0114917755126953,0.0131130218505859,0.0131130218505859,0.0217437744140625,0.0,0.496,0.0,1.36,0.0,112.0,3.744,4.232,0.0,0.0,0.0071525573730468,0.0071525573730468,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062819144025963,0.0083446502685546,0.0,0.0,0.0070730845133463,0.0087261199951171,0.006413459777832,0.0,0.0,0.0088214874267578,0.0107049942016601,0.0162124633789062,0.0162124633789062,0.0252008438110351,0.0,0.496,0.0,1.424,0.0,117.888,8.264,7.736,0.0,14.6,0.0100135803222656,0.0100135803222656,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061502504111522,0.0083446502685546,0.0,0.0,0.0047683715820312,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.496,0.0,1.392,0.0,113.256,0.0,0.0,0.0,1.192,0.0121593475341796,0.0121593475341796,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061549950594925,0.0083446502685546,0.0,0.0,0.0052452087402343,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.496,0.0,1.36,0.0,113.256,0.0,0.0,0.0,1.192,0.0078678131103515,0.0078678131103515,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063753128051757,0.0090837478637695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166893005371093,0.0166893005371093,0.0,0.0,0.496,0.0,1.36,0.0,112.0,0.0,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060594081878662,0.0083446502685546,0.0,0.0,0.0,0.0,0.0061511993408203,0.0,0.0,0.0080108642578125,0.0110149383544921,0.011444091796875,0.011444091796875,0.0210762023925781,0.0,0.496,0.0,1.36,0.0,112.0,3.744,4.232,0.0,0.0,0.0061988830566406,0.0061988830566406,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064650785575792,0.0091791152954101,0.0,0.0,0.0039605126864668,0.0045299530029296,0.0063896179199218,0.0,0.0,0.0082969665527343,0.0114917755126953,0.0092983245849609,0.0092983245849609,0.0215530395507812,0.0,0.496,0.0,1.36,0.0,143.152,3.744,4.232,0.0,6785.2,0.0088214874267578,0.0088214874267578,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006871223449707,0.0092983245849609,0.0,0.0,0.0040339834896134,0.0047683715820312,0.0058889389038085,0.0,0.0,0.0081300735473632,0.010228157043457,0.0109672546386718,0.0109672546386718,0.0260114669799804,0.0,0.496,0.0,1.424,0.0,112.0,8.264,7.736,0.0,1593.376,0.0090599060058593,0.0090599060058593,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.005946230532518,0.0078678131103515,0.0,0.0,0.005960464477539,0.005960464477539,0.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.496,0.0,1.392,0.0,113.256,0.0,0.0,0.0,1.192,0.0066757202148437,0.0066757202148437,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062305939021368,0.0085353851318359,0.0,0.0,0.0043296813964843,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0162124633789062,0.0162124633789062,0.0,0.0,0.496,0.0,1.392,0.0,123.64,0.0,0.0,0.0,246.952,0.009775161743164,0.009775161743164,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063685042348074,0.0083446502685546,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.496,0.0,1.424,0.0,113.256,0.0,0.0,0.0,1.192,0.00762939453125,0.00762939453125,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065565109252929,0.0081300735473632,0.0,0.0,0.0,0.0,0.0059127807617187,0.0,0.0,0.0077247619628906,0.0113964080810546,0.0169277191162109,0.0169277191162109,0.021982192993164,0.0,0.496,0.0,1.36,0.0,112.0,3.744,4.232,0.0,0.0,0.0064373016357421,0.0064373016357421,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066053867340087,0.0085830688476562,0.0,0.0,0.0,0.0,0.0066280364990234,0.0,0.0,0.0081062316894531,0.0116348266601562,0.0085830688476562,0.0085830688476562,0.0226974487304687,0.0,0.496,0.0,1.36,0.0,112.0,3.744,4.232,0.0,0.0,0.0095367431640625,0.0095367431640625,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066363811492919,0.0083446502685546,0.0,0.0,0.0,0.0,0.0059366226196289,0.0,0.0,0.0081300735473632,0.0101089477539062,0.0116825103759765,0.0116825103759765,0.0233173370361328,0.0,0.496,0.0,1.36,0.0,112.0,8.264,7.736,0.0,0.0,0.0085830688476562,0.0085830688476562,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067305564880371,0.0086069107055664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.496,0.0,1.36,0.0,112.0,0.0,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0
