time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,f1_c_throughput_ul_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,f1_u_throughput_dl_kbps,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,F-node
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067217515246702,0.008559226989746,0.0,0.0,0.0050067901611328,0.0062465667724609,0.0062465667724609,0.0,0.0,0.0073909759521484,0.0108242034912109,0.0,0.0,0.0209808349609375,0.0,0.0,0.0,0.0,0.0,118.448,3.744,4.232,100.0,18.392,0.0,0.0,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067587515607995,0.0085830688476562,0.0,0.0,0.0050067901611328,0.0050067901611328,0.006103515625,0.0,0.0,0.008392333984375,0.0107526779174804,0.0,0.0,0.0247478485107421,0.0,0.0,0.0,0.0,0.0,113.256,8.264,7.736,100.0,1.192,0.0,0.0,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067302836707575,0.0083446502685546,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.848,0.0,0.848,0.0,113.256,0.0,0.0,100.0,1.192,0.0,0.0,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066923264840349,0.0083446502685546,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,100.0,5.896,0.0,0.0,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067949295043945,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.848,0.0,0.848,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068962574005126,0.0088453292846679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067865848541259,0.0083446502685546,0.0,0.0,0.0,0.0,0.0063896179199218,0.0,0.0,0.0082969665527343,0.0123023986816406,0.0,0.0,0.0232696533203125,0.0,0.0,0.0,0.0,0.0,112.0,3.744,4.232,100.0,0.0,0.0,0.0,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068014533958624,0.0085830688476562,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0065326690673828,0.0,0.0,0.0084877014160156,0.0111103057861328,0.0119209289550781,0.0119209289550781,0.0205516815185546,0.0,0.848,0.0,0.848,0.0,113.256,3.744,4.232,100.0,1.192,0.0,0.0,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068061980442028,0.0081062316894531,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0062227249145507,0.0,0.0,0.0086069107055664,0.0106096267700195,0.0,0.0,0.0243902206420898,0.0,0.0,0.0,0.0,0.0,113.256,8.264,7.736,100.0,1.192,0.0,0.0,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067611238849696,0.0085830688476562,0.0,0.0,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,100.0,1.192,0.0,0.0,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006871223449707,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069477025744984,0.0088214874267578,0.0,0.0,0.0052885575727982,0.0075340270996093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.152,0.0,0.0,100.0,194.576,0.0,0.0,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066697597503662,0.0081062316894531,0.0,0.0,0.0,0.0,0.0059127807617187,0.0,0.0,0.0073909759521484,0.0120162963867187,0.0,0.0,0.0222682952880859,0.0,0.0,0.0,0.0,0.0,112.0,3.744,4.232,100.0,0.0,0.0,0.0,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066757202148437,0.0083684921264648,0.0,0.0,0.0,0.0,0.00762939453125,0.0,0.0,0.0099658966064453,0.0111103057861328,0.0,0.0,0.0205516815185546,0.0,0.0,0.0,0.0,0.0,112.0,3.744,4.232,100.0,0.0,0.0,0.0,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066887679977796,0.0085830688476562,0.0,0.0,0.0050067901611328,0.0050067901611328,0.0058650970458984,0.0,0.0,0.0079631805419921,0.0109434127807617,0.011444091796875,0.011444091796875,0.0258922576904296,0.0,0.848,0.0,0.848,0.0,113.256,8.264,7.736,100.0,1.192,0.0,0.0,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067990810716923,0.0085830688476562,0.0,0.0,0.0054836273193359,0.0054836273193359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,100.0,1.192,0.0,0.0,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067347461737475,0.0083446502685546,0.0,0.0,0.0061121853915127,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.672,0.0,0.0,100.0,74.504,0.0,0.0,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067682408574801,0.0085830688476562,0.0,0.0,0.0048743353949652,0.0071048736572265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,100.0,79.016,0.0,0.0,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067377090454101,0.0083684921264648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067075880447236,0.0081062316894531,0.0,0.0,0.0057816505432128,0.0076532363891601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.384,0.0,0.0,100.0,39.008,0.0,0.0,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069713592529296,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066935126461199,0.0085830688476562,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,100.0,1.192,0.0,0.0,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068849208308201,0.0087499618530273,0.0,0.0,0.0050735473632812,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.832,0.0,0.0,100.0,213.592,0.0,0.0,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006738275584608,0.0083446502685546,0.0,0.0,0.0051259994506835,0.0063180923461914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,100.0,53.648,0.0,0.0,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067400932312011,0.0081062316894531,0.014662742614746,0.0178098678588867,0.0,0.0,0.0,0.0144243240356445,0.0158548355102539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.696,0.0,1.696,112.0,0.0,0.0,100.0,0.0,0.0,0.0,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006875189224092,0.0085830688476562,0.0,0.0,0.0055829683939615,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.384,0.0,0.0,100.0,104.832,0.0,0.0,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006725788116455,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.848,0.0,0.848,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068497657775878,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068119594029017,0.0085830688476562,0.0,0.0,0.0055313110351562,0.0079154968261718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.64,0.0,0.0,100.0,30.472,0.0,0.0,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068856709039033,0.0088214874267578,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,100.0,1.192,0.0,0.0,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0070403603946461,0.0092267990112304,0.0,0.0,0.0046207791283017,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.832,0.0,0.0,100.0,191.688,0.0,0.0,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068690646347121,0.0085830688476562,0.0,0.0,0.0050663948059082,0.007486343383789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.12,0.0,0.0,100.0,82.256,0.0,0.0,1
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066579277835675,0.0083446502685546,0.0,0.0,0.004895528157552,0.0057220458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.632,0.0,117.192,0.0,0.0,0.0,101.592,61439.0070438385,61439.0070438385,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067895917750116,0.0085830688476562,0.0,0.0,0.005960464477539,0.0061511993408203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.408,0.0,114.712,0.0,0.0,0.0,6.128,60709.89203453064,60709.89203453064,1
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067448616027832,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068322936100746,0.0085830688476562,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066909135556688,0.0081062316894531,0.0,0.0,0.0059207280476888,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.744,0.0,0.0,0.0,13.408,0.0,0.0,1
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069637109737585,0.0090599060058593,0.0,0.0,0.0038817524909973,0.0044107437133789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,2875.616,0.0,0.0,1
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067007541656494,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0070505474337297,0.0085830688476562,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.288,0.0,0.0,0.0,3.0,0.0,0.0,1
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00679612159729,0.0083684921264648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066733360290527,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
