time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_dl_kbps,F-node
0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060826391723025,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0102519989013671,0.0102519989013671,0.0062056950160435,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0159740447998046,0.0159740447998046,0.008249282836914,0.009918212890625,0.0204086303710937,0.496,1.36,1.696,1.696,115.8,25.152,27.344,3.512,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060826391723025,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0081062316894531,0.0081062316894531,0.0062056950160435,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0066757202148437,0.0066757202148437,0.008249282836914,0.009918212890625,0.0204086303710937,0.496,1.36,1.696,1.696,115.8,25.152,27.344,3.512,0
2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059144331677125,0.0078678131103515,0.0085830688476562,0.0089645385742187,0.0066757202148437,0.0066757202148437,0.0062056950160435,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0109672546386718,0.0109672546386718,0.008249282836914,0.009918212890625,0.0204086303710937,0.496,1.424,1.696,1.696,118.128,25.152,27.344,5.552,0
3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058430344311159,0.0081062316894531,0.0047683715820312,0.0047683715820312,0.0069141387939453,0.0069141387939453,0.0062056950160435,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0073909759521484,0.0073909759521484,0.008249282836914,0.009918212890625,0.0204086303710937,0.496,1.424,1.696,1.696,113.256,25.152,27.344,1.192,0
4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060363788509843,0.0078678131103515,0.00762939453125,0.00762939453125,0.0071525573730468,0.0071525573730468,0.0062056950160435,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0107288360595703,0.0107288360595703,0.008249282836914,0.009918212890625,0.0204086303710937,0.496,1.36,1.696,1.696,113.256,25.152,27.344,1.192,0
5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063174992651488,0.0088214874267578,0.0045299530029296,0.0045299530029296,0.0064373016357421,0.0064373016357421,0.0062056950160435,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0083446502685546,0.0083446502685546,0.008249282836914,0.009918212890625,0.0204086303710937,0.496,1.36,1.696,1.696,113.256,25.152,27.344,1.192,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006181001663208,0.0085830688476562,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0062056950160435,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.005960464477539,0.005960464477539,0.008249282836914,0.009918212890625,0.0204086303710937,0.496,1.36,1.696,1.696,112.0,25.152,27.344,0.0,0
7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060606002807617,0.0083446502685546,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0062056950160435,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0119209289550781,0.0119209289550781,0.008249282836914,0.009918212890625,0.0204086303710937,0.496,1.36,1.696,1.696,112.0,25.152,27.344,0.0,0
8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061233444969252,0.0083446502685546,0.0067949295043945,0.0078439712524414,0.0092983245849609,0.0092983245849609,0.0062056950160435,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0104904174804687,0.0104904174804687,0.008249282836914,0.009918212890625,0.0204086303710937,0.496,1.36,1.696,1.696,119.984,25.152,27.344,7.408,0
9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059972355021766,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0073909759521484,0.0073909759521484,0.0062056950160435,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0131130218505859,0.0131130218505859,0.008249282836914,0.009918212890625,0.0204086303710937,0.496,1.424,1.696,1.696,115.096,25.152,27.344,2.808,0
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063528134984877,0.0085830688476562,0.0043895757086923,0.005340576171875,0.0064373016357421,0.0064373016357421,0.0062056950160435,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0143051147460937,0.0143051147460937,0.008249282836914,0.009918212890625,0.0204086303710937,0.496,1.424,1.696,1.696,128.288,25.152,27.344,795.464,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066296889050172,0.0092983245849609,0.0047840055872182,0.0054836273193359,0.0081062316894531,0.0081062316894531,0.0062056950160435,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0104904174804687,0.0104904174804687,0.008249282836914,0.009918212890625,0.0204086303710937,0.496,1.424,1.696,1.696,118.448,25.152,27.344,418.824,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064598387153587,0.0085830688476562,0.0045564439561631,0.0058889389038085,0.0078678131103515,0.0078678131103515,0.0062056950160435,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0131130218505859,0.0131130218505859,0.008249282836914,0.009918212890625,0.0204086303710937,0.496,1.424,1.696,1.696,113.256,25.152,27.344,383.072,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006003166312602,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.00762939453125,0.00762939453125,0.0062056950160435,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0100135803222656,0.0100135803222656,0.008249282836914,0.009918212890625,0.0204086303710937,0.496,1.424,1.696,1.696,117.192,25.152,27.344,9.528,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061127218869653,0.0083446502685546,0.0045439776252297,0.0061511993408203,0.0069141387939453,0.0069141387939453,0.0062056950160435,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0109672546386718,0.0109672546386718,0.008249282836914,0.009918212890625,0.0204086303710937,0.496,1.392,1.696,1.696,122.384,25.152,27.344,142.104,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061273574829101,0.0078916549682617,0.0041921933492024,0.0052452087402343,0.0078678131103515,0.0078678131103515,0.0062056950160435,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0145435333251953,0.0145435333251953,0.008249282836914,0.009918212890625,0.0204086303710937,0.496,1.424,1.696,1.696,112.0,25.152,27.344,790.096,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058964117249446,0.0083446502685546,0.0047385692596435,0.0065088272094726,0.0081062316894531,0.0081062316894531,0.0062056950160435,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0100135803222656,0.0100135803222656,0.008249282836914,0.009918212890625,0.0204086303710937,0.496,1.392,1.696,1.696,117.192,25.152,27.344,54.0,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059296242633269,0.0081062316894531,0.0050067901611328,0.0050067901611328,0.0083446502685546,0.0083446502685546,0.0062056950160435,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0128746032714843,0.0128746032714843,0.008249282836914,0.009918212890625,0.0204086303710937,0.496,1.424,1.696,1.696,113.256,25.152,27.344,1.192,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059312465144138,0.0081062316894531,0.0047860322175202,0.0057697296142578,0.0069141387939453,0.0069141387939453,0.0062056950160435,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0090599060058593,0.0090599060058593,0.008249282836914,0.009918212890625,0.0204086303710937,0.496,1.36,1.696,1.696,128.832,25.152,27.344,215.16,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060992454414937,0.0083446502685546,0.0046599995006214,0.0050067901611328,0.0071525573730468,0.0071525573730468,0.0062056950160435,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0104904174804687,0.0104904174804687,0.008249282836914,0.009918212890625,0.0204086303710937,0.496,1.424,1.696,1.696,113.256,25.152,27.344,57.0,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059390068054199,0.00762939453125,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0062056950160435,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0104904174804687,0.0104904174804687,0.008249282836914,0.009918212890625,0.0204086303710937,0.496,1.392,1.696,1.696,112.0,25.152,27.344,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061339671068852,0.0083446502685546,0.0052111489432198,0.0070810317993164,0.0064373016357421,0.0064373016357421,0.0,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.496,1.36,1.696,1.696,122.384,0.0,0.0,98.72,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060743360377069,0.0085830688476562,0.0044769710964626,0.0054836273193359,0.00762939453125,0.00762939453125,0.0069141387939453,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0123977661132812,0.0123977661132812,0.0093936920166015,0.012365976969401,0.0290870666503906,0.496,1.424,1.696,1.696,117.192,12.784,11.24,415.184,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058691299969877,0.00762939453125,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.496,1.424,1.696,1.696,117.192,0.0,0.0,12.656,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00702806294258,0.0095367431640625,0.0040008558481225,0.0045299530029296,0.0073909759521484,0.0073909759521484,0.0,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.496,1.424,1.696,1.696,123.64,0.0,0.0,7450.096,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006234467919193,0.0083446502685546,0.0042586491025727,0.0050067901611328,0.0083446502685546,0.0083446502685546,0.0,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.496,1.424,1.696,1.696,113.256,0.0,0.0,750.552,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063022369234432,0.0088214874267578,0.0042846237403759,0.0052928924560546,0.0078678131103515,0.0078678131103515,0.0057220458984375,0.0083446502685546,0.0082254409790039,0.0100612640380859,0.008702278137207,0.0088214874267578,0.0088214874267578,0.0078916549682617,0.0109434127807617,0.0291109085083007,0.496,1.424,1.696,1.696,122.264,7.488,8.464,565.88,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067007541656494,0.0095605850219726,0.0041286045768959,0.0050067901611328,0.0088214874267578,0.0088214874267578,0.0063843197292751,0.0,0.0,0.0,0.0,0.011444091796875,0.011444091796875,0.0086784362792968,0.0109889290549538,0.0281333923339843,0.496,1.424,0.0,0.0,112.0,8.016,7.936,3603.064,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058066844940185,0.0078678131103515,0.0,0.0,0.0067949295043945,0.0072717666625976,0.0061631202697753,0.0,0.0,0.0,0.0,0.0103712081909179,0.0114202499389648,0.0081300735473632,0.0110983848571777,0.0282049179077148,1.344,2.24,0.0,0.0,112.0,16.528,15.472,0.0,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063609607113993,0.0087738037109375,0.0041932673067659,0.0050067901611328,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.496,1.36,0.0,0.0,127.576,0.0,0.0,1428.016,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063192844390869,0.0088214874267578,0.0047570183163597,0.005960464477539,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0145435333251953,0.0145435333251953,0.0,0.0,0.0,0.496,1.424,0.0,0.0,112.0,0.0,0.0,210.664,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066414918049727,0.0088214874267578,0.0041457159178597,0.0047683715820312,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0145435333251953,0.0145435333251953,0.0,0.0,0.0,0.496,1.392,0.0,0.0,123.08,0.0,0.0,2170.704,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068079126943456,0.0085830688476562,0.0042242506530387,0.0052452087402343,0.0107288360595703,0.0107288360595703,0.0070095062255859,0.0,0.0,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0101566314697265,0.0108003616333007,0.0279903411865234,0.496,1.424,0.0,0.0,118.448,7.488,8.464,1528.568,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063511404660668,0.008559226989746,0.0041667546067282,0.0050067901611328,0.0081062316894531,0.0081062316894531,0.0060399373372395,0.0,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0072479248046875,0.0111839988014914,0.0298023223876953,0.496,1.424,0.0,0.0,118.448,8.016,7.936,1021.688,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062084197998046,0.0088214874267578,0.0042154433879446,0.0052452087402343,0.0071525573730468,0.0071525573730468,0.0062108039855957,0.0,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0083446502685546,0.0105023384094238,0.0249624252319336,0.496,1.424,0.0,0.0,112.0,16.528,15.472,458.136,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063364778585101,0.0088214874267578,0.0045949762517755,0.0061988830566406,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.496,1.392,0.0,0.0,117.192,0.0,0.0,670.944,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067028668847414,0.0090599060058593,0.0041691320283072,0.0050067901611328,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.496,1.424,0.0,0.0,122.384,0.0,0.0,2081.84,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063945998006792,0.0088214874267578,0.0042492532964997,0.0052452087402343,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0169277191162109,0.0169277191162109,0.0,0.0,0.0,0.496,1.424,0.0,0.0,117.192,0.0,0.0,2007.608,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060861976585577,0.0083446502685546,0.0041090923806895,0.0050067901611328,0.0078678131103515,0.0078678131103515,0.0060319900512695,0.0,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0086069107055664,0.0110626220703125,0.0279664993286132,0.496,1.424,0.0,0.0,113.256,7.488,8.464,1214.12,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064290396057733,0.0088214874267578,0.0043424941201246,0.0052452087402343,0.0069141387939453,0.0069141387939453,0.0059843063354492,0.0,0.0,0.0,0.0,0.011444091796875,0.011444091796875,0.0082015991210937,0.0106096267700195,0.0275850296020507,0.496,1.424,0.0,0.0,118.448,7.488,8.464,1203.416,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065641450177272,0.0090599060058593,0.0042350203902633,0.0052452087402343,0.0069141387939453,0.0069141387939453,0.0061273574829101,0.0,0.0,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0081539154052734,0.0107169151306152,0.0272989273071289,0.496,1.424,0.0,0.0,123.64,16.528,15.472,1182.04,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061118602752685,0.0083684921264648,0.004487567477756,0.0054836273193359,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0171661376953125,0.0171661376953125,0.0,0.0,0.0,0.496,1.424,0.0,0.0,112.0,0.0,0.0,383.56,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006073772317112,0.0080823898315429,0.0043282142052283,0.0051021575927734,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.496,1.392,0.0,0.0,122.384,0.0,0.0,349.128,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060951709747314,0.0083684921264648,0.0044107437133789,0.0053644180297851,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.496,1.424,0.0,0.0,112.0,0.0,0.0,34.992,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062439572158737,0.0083446502685546,0.0042609679393279,0.0053167343139648,0.0064373016357421,0.0064373016357421,0.0061273574829101,0.0,0.0,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0081300735473632,0.0107765197753906,0.0279903411865234,0.496,1.392,0.0,0.0,121.824,7.488,8.464,705.04,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007112427513198,0.0087976455688476,0.0041131315560176,0.0050067901611328,0.009775161743164,0.009775161743164,0.0061988830566406,0.0,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0080108642578125,0.0104904174804687,0.0200271606445312,0.496,1.424,0.0,0.0,118.448,3.744,4.232,2804.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064029029352747,0.0088214874267578,0.0042124798423365,0.0052452087402343,0.0071525573730468,0.0071525573730468,0.0062942504882812,0.0,0.0,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0084877014160156,0.0112851460774739,0.0298023223876953,0.496,1.424,0.0,0.0,113.256,12.008,11.968,1842.64,0
