time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_retransmissions_dl_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_u_throughput_dl_kbps,f1_c_latency_p90_ul_ms,F-node
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059711933135986,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0059843063354492,0.0,0.0157356262207031,0.0,0.0157356262207031,0.0086307525634765,0.0110626220703125,0.0280618667602539,0.0,0.496,1.36,0.0,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061664766478307,0.0082254409790039,0.00762939453125,0.00762939453125,0.0,0.0040890419319884,0.0073909759521484,0.0047206878662109,0.0073909759521484,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,139.216,0.0,0.0,0.0,0.0,829.176,0.0,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061526227353224,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0058174133300781,0.0078678131103515,0.0107288360595703,0.0078678131103515,0.0107288360595703,0.0073909759521484,0.0112056732177734,0.0219345092773437,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060375650130694,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0058650970458984,0.0052452087402343,0.0092983245849609,0.0052452087402343,0.0092983245849609,0.0074386596679687,0.0120162963867187,0.0243663787841796,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060248374938964,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0060399373372395,0.0,0.0138282775878906,0.0,0.0138282775878906,0.008392333984375,0.011761983235677,0.0278472900390625,0.0,0.496,1.36,0.0,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060182986873211,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0060081481933593,0.0051259994506835,0.0088214874267578,0.0059843063354492,0.0088214874267578,0.0079631805419921,0.0113964080810546,0.022125244140625,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,120.624,0.0,0.0,0.0,0.0,13.776,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060182986873211,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0064468383789062,0.0051259994506835,0.0107288360595703,0.0059843063354492,0.0107288360595703,0.0085830688476562,0.0107860565185546,0.0260353088378906,0.0,0.496,1.424,0.0,0.0,0.0,19.048,19.04,120.624,0.0,0.0,0.0,0.0,13.776,0.0,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060182986873211,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0051259994506835,0.0104904174804687,0.0059843063354492,0.0104904174804687,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,120.624,0.0,0.0,0.0,0.0,13.776,0.0,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060182986873211,0.0081062316894531,0.0077724456787109,0.0064373016357421,0.0057697296142578,0.0051259994506835,0.0153779983520507,0.0059843063354492,0.0160455703735351,0.0074386596679687,0.0112056732177734,0.0220298767089843,0.0,1.344,2.208,0.0,0.0,0.0,4.232,3.744,120.624,0.0,0.0,0.0,0.0,13.776,0.0,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061241548452804,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0052452087402343,0.0119209289550781,0.0052452087402343,0.0119209289550781,0.0092983245849609,0.0115394592285156,0.0226020812988281,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061646546467696,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0063419342041015,0.0041723251342773,0.0064373016357421,0.0050067901611328,0.0064373016357421,0.0087738037109375,0.0104109446207682,0.025177001953125,0.0,0.496,1.36,0.0,0.0,0.0,11.968,12.008,118.448,0.0,0.0,0.0,0.0,51.552,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0066711130925422,0.0090599060058593,0.0078678131103515,0.0078678131103515,0.0059127807617187,0.0040164360633263,0.00762939453125,0.0050067901611328,0.00762939453125,0.007486343383789,0.0120162963867187,0.024271011352539,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,144.408,0.0,0.0,0.0,0.0,4663.304,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0064147645561256,0.0088214874267578,0.0123977661132812,0.0123977661132812,0.0061988830566406,0.0042110681533813,0.011444091796875,0.0052690505981445,0.011444091796875,0.0085830688476562,0.0108718872070312,0.0263214111328125,0.0,0.496,1.424,0.0,0.0,0.0,7.736,8.264,117.192,0.0,0.0,0.0,0.0,1599.424,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006535753088804,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0,0.0042476654052734,0.0121593475341796,0.0051498413085937,0.0121593475341796,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,1166.552,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063886689902538,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.006866455078125,0.0042559807760673,0.0164508819580078,0.0052452087402343,0.0164508819580078,0.0093936920166015,0.0129222869873046,0.0255107879638671,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,117.192,0.0,0.0,0.0,0.0,1122.944,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006033182144165,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0058650970458984,0.0042319297790527,0.0138282775878906,0.0049114227294921,0.0138282775878906,0.0074386596679687,0.0112533569335937,0.0218391418457031,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0.0,75.776,0.0,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0066017282420191,0.0090599060058593,0.0085830688476562,0.0085830688476562,0.0059774943760463,0.0042581254509603,0.0090599060058593,0.0050067901611328,0.0090599060058593,0.0082731246948242,0.0106692314147949,0.0270605087280273,0.0,0.496,1.392,0.0,0.0,0.0,11.44,12.536,123.64,0.0,0.0,0.0,0.0,1563.4,0.0,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062378326264938,0.0078678131103515,0.0092983245849609,0.0092983245849609,0.0062465667724609,0.0043799800257528,0.0116825103759765,0.0054597854614257,0.0116825103759765,0.0075817108154296,0.011444091796875,0.0225067138671875,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,118.448,0.0,0.0,0.0,0.0,540.16,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062000692187257,0.0083446502685546,0.00762939453125,0.00762939453125,0.0058650970458984,0.0044504801432291,0.0104904174804687,0.0049591064453125,0.0104904174804687,0.008392333984375,0.0108957290649414,0.0274896621704101,0.0,0.496,1.424,0.0,0.0,0.0,7.736,8.264,113.256,0.0,0.0,0.0,0.0,17.064,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059926509857177,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0140666961669921,0.0,0.0140666961669921,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006261130271874,0.0082969665527343,0.0069141387939453,0.0069141387939453,0.0058174133300781,0.0040531158447265,0.0131130218505859,0.0047683715820312,0.0131130218505859,0.007486343383789,0.011301040649414,0.0218868255615234,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,126.248,0.0,0.0,0.0,0.0,937.696,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060057640075683,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0066757202148437,0.0,0.009775161743164,0.0,0.009775161743164,0.0090599060058593,0.011444091796875,0.022125244140625,0.0,0.496,1.424,0.0,1.696,1.696,4.232,3.744,112.0,0.0,0.0050067901611328,0.0053882598876953,0.0077486038208007,0.0,0.0091791152954101,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062688666196604,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0061194101969401,0.0038774389969675,0.0119209289550781,0.0042915344238281,0.0119209289550781,0.0083446502685546,0.0104745229085286,0.0250816345214843,0.0,0.496,1.424,0.0,0.0,0.0,11.968,12.008,117.192,0.0,0.0,0.0,0.0,2528.576,0.0,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061016177656638,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0056266784667968,0.0054836273193359,0.0100135803222656,0.0054836273193359,0.0100135803222656,0.0072956085205078,0.0103473663330078,0.0197410583496093,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0058940394007744,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0061988830566406,0.0088214874267578,0.00762939453125,0.0088214874267578,0.00762939453125,0.0086545944213867,0.0120162963867187,0.0307559967041015,0.0,0.496,1.36,0.0,0.0,0.0,7.736,8.264,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061535253757383,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0040867389776767,0.0121593475341796,0.0052452087402343,0.0121593475341796,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,130.792,0.0,0.0,0.0,0.0,797.68,0.0,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061273574829101,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0061511993408203,0.0041448152982271,0.0102519989013671,0.0053644180297851,0.0102519989013671,0.0081062316894531,0.01220703125,0.0237941741943359,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0.0,273.744,0.0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0065022175854975,0.0090360641479492,0.0090599060058593,0.0090599060058593,0.0068187713623046,0.0047882397969563,0.0131130218505859,0.0073909759521484,0.0131130218505859,0.0081062316894531,0.0119209289550781,0.0232219696044921,0.0,0.496,1.392,0.0,0.0,0.0,4.232,3.744,122.384,0.0,0.0,0.0,0.0,536.816,0.0,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0064017167731897,0.0088214874267578,0.0064373016357421,0.0064373016357421,0.0058174133300781,0.0042577288044032,0.0100135803222656,0.0052452087402343,0.0100135803222656,0.0081539154052734,0.0103473663330078,0.0252723693847656,0.0,0.496,1.424,0.0,0.0,0.0,11.968,12.008,117.192,0.0,0.0,0.0,0.0,1208.976,0.0,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0065167744954427,0.0090599060058593,0.0092983245849609,0.0092983245849609,0.0066280364990234,0.0042019697724196,0.0073909759521484,0.0050067901611328,0.0073909759521484,0.0094890594482421,0.0111579895019531,0.0214576721191406,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,117.192,0.0,0.0,0.0,0.0,1689.08,0.0,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062558188367245,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0063578287760416,0.0051259994506835,0.0119209289550781,0.0056743621826171,0.0119209289550781,0.008249282836914,0.0108155337246981,0.0269412994384765,0.0,0.496,1.424,0.0,0.0,0.0,7.208,8.792,113.256,0.0,0.0,0.0,0.0,19.376,0.0,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0064419995387786,0.0088214874267578,0.011444091796875,0.011444091796875,0.0,0.0042255569553975,0.0066757202148437,0.0052452087402343,0.0066757202148437,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,123.64,0.0,0.0,0.0,0.0,1497.432,0.0,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0065376262853641,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0062942504882812,0.0042360882426417,0.0109672546386718,0.0054836273193359,0.0109672546386718,0.0082969665527343,0.011301040649414,0.0216007232666015,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,118.448,0.0,0.0,0.0,0.0,1254.504,0.0,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063827381798283,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0062942504882812,0.0042191573551722,0.0119209289550781,0.0054359436035156,0.0119209289550781,0.008392333984375,0.0118732452392578,0.0231266021728515,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,117.192,0.0,0.0,0.0,0.0,1041.184,0.0,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006348339479361,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0057220458984375,0.0042871192649558,0.0095367431640625,0.0054121017456054,0.0095367431640625,0.0078678131103515,0.010654330253601,0.0251531600952148,0.0,0.496,1.424,0.0,0.0,0.0,11.44,12.536,117.192,0.0,0.0,0.0,0.0,520.624,0.0,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062320955950229,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0058650970458984,0.0043749809265136,0.0088214874267578,0.0057220458984375,0.0088214874267578,0.007486343383789,0.0114917755126953,0.021219253540039,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,117.192,0.0,0.0,0.0,0.0,412.976,0.0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.005875825881958,0.0073909759521484,0.00762939453125,0.00762939453125,0.0058889389038085,0.0073909759521484,0.0107288360595703,0.0073909759521484,0.0107288360595703,0.0083684921264648,0.0110626220703125,0.0253200531005859,0.0,0.496,1.392,0.0,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,0.0,2.44,0.0,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060458681476649,0.00762939453125,0.0095367431640625,0.0095367431640625,0.0,0.0047683715820312,0.0090599060058593,0.0047683715820312,0.0090599060058593,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0067505182004442,0.0092983245849609,0.0078678131103515,0.0078678131103515,0.0060081481933593,0.0039851554086275,0.0121593475341796,0.0047683715820312,0.0121593475341796,0.0077724456787109,0.0119209289550781,0.0239849090576171,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,126.672,0.0,0.0,0.0,0.0,6634.912,0.0,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063827381798283,0.0083446502685546,0.010848045349121,0.0103712081909179,0.0056743621826171,0.0040641197791466,0.0116825103759765,0.0047683715820312,0.0124454498291015,0.0071525573730468,0.0107765197753906,0.0208854675292968,0.0,1.344,2.272,0.0,0.0,0.0,4.232,3.744,113.256,0.0,0.0,0.0,0.0,668.344,0.0,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061225891113281,0.0081300735473632,0.0066757202148437,0.0066757202148437,0.0057379404703776,0.0,0.0066757202148437,0.0,0.0066757202148437,0.0075340270996093,0.0109036763509114,0.0258922576904296,0.0,0.496,1.424,0.0,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006037979877641,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0061988830566406,0.0046321323939732,0.0104904174804687,0.0061750411987304,0.0104904174804687,0.008392333984375,0.0115871429443359,0.02288818359375,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,127.576,0.0,0.0,0.0,0.0,367.136,0.0,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061419472765566,0.0085830688476562,0.0047683715820312,0.0047683715820312,0.0068187713623046,0.0039193688369378,0.0133514404296875,0.0045299530029296,0.0133514404296875,0.0082015991210937,0.0125885009765625,0.0329494476318359,0.0,0.496,1.424,0.0,0.0,0.0,7.736,8.264,117.192,0.0,0.0,0.0,0.0,2688.8,0.0,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0064752588224648,0.0088214874267578,0.0092983245849609,0.0092983245849609,0.0,0.0040476506623975,0.0078678131103515,0.0050067901611328,0.0078678131103515,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,3641.16,0.0,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063133711862091,0.008559226989746,0.00762939453125,0.00762939453125,0.0057697296142578,0.0046072779475031,0.0145435333251953,0.0055789947509765,0.0145435333251953,0.0073909759521484,0.0104427337646484,0.0199317932128906,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,118.448,0.0,0.0,0.0,0.0,325.704,0.0,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061858998666895,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0057697296142578,0.0049440484297902,0.0088214874267578,0.0058650970458984,0.0088214874267578,0.0072956085205078,0.012063980102539,0.0234127044677734,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,118.448,0.0,0.0,0.0,0.0,131.832,0.0,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061229686831953,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0061353047688802,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0079154968261718,0.0103632609049479,0.0257492065429687,0.0,0.496,1.392,0.0,0.0,0.0,11.968,12.008,113.256,0.0,0.0,0.0,0.0,1.192,0.0,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006139868556863,0.0081062316894531,0.00762939453125,0.00762939453125,0.006103515625,0.0048637390136718,0.0090599060058593,0.0077724456787109,0.0090599060058593,0.0079631805419921,0.0107765197753906,0.0201702117919921,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,122.384,0.0,0.0,0.0,0.0,141.048,0.0,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061118602752685,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0057220458984375,0.0,0.0157356262207031,0.0,0.0157356262207031,0.0081300735473632,0.0108003616333007,0.025796890258789,0.0,0.496,1.424,0.0,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060725212097167,0.0081062316894531,0.009775161743164,0.009775161743164,0.0,0.0,0.0121593475341796,0.0,0.0121593475341796,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063045858749615,0.0083446502685546,0.011444091796875,0.011444091796875,0.0065803527832031,0.0044050670805431,0.011444091796875,0.0052452087402343,0.011444091796875,0.0088214874267578,0.011444091796875,0.0214576721191406,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,127.576,0.0,0.0,0.0,0.0,2295.184,0.0,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063145514762047,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0058650970458984,0.0045842762234844,0.009775161743164,0.0052928924560546,0.009775161743164,0.0073909759521484,0.0109672546386718,0.0209331512451171,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,118.448,0.0,0.0,0.0,0.0,708.52,0.0,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0067111289147103,0.0090599060058593,0.0078678131103515,0.0078678131103515,0.0061829884847005,0.0043178426808324,0.00762939453125,0.0052452087402343,0.00762939453125,0.0084877014160156,0.0107765197753906,0.02593994140625,0.0,0.496,1.424,0.0,0.848,0.848,11.968,12.008,118.448,50.0,0.0095367431640625,0.0095367431640625,0.009775161743164,2810.048,0.009775161743164,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0066167057150661,0.0088214874267578,0.0119209289550781,0.0119209289550781,0.006103515625,0.0043192295112995,0.0123977661132812,0.0054836273193359,0.0123977661132812,0.0079154968261718,0.0104427337646484,0.0197887420654296,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,118.448,50.0,0.0,0.0,0.0,1902.4,0.0,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063424086689355,0.0088214874267578,0.0112056732177734,0.0112056732177734,0.0057220458984375,0.0044793793649384,0.00762939453125,0.0057220458984375,0.00762939453125,0.0079870223999023,0.0101804733276367,0.0248432159423828,0.0,0.496,1.424,0.0,0.0,0.0,7.736,8.264,117.192,50.0,0.0,0.0,0.0,314.168,0.0,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063708765589775,0.0085830688476562,0.0100135803222656,0.0100135803222656,0.0,0.0044138003618289,0.0121593475341796,0.0053644180297851,0.0121593475341796,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,117.192,50.0,0.0,0.0,0.0,1490.144,0.0,1
