time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_retransmissions_dl_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_u_throughput_dl_kbps,f1_c_latency_p90_ul_ms,F-node
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061523914337158,0.0081062316894531,0.0109672546386718,0.0109672546386718,0.0056743621826171,0.0045041780214051,0.0109672546386718,0.0056743621826171,0.0109672546386718,0.0073432922363281,0.0107288360595703,0.0207424163818359,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,112.0,50.0,0.0,0.0,0.0,332.568,0.0,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0066261480350305,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0056743621826171,0.0043627288606431,0.013589859008789,0.0052452087402343,0.013589859008789,0.0072479248046875,0.0115871429443359,0.0230789184570312,0.0,0.496,1.392,0.0,0.0,0.0,4.232,3.744,122.384,50.0,0.0,0.0,0.0,2752.688,0.0,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063732488831477,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.005960464477539,0.0050306320190429,0.021219253540039,0.0063180923461914,0.021219253540039,0.0081539154052734,0.0105857849121093,0.0250816345214843,0.0,0.496,1.424,0.0,0.0,0.0,11.968,12.008,113.256,50.0,0.0,0.0,0.0,78.48,0.0,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059391135600075,0.00762939453125,0.0081062316894531,0.0081062316894531,0.0057220458984375,0.0050067901611328,0.0102519989013671,0.0050067901611328,0.0102519989013671,0.0072002410888671,0.0104904174804687,0.0201225280761718,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,113.256,50.0,0.0,0.0,0.0,1.192,0.0,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061312718177909,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0058174133300781,0.0052452087402343,0.00762939453125,0.0052452087402343,0.00762939453125,0.0079154968261718,0.0112771987915039,0.0275373458862304,0.0,0.496,1.36,0.0,0.0,0.0,7.736,8.264,113.256,50.0,0.0,0.0,0.0,1.192,0.0,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062958866942162,0.0085115432739257,0.0073909759521484,0.0073909759521484,0.0,0.004251146577095,0.0100135803222656,0.0052452087402343,0.0100135803222656,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,132.768,50.0,0.0,0.0,0.0,1838.488,0.0,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060737133026123,0.0081300735473632,0.0088214874267578,0.0088214874267578,0.0058174133300781,0.0040947812274821,0.0150203704833984,0.0050067901611328,0.0150203704833984,0.0073909759521484,0.0109195709228515,0.0211238861083984,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,112.0,50.0,0.0,0.0,0.0,2205.008,0.0,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0058615207672119,0.0078678131103515,0.0147819519042968,0.0147819519042968,0.0057697296142578,0.0,0.013589859008789,0.0,0.013589859008789,0.0074386596679687,0.0108242034912109,0.0210762023925781,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,112.0,50.0,0.0,0.0,0.0,0.0,0.0,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060529851201754,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0057379404703776,0.005960464477539,0.0102519989013671,0.007486343383789,0.0102519989013671,0.0076770782470703,0.010236104329427,0.0244140625,0.0,0.496,1.36,0.0,0.0,0.0,11.968,12.008,117.192,50.0,0.0,0.0,0.0,15.872,0.0,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060090971230274,0.0081062316894531,0.0052452087402343,0.0052452087402343,0.0058174133300781,0.0052452087402343,0.0073909759521484,0.0052452087402343,0.0073909759521484,0.0074386596679687,0.0117301940917968,0.022125244140625,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,113.256,50.0,0.0,0.0,0.0,1.192,0.0,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060695913893666,0.0083446502685546,0.0095367431640625,0.0095367431640625,0.005960464477539,0.0092983245849609,0.0121593475341796,0.0092983245849609,0.0121593475341796,0.008249282836914,0.0104713439941406,0.0234127044677734,0.0,0.496,1.424,0.0,0.0,0.0,19.048,19.04,113.256,50.0,0.0,0.0,0.0,1.192,0.0,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006061288254771,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0054836273193359,0.0083446502685546,0.0054836273193359,0.0083446502685546,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,50.0,0.0,0.0,0.0,1.192,0.0,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006061288254771,0.0081062316894531,0.0057220458984375,0.0057220458984375,0.0065803527832031,0.0054836273193359,0.0123977661132812,0.0054836273193359,0.0123977661132812,0.0084877014160156,0.011301040649414,0.0216007232666015,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,113.256,50.0,0.0,0.0,0.0,1.192,0.0,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006061288254771,0.0081062316894531,0.00762939453125,0.00762939453125,0.0064849853515625,0.0054836273193359,0.0083446502685546,0.0054836273193359,0.0083446502685546,0.0082015991210937,0.0128746032714843,0.0256538391113281,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,113.256,50.0,0.0,0.0,0.0,1.192,0.0,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060773590236034,0.0083446502685546,0.0073432922363281,0.0071525573730468,0.0056266784667968,0.004819461277553,0.0157356262207031,0.0068426132202148,0.0191688537597656,0.0080108642578125,0.0106652577718098,0.0258445739746093,0.0,1.344,2.208,0.0,0.0,0.0,11.968,12.008,141.248,50.0,0.0,0.0,0.0,273.744,0.0,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060280757163887,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0057697296142578,0.0061988830566406,0.0088214874267578,0.0063896179199218,0.0088214874267578,0.0072956085205078,0.0108242034912109,0.0207424163818359,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,114.504,50.0,0.0,0.0,0.0,9.072,0.0,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061170378727699,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0060558319091796,0.0077486038208007,0.0123977661132812,0.0091791152954101,0.0123977661132812,0.0086784362792968,0.0106096267700195,0.0267267227172851,0.0,0.496,1.36,0.0,0.0,0.0,7.736,8.264,113.256,50.0,0.0,0.0,0.0,3.664,0.0,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060826099564876,0.0078678131103515,0.00762939453125,0.00762939453125,0.0,0.0041210651397705,0.0102519989013671,0.0047683715820312,0.0102519989013671,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,123.64,50.0,0.0,0.0,0.0,2226.024,0.0,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063720627210626,0.0085830688476562,0.0126361846923828,0.0126361846923828,0.0057697296142578,0.0040519055981321,0.0112056732177734,0.0047683715820312,0.0112056732177734,0.0072956085205078,0.0112533569335937,0.021982192993164,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,113.256,50.0,0.0,0.0,0.0,4418.456,0.0,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059461593627929,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0055432319641113,0.0,0.0085830688476562,0.0,0.0085830688476562,0.0060558319091796,0.0108083089192708,0.0200271606445312,0.0,0.496,1.424,0.0,0.0,0.0,3.704,4.272,112.0,50.0,0.0,0.0,0.0,0.0,0.0,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059819221496582,0.0078678131103515,0.00762939453125,0.00762939453125,0.0063180923461914,0.0,0.0112056732177734,0.0,0.0112056732177734,0.0086784362792968,0.0103414058685302,0.027775764465332,0.0,0.496,1.36,0.0,0.0,0.0,11.44,12.536,112.0,50.0,0.0,0.0,0.0,0.0,0.0,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063321169684914,0.0083446502685546,0.00762939453125,0.00762939453125,0.0059127807617187,0.0041040063601488,0.0123977661132812,0.0047683715820312,0.0123977661132812,0.0075340270996093,0.01220703125,0.0229835510253906,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,124.944,50.0,0.0,0.0,0.0,3748.384,0.0,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062854728888516,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0060558319091796,0.0042322910193241,0.0176429748535156,0.0053882598876953,0.0176429748535156,0.0086307525634765,0.0105142593383789,0.0246524810791015,0.0,0.496,1.36,0.0,0.0,0.0,7.736,8.264,117.192,50.0,0.0,0.0,0.0,1820.6,0.0,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061953245703853,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0,0.0061988830566406,0.0066757202148437,0.0061988830566406,0.0066757202148437,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,113.256,50.0,0.0,0.0,0.0,1.192,0.0,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063860416412353,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0058650970458984,0.0052452087402343,0.009775161743164,0.0052452087402343,0.009775161743164,0.0072479248046875,0.0117778778076171,0.0236988067626953,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,112.696,50.0,0.0,0.0,0.0,1.192,0.0,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061217825211102,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0072121620178222,0.0083446502685546,0.0100135803222656,0.0083446502685546,0.0100135803222656,0.0091314315795898,0.0110069910685221,0.0196695327758789,0.0,0.496,1.36,0.0,0.0,0.0,3.704,4.272,113.256,50.0,0.0,0.0,0.0,1.192,0.0,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061264225080901,0.0085115432739257,0.0159740447998046,0.0159740447998046,0.0058492024739583,0.004173664564497,0.0123977661132812,0.0050783157348632,0.0123977661132812,0.0083446502685546,0.0103632609049479,0.0255107879638671,0.0,0.496,1.36,0.0,0.0,0.0,11.968,12.008,131.056,50.0,0.0,0.0,0.0,1953.52,0.0,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063258023997444,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0058174133300781,0.0041081935544557,0.0138282775878906,0.0050067901611328,0.0138282775878906,0.0073909759521484,0.0118255615234375,0.0237464904785156,0.0,0.496,1.36,0.0,0.0,0.848,4.232,3.744,117.192,100.0,0.0,0.0,0.0243186950683593,3558.608,0.0243186950683593,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060415267944335,0.0078916549682617,0.0090599060058593,0.0090599060058593,0.0059127807617187,0.0,0.0128746032714843,0.0,0.0128746032714843,0.0081062316894531,0.0105857849121093,0.0273466110229492,0.0,0.496,1.424,0.0,0.0,0.0,7.736,8.264,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060814530102174,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0,0.0078678131103515,0.0131130218505859,0.0078678131103515,0.0131130218505859,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,117.192,100.0,0.0,0.0,0.0,8.712,0.0,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059284381012418,0.00762939453125,0.0081062316894531,0.0081062316894531,0.0070095062255859,0.0050067901611328,0.0126361846923828,0.0050067901611328,0.0126361846923828,0.0088214874267578,0.012826919555664,0.0249385833740234,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006147878086982,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0065326690673828,0.0073909759521484,0.0116825103759765,0.0073909759521484,0.0116825103759765,0.0079154968261718,0.0112056732177734,0.0216484069824218,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059011563732849,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.005960464477539,0.0047683715820312,0.0090599060058593,0.0047683715820312,0.0090599060058593,0.0083446502685546,0.0103950500488281,0.0256538391113281,0.0,0.496,1.36,0.0,0.0,0.0,11.968,12.008,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0058770179748535,0.0076770782470703,0.0073909759521484,0.0073909759521484,0.0055789947509765,0.0,0.0119209289550781,0.0,0.0119209289550781,0.0072479248046875,0.0116825103759765,0.0234127044677734,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006147878086982,0.0085830688476562,0.0123977661132812,0.0123977661132812,0.0060081481933593,0.0054836273193359,0.0090599060058593,0.0066280364990234,0.0090599060058593,0.0085830688476562,0.0122308731079101,0.0291824340820312,0.0,0.496,1.36,0.0,0.0,3.312,7.736,8.264,117.192,100.0,0.0,0.0,38206.98295320784,24.144,104095.32918930054,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0068643718089872,0.0091791152954101,0.0071525573730468,0.0071525573730468,0.0,0.0040513321645836,0.0102519989013671,0.0047683715820312,0.0102519989013671,0.0,0.0,0.0,1.0,0.496,1.424,0.0,0.0,3.312,0.0,0.0,143.152,100.0,0.0,0.0,37151.68987001692,22552.168,103040.03610610962,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006650810811057,0.0092983245849609,0.0123977661132812,0.0123977661132812,0.0061988830566406,0.0041181765277974,0.0119209289550781,0.0050067901611328,0.0119209289550781,0.0075817108154296,0.0108242034912109,0.0207901000976562,0.0,0.496,1.424,0.0,0.0,0.848,4.232,3.744,114.84,100.0,0.0,0.0,0.0071525573730468,6371.832,0.0071525573730468,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061134793865146,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0056743621826171,0.0047683715820312,0.0090599060058593,0.0047683715820312,0.0090599060058593,0.0072956085205078,0.0107288360595703,0.0208377838134765,1.0,0.496,1.424,0.0,0.0,3.312,4.232,3.744,113.256,100.0,0.0,0.0,35104.69423021589,1.192,100993.0404663086,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059663952879644,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0052452087402343,0.00762939453125,0.0143051147460937,0.00762939453125,0.0143051147460937,0.0057220458984375,0.0138680140177408,0.0298023223876953,0.0,0.496,1.36,0.0,0.0,0.0,2.24,5.376,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061776378367206,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0061988830566406,0.0046491622924804,0.0095367431640625,0.0061273574829101,0.0095367431640625,0.0085830688476562,0.0093513064914279,0.0141143798828125,0.0,0.496,1.36,0.0,0.0,0.0,9.728,6.632,123.08,100.0,0.0,0.0,0.0,126.624,0.0,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061776378367206,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0060558319091796,0.0046491622924804,0.0104904174804687,0.0061273574829101,0.0104904174804687,0.0076770782470703,0.0117778778076171,0.0232696533203125,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,123.08,100.0,0.0,0.0,0.0,126.624,0.0,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061776378367206,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0063896179199218,0.0046491622924804,0.0104904174804687,0.0061273574829101,0.0104904174804687,0.0081539154052734,0.011444091796875,0.026249885559082,0.0,0.496,1.36,0.0,0.0,0.0,7.736,8.264,123.08,100.0,0.0,0.0,0.0,126.624,0.0,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059852505674456,0.0083208084106445,0.0119209289550781,0.0119209289550781,0.0,0.0079870223999023,0.0116825103759765,0.0082731246948242,0.0116825103759765,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.848,0.0,0.0,118.064,100.0,0.0,0.0,0.0107288360595703,5.488,0.0107288360595703,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062286853790283,0.0085830688476562,0.00762939453125,0.00762939453125,0.0057220458984375,0.0,0.0164508819580078,0.0,0.0164508819580078,0.0072956085205078,0.0110626220703125,0.0217437744140625,0.0,0.496,1.36,1.0,0.0,0.0,4.232,3.744,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060363788509843,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0065326690673828,0.0064373016357421,0.0107288360595703,0.0064373016357421,0.0107288360595703,0.0087261199951171,0.0113487243652343,0.022125244140625,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062297232708527,0.0085830688476562,0.009775161743164,0.0078678131103515,0.0066757202148437,0.0047683715820312,0.0123977661132812,0.0047683715820312,0.0127792358398437,0.0088691711425781,0.0117460886637369,0.0308036804199218,0.0,1.344,2.208,0.0,0.0,0.0,11.968,12.008,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062937760234472,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0060558319091796,0.0071525573730468,0.0104904174804687,0.0071525573730468,0.0104904174804687,0.00762939453125,0.0116825103759765,0.0220775604248046,1.0,0.496,1.36,0.0,0.0,6.256,4.232,3.744,113.256,100.0,0.0,0.0,26784.688574927197,1.192,92673.0348110199,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060105323791503,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.006270408630371,0.0,0.0088214874267578,0.0,0.0088214874267578,0.0094175338745117,0.0112056732177734,0.0258445739746093,0.0,0.496,1.36,0.0,0.0,0.0,7.736,8.264,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063705444335937,0.0085830688476562,0.009775161743164,0.009775161743164,0.0,0.0,0.0095367431640625,0.0,0.0095367431640625,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062751770019531,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0061511993408203,0.0,0.0123977661132812,0.0,0.0123977661132812,0.0080585479736328,0.0116825103759765,0.0225067138671875,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059700012207031,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0066280364990234,0.0,0.0090599060058593,0.0,0.0090599060058593,0.0089168548583984,0.0127792358398437,0.025033950805664,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063163131030637,0.0085830688476562,0.00762939453125,0.00762939453125,0.0070571899414062,0.009775161743164,0.0126361846923828,0.009775161743164,0.0126361846923828,0.0097274780273437,0.0111897786458333,0.0290393829345703,0.0,0.496,1.36,0.0,0.0,0.0,11.968,12.008,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063934136385941,0.0088214874267578,0.00762939453125,0.00762939453125,0.0063419342041015,0.0071525573730468,0.0116825103759765,0.0071525573730468,0.0116825103759765,0.0086307525634765,0.0126838684082031,0.0254154205322265,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062581911608947,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0066280364990234,0.0057220458984375,0.0107288360595703,0.0057220458984375,0.0107288360595703,0.0087738037109375,0.011754035949707,0.0313758850097656,0.0,0.496,1.36,0.0,0.0,0.0,7.736,8.264,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006110668182373,0.0078916549682617,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0116825103759765,0.0,0.0116825103759765,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061511993408203,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0060081481933593,0.0,0.0112056732177734,0.0,0.0112056732177734,0.0077247619628906,0.0116825103759765,0.0223159790039062,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
