time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059047148595401,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0061511993408203,0.0143051147460937,0.0143051147460937,0.0080585479736328,0.010538101196289,0.0,0.0,0.0,0.0066757202148437,0.0,0.0197410583496093,0.0066757202148437,0.496,1.424,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062215328216552,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0071287155151367,0.0157356262207031,0.0157356262207031,0.0104427337646484,0.0110626220703125,0.0,0.0,0.0,0.0,0.0,0.0297069549560546,0.0,0.496,1.36,0.0,0.0,7.488,8.464,112.0,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061571598052978,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0065167744954427,0.0147819519042968,0.0147819519042968,0.008392333984375,0.0108083089192708,0.0,0.0,0.0,0.0,0.0,0.0281333923339843,0.0,0.496,1.36,0.0,0.0,12.008,11.968,112.0,0.0,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00618577003479,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0061511993408203,0.0066757202148437,0.0066757202148437,0.0081300735473632,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0259876251220703,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060462951660156,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063121908962136,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.007033348083496,0.0,0.0,0.0082731246948242,0.496,1.36,0.0,0.0,0.0,0.0,116.752,0.0,4.4,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061122932244296,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.006723403930664,0.0140666961669921,0.0140666961669921,0.0087738037109375,0.0115394592285156,0.0,0.0,0.0,0.0045299530029296,0.0,0.0207424163818359,0.0045299530029296,0.496,1.424,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059924908538362,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0066995620727539,0.009775161743164,0.009775161743164,0.0094175338745117,0.0113964080810546,0.0,0.0,0.0,0.0083446502685546,0.0,0.0299930572509765,0.0083446502685546,0.496,1.36,0.0,0.0,7.488,8.464,113.256,0.0,1.192,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059330463409423,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0068630490984235,0.0109672546386718,0.0109672546386718,0.0091075897216796,0.0108182430267333,0.0104904174804687,0.0045299530029296,0.0104904174804687,0.0,0.0045299530029296,0.0274181365966796,0.0,0.496,1.36,0.848,0.848,12.536,11.44,112.0,0.0,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061202049255371,0.0083684921264648,0.0090599060058593,0.0090599060058593,0.0064849853515625,0.0073909759521484,0.0073909759521484,0.009012222290039,0.0102758407592773,0.0073909759521484,0.0231266021728515,0.0073909759521484,0.0044858014142071,0.0231266021728515,0.0260353088378906,0.0064373016357421,0.496,1.36,0.848,0.848,8.264,7.736,112.0,0.0,261.896,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069650631506466,0.0094175338745117,0.0107288360595703,0.0107288360595703,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0038687408988641,0.0,0.0,0.0045299530029296,0.496,1.424,0.0,0.0,0.0,0.0,143.152,0.0,17046.368,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063459671551908,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0038540623269719,0.0,0.0,0.0042915344238281,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,3585.528,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061217825211102,0.0081062316894531,0.0074625015258789,0.0067949295043945,0.0064969062805175,0.0109672546386718,0.0119209289550781,0.0077009201049804,0.0114043553670247,0.0,0.0,0.0,0.0073909759521484,0.0,0.0205039978027343,0.0073909759521484,1.344,2.24,0.0,0.0,4.272,3.704,113.256,0.0,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061561812215776,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0060558319091796,0.0078678131103515,0.0078678131103515,0.0078201293945312,0.0109672546386718,0.0,0.0,0.0,0.0045299530029296,0.0,0.0214099884033203,0.0045299530029296,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066488396887685,0.0090599060058593,0.0085830688476562,0.0085830688476562,0.0065485636393229,0.0085830688476562,0.0085830688476562,0.0087261199951171,0.010840098063151,0.0,0.0,0.0,0.0039178933670271,0.0,0.0277042388916015,0.0045299530029296,0.496,1.424,0.0,0.0,12.008,11.968,128.832,0.0,6434.168,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060319900512695,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0058174133300781,0.0071525573730468,0.0071525573730468,0.0073909759521484,0.0115394592285156,0.0,0.0,0.0,0.0041007995605468,0.0,0.0222206115722656,0.0049591064453125,0.496,1.424,0.0,0.0,3.744,4.232,112.0,0.0,49.304,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064868738155553,0.0087976455688476,0.0092983245849609,0.0092983245849609,0.0059843063354492,0.0104904174804687,0.0104904174804687,0.0078916549682617,0.0110387802124023,0.0,0.0,0.0,0.0041170818049733,0.0,0.0254392623901367,0.0052452087402343,0.496,1.424,0.0,0.0,8.264,7.736,122.384,0.0,1305.208,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062692165374755,0.0083923339843749,0.0090599060058593,0.0090599060058593,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061464309692382,0.0083446502685546,0.00762939453125,0.00762939453125,0.0058650970458984,0.0083446502685546,0.0083446502685546,0.0073432922363281,0.0111579895019531,0.0,0.0,0.0,0.0,0.0,0.0211715698242187,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061668566803434,0.0081062316894531,0.00762939453125,0.00762939453125,0.0058174133300781,0.0104904174804687,0.0104904174804687,0.0072479248046875,0.0107765197753906,0.0,0.0,0.0,0.0069141387939453,0.0,0.0201702117919921,0.0069141387939453,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059225072908164,0.0078678131103515,0.0095367431640625,0.0095367431640625,0.0060558319091796,0.0109672546386718,0.0109672546386718,0.008249282836914,0.010999043782552,0.0,0.0,0.0,0.0061988830566406,0.0,0.0291347503662109,0.0061988830566406,0.496,1.36,0.0,0.0,12.008,11.968,113.256,0.0,1.192,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061028039277489,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0071525573730468,0.0154972076416015,0.0154972076416015,0.0092983245849609,0.0118255615234375,0.0,0.0,0.0,0.0057220458984375,0.0,0.0226020812988281,0.0057220458984375,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058901309967041,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0062942504882812,0.0104904174804687,0.0104904174804687,0.0083684921264648,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0265836715698242,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063690167028927,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.0,0.0,0.0039556491299995,0.0,0.0,0.0045299530029296,0.496,1.36,0.0,0.0,0.0,0.0,143.152,0.0,1735.816,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059211254119873,0.0078916549682617,0.0069141387939453,0.0069141387939453,0.0058174133300781,0.0088214874267578,0.0088214874267578,0.0072002410888671,0.010538101196289,0.0,0.0,0.0,0.0,0.0,0.0205516815185546,0.0,0.496,1.424,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060570240020751,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0073909759521484,0.0083446502685546,0.0083446502685546,0.0112533569335937,0.0123977661132812,0.0,0.0,0.0,0.0,0.0,0.0239849090576171,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060067247988572,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0059922536214192,0.0066757202148437,0.0066757202148437,0.0078678131103515,0.0110626220703125,0.0,0.0,0.0,0.0081062316894531,0.0,0.0266075134277343,0.0081062316894531,0.496,1.36,0.0,0.0,12.008,11.968,113.256,0.0,1.192,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062878452130218,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0061511993408203,0.0116825103759765,0.0116825103759765,0.0079154968261718,0.0115871429443359,0.0,0.0,0.0,0.0083446502685546,0.0,0.022125244140625,0.0083446502685546,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059984216642616,0.0078678131103515,0.0095367431640625,0.0095367431640625,0.0058650970458984,0.0147819519042968,0.0147819519042968,0.0081300735473632,0.0114679336547851,0.0,0.0,0.0,0.0083446502685546,0.0,0.0288724899291992,0.0083446502685546,0.496,1.36,0.0,0.0,8.264,7.736,113.256,0.0,1.192,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067162282258561,0.0090599060058593,0.0073909759521484,0.0073909759521484,0.0,0.0150203704833984,0.0150203704833984,0.0,0.0,0.0,0.0,0.0,0.0038553781946567,0.0,0.0,0.0042915344238281,0.496,1.36,0.0,0.0,0.0,0.0,143.152,0.0,12736.0,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060415267944335,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0060558319091796,0.0102519989013671,0.0102519989013671,0.0077247619628906,0.0108718872070312,0.0,0.0,0.0,0.0039914558673727,0.0,0.0207424163818359,0.0048398971557617,0.496,1.424,0.0,0.0,3.744,4.232,112.0,0.0,632.864,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062925898613621,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0062942504882812,0.013589859008789,0.013589859008789,0.0073909759521484,0.0106334686279296,0.0,0.0,0.0,0.0057220458984375,0.0,0.0203132629394531,0.0057220458984375,0.496,1.392,0.0,0.0,3.744,4.232,115.032,0.0,2.744,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059866905212402,0.0078916549682617,0.00762939453125,0.00762939453125,0.0061194101969401,0.0126361846923828,0.0126361846923828,0.0081062316894531,0.0106970469156901,0.0,0.0,0.0,0.0,0.0,0.0268459320068359,0.0,0.496,1.424,0.0,0.0,12.008,11.968,112.0,0.0,0.0,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060672190651964,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0056743621826171,0.0119209289550781,0.0119209289550781,0.0072956085205078,0.0110149383544921,0.0,0.0,0.0,0.0066757202148437,0.0,0.0212669372558593,0.0066757202148437,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062795420784262,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0058650970458984,0.0126361846923828,0.0126361846923828,0.0086307525634765,0.0104904174804687,0.0,0.0,0.0,0.0052452087402343,0.0,0.0255584716796875,0.0052452087402343,0.496,1.36,0.0,0.0,8.264,7.736,113.256,0.0,1.192,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060672190651964,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0064531962076822,0.0078678131103515,0.0078678131103515,0.0085830688476562,0.009775161743164,0.0,0.0,0.0,0.0085830688476562,0.0,0.0206947326660156,0.0085830688476562,0.496,1.36,0.0,0.0,10.776,11.312,113.256,0.0,1.192,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061023235321044,0.0081300735473632,0.0057220458984375,0.0057220458984375,0.0062465667724609,0.0069141387939453,0.0069141387939453,0.008249282836914,0.0106334686279296,0.0,0.0,0.0,0.0041921933492024,0.0,0.0203132629394531,0.0051498413085937,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,517.04,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064108106825086,0.0084400177001953,0.0095367431640625,0.0095367431640625,0.0079154968261718,0.0119209289550781,0.0119209289550781,0.0108718872070312,0.0108242034912109,0.0,0.0,0.0,0.0039868056774139,0.0,0.0199317932128906,0.0047683715820312,0.496,1.424,0.0,0.0,3.744,4.232,148.344,0.0,3455.552,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062012672424316,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.006421407063802,0.0112056732177734,0.0112056732177734,0.0085830688476562,0.0108877817789713,0.0,0.0,0.0,0.0056028366088867,0.0,0.0277519226074218,0.0056982040405273,0.496,1.424,0.0,0.0,12.008,11.968,112.0,0.0,6.128,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060164928436279,0.0078916549682617,0.0073909759521484,0.0073909759521484,0.005960464477539,0.009775161743164,0.009775161743164,0.0073909759521484,0.0112533569335937,0.0,0.0,0.0,0.0,0.0,0.0210762023925781,0.0,0.496,1.392,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063357966961246,0.0090360641479492,0.0100135803222656,0.0100135803222656,0.0060558319091796,0.0100135803222656,0.0100135803222656,0.008392333984375,0.0106573104858398,0.017404556274414,0.018477439880371,0.021219253540039,0.0039887254255531,0.0231504440307617,0.0261306762695312,0.0045299530029296,0.496,1.36,1.696,1.696,8.264,7.736,122.384,0.0,1527.08,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060079109609423,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0,0.0,0.0078678131103515,0.496,1.424,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060423096614097,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.005960464477539,0.0090599060058593,0.0090599060058593,0.00762939453125,0.0104904174804687,0.0,0.0,0.0,0.0045299530029296,0.0,0.0201225280761718,0.0045299530029296,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006420939576392,0.0089883804321289,0.0074386596679687,0.0066757202148437,0.0057697296142578,0.0116825103759765,0.0122547149658203,0.0074386596679687,0.01068115234375,0.0,0.0,0.0,0.0038792934323766,0.0,0.0201702117919921,0.0045299530029296,1.344,2.208,0.0,0.0,3.744,4.232,128.832,0.0,4509.504,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059235095977783,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0062942504882812,0.0095367431640625,0.0095367431640625,0.0084877014160156,0.0113964080810546,0.0,0.0,0.0,0.0,0.0,0.0289440155029296,0.0,0.496,1.424,0.0,0.0,12.008,11.968,112.0,0.0,0.0,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006784946460442,0.0092983245849609,0.0090599060058593,0.0090599060058593,0.005960464477539,0.0088214874267578,0.0088214874267578,0.0076770782470703,0.0111103057861328,0.0,0.0,0.0,0.0038310139610282,0.0,0.0215053558349609,0.0042915344238281,0.496,1.36,0.0,0.0,3.744,4.232,127.576,0.0,10917.48,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064551830291748,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0061750411987304,0.0073909759521484,0.0073909759521484,0.008392333984375,0.010991096496582,0.0,0.0,0.0,0.0,0.0,0.0274181365966796,0.0,0.496,1.424,0.0,0.0,8.264,7.736,112.0,0.0,0.0,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061202049255371,0.0086069107055664,0.00762939453125,0.00762939453125,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061858352737047,0.0090599060058593,0.0071525573730468,0.0071525573730468,0.0061988830566406,0.0107288360595703,0.0107288360595703,0.0078678131103515,0.01068115234375,0.0,0.0,0.0,0.0,0.0,0.0201225280761718,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,100.0,0.0,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062249786225124,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0064373016357421,0.0066757202148437,0.0066757202148437,0.0085830688476562,0.0106334686279296,0.0,0.0,0.0,0.0,0.0,0.0198841094970703,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,100.0,0.0,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062297232708527,0.0083446502685546,0.005960464477539,0.005960464477539,0.0059093747820172,0.0083446502685546,0.0083446502685546,0.0079631805419921,0.0109374523162841,0.0,0.0,0.0,0.0,0.0,0.0272989273071289,0.0,0.496,1.36,0.0,0.0,12.536,11.44,113.256,100.0,0.0,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062549114227294,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0062465667724609,0.0064373016357421,0.0064373016357421,0.008392333984375,0.0111103057861328,0.0,0.0,0.0,0.0,0.0,0.0216484069824218,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,100.0,0.0,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061655044555664,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0063896179199218,0.0069141387939453,0.0069141387939453,0.0086069107055664,0.0106334686279296,0.0,0.0,0.0,0.0,0.0,0.0252246856689453,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,100.0,0.0,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059807300567626,0.0081300735473632,0.0092983245849609,0.0092983245849609,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,100.0,0.0,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060045719146728,0.0078916549682617,0.0066757202148437,0.0066757202148437,0.0063419342041015,0.0116825103759765,0.0116825103759765,0.0086784362792968,0.0127315521240234,0.0,0.0,0.0,0.0,0.0,0.0258445739746093,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,100.0,0.0,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062036514282226,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0058174133300781,0.0104904174804687,0.0104904174804687,0.0073432922363281,0.0103950500488281,0.0,0.0,0.0,0.0,0.0,0.0196456909179687,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,100.0,0.0,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060892105102539,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0061511993408203,0.0095367431640625,0.0095367431640625,0.0083446502685546,0.0111738840738932,0.0,0.0,0.0,0.0,0.0,0.0277996063232421,0.0,0.496,1.36,0.0,0.0,12.008,11.968,112.0,100.0,0.0,1
