time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061500072479248,0.0083446502685546,0.0112056732177734,0.0112056732177734,0.005960464477539,0.009775161743164,0.009775161743164,0.0075340270996093,0.0114917755126953,0.0,0.0,0.0,0.0,0.0,0.0219345092773437,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,100.0,0.0,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00597469842256,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0066518783569335,0.0081062316894531,0.0081062316894531,0.0086545944213867,0.0120878219604492,0.0,0.0,0.0,0.009775161743164,0.0,0.0298500061035156,0.009775161743164,0.496,1.36,0.0,0.0,8.264,7.736,113.256,0.0,1.192,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064088337457002,0.0088214874267578,0.0104904174804687,0.0104904174804687,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.0,0.0227197142671947,0.0,0.0,0.0882148742675781,0.496,1.36,0.0,0.0,0.0,0.0,113.256,70.5237515225335,2699.008,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060265607172899,0.0083208084106445,0.0081062316894531,0.0081062316894531,0.005960464477539,0.0133514404296875,0.0133514404296875,0.0075340270996093,0.0107288360595703,0.0,0.0,0.0,0.0057220458984375,0.0,0.0206470489501953,0.0057220458984375,0.496,1.424,0.0,0.0,3.744,4.232,118.448,0.0,1.192,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062501430511474,0.0081300735473632,0.0061988830566406,0.0061988830566406,0.0069141387939453,0.0121593475341796,0.0121593475341796,0.0097274780273437,0.0109672546386718,0.0,0.0,0.0,0.0210583209991455,0.0,0.0211238861083984,0.0906229019165039,0.496,1.36,0.0,0.0,3.744,4.232,112.0,71.01449275362319,458.64,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063467025756835,0.0086069107055664,0.0069141387939453,0.0069141387939453,0.0057856241861979,0.0138282775878906,0.0138282775878906,0.0081539154052734,0.0113169352213541,0.0,0.0,0.0,0.0,0.0,0.0274181365966796,0.0,0.496,1.392,0.0,0.0,12.008,11.968,112.0,71.01449275362319,0.0,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061285495758056,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0062465667724609,0.013589859008789,0.013589859008789,0.0082015991210937,0.0108242034912109,0.0,0.0,0.0,0.0,0.0,0.0205516815185546,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,71.01449275362319,0.0,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062370300292968,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0066280364990234,0.0088214874267578,0.0088214874267578,0.0083208084106445,0.0110626220703125,0.0,0.0,0.0,0.0,0.0,0.026106834411621,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,71.01449275362319,0.0,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060731498756218,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,100.0,0.0,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061158517106848,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0061988830566406,0.0075340270996093,0.0110149383544921,0.0,0.0,0.0,0.0069141387939453,0.0,0.0211238861083984,0.0069141387939453,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,1.192,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061158517106848,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0058650970458984,0.013589859008789,0.013589859008789,0.0074386596679687,0.0106334686279296,0.0,0.0,0.0,0.0069141387939453,0.0,0.0203609466552734,0.0069141387939453,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,1.192,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061158517106848,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0064531962076822,0.0064373016357421,0.0064373016357421,0.0098705291748046,0.0112215677897135,0.0,0.0,0.0,0.0069141387939453,0.0,0.0278949737548828,0.0069141387939453,0.496,1.36,0.0,0.0,12.008,11.968,113.256,0.0,1.192,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061158517106848,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0060081481933593,0.0150203704833984,0.0150203704833984,0.00762939453125,0.0108242034912109,0.0,0.0,0.0,0.0069141387939453,0.0,0.0201225280761718,0.0069141387939453,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,1.192,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061158517106848,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0061988830566406,0.0154972076416015,0.0154972076416015,0.0083684921264648,0.0111579895019531,0.0,0.0,0.0,0.0069141387939453,0.0,0.0270366668701171,0.0069141387939453,0.496,1.36,0.0,0.0,8.264,7.736,113.256,0.0,1.192,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061158517106848,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0181198120117187,0.0181198120117187,0.0,0.0,0.0141859054565429,0.012516975402832,0.0163793563842773,0.0069141387939453,0.0154733657836914,0.0,0.0069141387939453,0.496,1.36,1.696,1.696,0.0,0.0,113.256,0.0,1.192,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061690807342529,0.0081300735473632,0.0064373016357421,0.0064373016357421,0.0066757202148437,0.0083446502685546,0.0083446502685546,0.0089168548583984,0.0106334686279296,0.0,0.0,0.0,0.0338951746622721,0.0,0.020456314086914,0.0871419906616211,0.496,1.36,0.0,0.0,3.744,4.232,112.0,64.70588235294117,72.432,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006032820364729,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0066757202148437,0.0121593475341796,0.0121593475341796,0.0079154968261718,0.0111579895019531,0.0,0.0,0.0,0.0,0.0,0.0216484069824218,0.0,0.496,1.392,0.0,0.0,3.744,4.232,113.256,100.0,0.0,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062783559163411,0.0081062316894531,0.0109672546386718,0.0109672546386718,0.0057697296142578,0.0102519989013671,0.0102519989013671,0.0073432922363281,0.0117778778076171,0.0,0.0,0.0,0.014662742614746,0.0,0.0214576721191406,0.0096559524536132,0.496,1.392,0.0,0.0,3.744,4.232,129.496,73.01587301587301,306.464,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060589159306009,0.0083446502685546,0.0061511993408203,0.005960464477539,0.0060717264811197,0.0083446502685546,0.0087261199951171,0.008392333984375,0.0112056732177734,0.0,0.0,0.0,0.0053246815999348,0.0,0.0295639038085937,0.0056266784667968,1.344,2.272,0.0,0.0,12.008,11.968,113.256,82.35294117647058,12.024,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063151269409787,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0068902969360351,0.0138282775878906,0.0138282775878906,0.0085830688476562,0.0110864639282226,0.0,0.0,0.0,0.0103649340177837,0.0,0.0287055969238281,0.0086307525634765,0.496,1.392,0.0,0.0,8.264,7.736,114.84,67.79661016949152,158.072,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061360164661312,0.0083446502685546,0.0152587890625,0.0152587890625,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0,0.0,0.0342744769472064,0.0,0.0,0.0947713851928711,0.496,1.424,0.0,0.0,0.0,0.0,114.712,67.48768472906403,663.152,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063841885859423,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.0,0.0270276048064771,0.0,0.0,0.0951290130615234,0.496,1.424,0.0,0.0,0.0,0.0,122.384,72.23618090452261,2417.992,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061774253845214,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0057697296142578,0.0128746032714843,0.0128746032714843,0.0072479248046875,0.0142574310302734,0.0,0.0,0.0,0.0233607632773263,0.0,0.0276565551757812,0.0899553298950195,0.496,1.424,0.0,0.0,3.744,4.232,112.0,72.13930348258707,1937.264,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064432030857199,0.0092744827270507,0.0088214874267578,0.0088214874267578,0.0062465667724609,0.0126361846923828,0.0126361846923828,0.0085830688476562,0.0111103057861328,0.0,0.0,0.0,0.0245580413462123,0.0,0.0301122665405273,0.0881671905517578,0.496,1.392,0.0,0.0,7.488,8.464,119.344,71.09111361079866,2783.656,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065286361162935,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0059286753336588,0.011444091796875,0.011444091796875,0.0083446502685546,0.010379155476888,0.0,0.0,0.0,0.0310287201147285,0.0,0.026559829711914,0.0925540924072265,0.496,1.424,0.0,0.0,12.008,11.968,115.304,63.51706036745407,1368.648,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062823295593261,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0061750411987304,0.0162124633789062,0.0162124633789062,0.0081300735473632,0.0102996826171875,0.0,0.0,0.0,0.0207679612295968,0.0,0.0246524810791015,0.0855445861816406,0.496,1.424,0.0,0.0,8.264,7.736,112.0,65.85365853658537,305.808,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061253410073655,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0056028366088867,0.0,0.0,0.0056982040405273,0.496,1.392,0.0,0.0,0.0,0.0,113.256,77.77777777777779,4.8,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064010713614669,0.0085115432739257,0.0069141387939453,0.0069141387939453,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,0.0,0.0,0.0299747173602764,0.0,0.0,0.0928878784179687,0.496,1.424,0.0,0.0,0.0,0.0,120.048,70.85201793721974,705.112,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062555369764271,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0066757202148437,0.0083446502685546,0.0083446502685546,0.0093936920166015,0.0107288360595703,0.0,0.0,0.0,0.0190205044216579,0.0,0.020456314086914,0.0701427459716797,0.496,1.424,0.0,0.0,3.744,4.232,115.984,67.85714285714286,246.936,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064063072204589,0.0086069107055664,0.0081062316894531,0.0081062316894531,0.0059843063354492,0.011444091796875,0.011444091796875,0.0081062316894531,0.0108718872070312,0.0,0.0,0.0,0.0387460757524539,0.0,0.0285148620605468,0.1015663146972656,0.496,1.424,0.0,0.0,7.488,8.464,112.0,66.1849710982659,1311.208,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063464193060846,0.008559226989746,0.0088214874267578,0.0088214874267578,0.0060240427652994,0.0085830688476562,0.0085830688476562,0.0083446502685546,0.0107924143473307,0.0,0.0,0.0,0.0088919292796741,0.0,0.0276565551757812,0.0063657760620117,0.496,1.392,0.0,0.0,12.008,11.968,119.776,69.44444444444444,447.024,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061357021331787,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0066280364990234,0.0095367431640625,0.0095367431640625,0.0091791152954101,0.0110149383544921,0.0,0.0,0.0,0.0,0.0,0.0276088714599609,0.0,0.496,1.424,0.0,0.0,8.264,7.736,112.0,69.44444444444444,0.0,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061575729067962,0.0083208084106445,0.0095367431640625,0.0095367431640625,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.0051657358805338,0.0,0.0,0.0067949295043945,0.496,1.36,0.0,0.0,0.0,0.0,119.776,71.42857142857143,69.424,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061428546905517,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,112.0,71.42857142857143,0.0,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059545040130615,0.00762939453125,0.0064373016357421,0.0064373016357421,0.0060558319091796,0.0090599060058593,0.0090599060058593,0.0077247619628906,0.0110149383544921,0.0,0.0,0.0,0.0,0.0,0.0214576721191406,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,71.42857142857143,0.0,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061241548452804,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.005960464477539,0.0138282775878906,0.0138282775878906,0.0081300735473632,0.0108957290649414,0.0,0.0,0.0,0.0,0.0,0.0289440155029296,0.0,0.496,1.36,0.0,0.0,7.488,8.464,117.192,71.42857142857143,0.0,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060945007931533,0.0083446502685546,0.005960464477539,0.005960464477539,0.0068982442220052,0.0078678131103515,0.0078678131103515,0.0093460083007812,0.0111103057861328,0.0075101852416992,0.00762939453125,0.0086307525634765,0.0,0.0087738037109375,0.0272274017333984,0.0,0.496,1.392,10.352,6.72,12.008,11.968,113.256,100.0,0.0,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061893937599599,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0064373016357421,0.013589859008789,0.013589859008789,0.0086545944213867,0.0108718872070312,0.0068545341491699,0.0066757202148437,0.0074148178100585,0.0,0.0086784362792968,0.0249862670898437,0.0,0.496,1.36,14.24,4.032,8.264,7.736,113.256,100.0,0.0,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062736112680008,0.0085830688476562,0.009775161743164,0.009775161743164,0.0064202717372349,0.0102519989013671,0.0102519989013671,0.0083446502685546,0.0098943710327148,0.0,0.0,0.0,0.0,0.0,0.0219345092773437,0.0,0.496,1.36,0.0,0.0,11.304,10.784,113.256,100.0,0.0,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062024593353271,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0057220458984375,0.0057220458984375,0.0057220458984375,0.0,0.0057220458984375,0.0,0.0,0.496,1.36,0.784,0.848,0.0,0.0,112.0,100.0,0.0,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064864230515369,0.0085830688476562,0.0109672546386718,0.0109672546386718,0.0063419342041015,0.0154972076416015,0.0154972076416015,0.0081539154052734,0.0110626220703125,0.0083148479461669,0.0061988830566406,0.010538101196289,0.0,0.0070571899414062,0.0211715698242187,0.0,0.496,1.36,12.864,21.504,3.744,4.232,111.376,100.0,0.0,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061357021331787,0.0083684921264648,0.0083446502685546,0.0083446502685546,0.0060081481933593,0.0159740447998046,0.0159740447998046,0.0081539154052734,0.0110387802124023,0.0,0.0,0.0,0.0,0.0,0.0292062759399414,0.0,0.496,1.776,0.0,0.0,7.488,8.464,112.0,100.0,0.0,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063669681549072,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0066439310709635,0.0126361846923828,0.0126361846923828,0.0092983245849609,0.010999043782552,0.0,0.0,0.0,0.0,0.0,0.0281333923339843,0.0,0.496,1.776,0.0,0.0,12.008,11.968,112.0,100.0,0.0,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061404705047607,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.006413459777832,0.0100135803222656,0.0100135803222656,0.008392333984375,0.011610984802246,0.0,0.0,0.0,0.0,0.0,0.028085708618164,0.0,0.496,1.776,0.0,0.0,8.264,7.736,112.0,100.0,0.0,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064764449845499,0.0088214874267578,0.011444091796875,0.011444091796875,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0,0.0,0.0179807345072428,0.0,0.0,0.0522851943969726,0.496,1.776,0.0,0.0,0.0,0.0,114.424,75.75757575757575,258.576,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064764449845499,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0179807345072428,0.0,0.0,0.0522851943969726,0.496,1.84,0.0,0.0,0.0,0.0,114.424,75.75757575757575,258.576,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068114535643322,0.0083446502685546,0.011444091796875,0.011444091796875,0.0064849853515625,0.009775161743164,0.009775161743164,0.008249282836914,0.0116348266601562,0.0,0.0,0.0,0.005801518758138,0.0,0.022125244140625,0.0062942504882812,0.496,1.808,0.0,0.0,3.744,4.232,118.448,66.66666666666666,22.088,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067252923946569,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0063180923461914,0.0150203704833984,0.0150203704833984,0.0089168548583984,0.0113964080810546,0.0,0.0,0.0,0.0081062316894531,0.0,0.0291109085083007,0.0081062316894531,0.496,1.84,0.0,0.0,7.488,8.464,118.448,50.0,2.168,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070569538834071,0.0088214874267578,0.0066757202148437,0.0066757202148437,0.0060717264811197,0.009775161743164,0.009775161743164,0.0079154968261718,0.0110944112141927,0.0,0.0,0.0,0.0057220458984375,0.0,0.0272274017333984,0.0057220458984375,0.496,1.84,0.0,0.0,12.008,11.968,115.712,50.0,1.192,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071120262145996,0.0090599060058593,0.0071048736572265,0.0069141387939453,0.0062465667724609,0.0101327896118164,0.010228157043457,0.0081777572631835,0.0110387802124023,0.0,0.0,0.0,0.0084638595581054,0.0,0.025796890258789,0.0061988830566406,1.344,2.624,0.0,0.0,8.264,7.736,112.0,71.1340206185567,248.016,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069558041767009,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0183549192216661,0.0,0.0,0.0902652740478515,0.496,1.84,0.0,0.0,0.0,0.0,143.152,71.48514851485149,1491.488,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067219805361619,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0,0.0,0.0090599060058593,0.496,1.84,0.0,0.0,0.0,0.0,117.192,0.0,4.92,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007030963897705,0.0090837478637695,0.0066757202148437,0.0066757202148437,0.0071048736572265,0.0112056732177734,0.0112056732177734,0.0084877014160156,0.0116348266601562,0.0,0.0,0.0,0.0185966491699218,0.0,0.0209808349609375,0.0694751739501956,0.496,1.84,0.0,0.0,3.744,4.232,112.0,71.35135135135135,588.52,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006565407140931,0.00762939453125,0.0071525573730468,0.0071525573730468,0.0064373016357421,0.0095367431640625,0.0095367431640625,0.0088453292846679,0.011444091796875,0.0,0.0,0.0,0.0067949295043945,0.0,0.0293493270874023,0.008249282836914,0.496,1.808,0.0,0.0,7.488,8.464,117.192,66.66666666666666,26.848,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067210778957459,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0063691820417131,0.0109672546386718,0.0109672546386718,0.0083684921264648,0.0116974115371704,0.0,0.0,0.0,0.0060081481933593,0.0,0.0301599502563476,0.0075340270996093,0.496,1.84,0.0,0.0,12.536,11.44,140.136,70.58823529411765,41.336,1
