time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,e2_du_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067758560180664,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.664,0.0,0.0,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006798505783081,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,6.0,0.0,0.0,112.0,0.0,0.0,0.0,16256.016254425049,16256.016254425049,0.0,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067741716679055,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.007054105919985,0.0092983245849609,0.0065167744954427,0.0085830688476562,0.0061511993408203,0.0,0.0,0.0,0.0,0.0084400177001953,0.0107765197753906,0.0205039978027343,0,0.0,0.0,0.0,0.0,4.232,3.744,113.256,0.0,0.0,0.0,0.0,0.0,16.6,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067890280544167,0.0083446502685546,0.005960464477539,0.005960464477539,0.0060081481933593,0.0,0.0,0.0,0.0,0.0076770782470703,0.0113487243652343,0.020456314086914,0,0.0,0.0,0.0,0.0,4.232,3.744,118.448,0.0,0.0,0.0,0.0,0.0,1.192,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068771839141845,0.0088214874267578,0.0,0.0,0.0060796737670898,0.0,0.0,0.0,0.0,0.0081777572631835,0.0104427337646484,0.0241994857788085,0,0.0,0.0,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066721439361572,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067086055360991,0.0083446502685546,0.0043897067799287,0.0060081481933593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,127.576,0.0,0.0,0.0,0.0,0.0,194.824,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069520959806679,0.0088214874267578,0.0055631001790364,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,0.0,28.024,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0073072386950981,0.0090599060058593,0.0043908754984537,0.0054836273193359,0.0057220458984375,0.0,0.0,0.0,0.0,0.0071525573730468,0.0102519989013671,0.0192165374755859,0,1.04,0.0,0.0,12.112,4.232,3.744,130.168,0.0,0.0088214874267578,0.0088214874267578,0.025033950805664,0.025033950805664,1178.88,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006862206034141,0.0083446502685546,0.0050332811143663,0.0058650970458984,0.0059127807617187,0.0,0.0,0.0,0.0,0.00762939453125,0.0101566314697265,0.0189781188964843,0,0.0,0.0,0.0,0.0,4.232,3.744,116.096,0.0,0.0,0.0,0.0,0.0,36.952,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067996506643767,0.0083446502685546,0.0042210162525445,0.0054836273193359,0.0066518783569335,0.0,0.0,0.0,0.0,0.0086784362792968,0.0104188919067382,0.025796890258789,0,0.0,0.0,0.0,0.0,7.736,8.264,115.968,0.0,0.0,0.0,0.0,0.0,634.792,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068104267120361,0.0085830688476562,0.0040431297262301,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,2029.032,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0072711735815551,0.009775161743164,0.0038928722017374,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,0.0,8758.416,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071867857829178,0.009775161743164,0.0039190053939819,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,122.384,0.0,0.0,0.0,0.0,0.0,6976.528,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0076675415039062,0.0100135803222656,0.0039214981532894,0.0045299530029296,0.0070571899414062,0.0,0.0,0.0,0.0,0.0089645385742187,0.0106334686279296,0.019073486328125,0,0.0,0.0,0.0,0.0,4.232,3.744,114.024,0.0,0.0,0.0,0.0,0.0,11684.096,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071206895431669,0.0087976455688476,0.0041422091032329,0.0050067901611328,0.0065803527832031,0.0,0.0,0.0,0.0,0.0082015991210937,0.0123023986816406,0.0241756439208984,0,0.0,0.0,0.0,0.0,4.232,3.744,116.656,0.0,0.0,0.0,0.0,0.0,1802.096,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069530883637985,0.0085830688476562,0.0040247326805478,0.0049352645874023,0.0058174133300781,0.0,0.0,0.0,0.0,0.0077009201049804,0.0099420547485351,0.0230789184570312,1,0.992,0.0,0.0,17.632,7.736,8.264,116.368,0.0,0.0120401382446289,0.0123262405395507,0.0132322311401367,0.0179052352905273,875.12,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006717030364688,0.0081062316894531,0.005650520324707,0.0078916549682617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,2.624,0.0,0.0,115.52,50.0,24570.883178710938,37796.149587631226,0.0085830688476562,0.0085830688476562,31.568,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0070315688403684,0.0088214874267578,0.004055030853394,0.0048160552978515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.776,0.0,0.0,114.36,0.0,0.0,0.0,37000.147342681885,37000.147342681885,2485.256,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0070161487332623,0.0085830688476562,0.0041193432278103,0.0049829483032226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3.184,0.0,0.0,114.664,0.0,0.0,0.0,35989.173412323,35989.173412323,681.232,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0073743696829572,0.0092983245849609,0.0039738446927917,0.0047683715820312,0.0065326690673828,0.0178813934326171,0.018477439880371,0.0180721282958984,0.0193357467651367,0.0087261199951171,0.0102043151855468,0.0184535980224609,0,0.0,1.696,1.696,2.256,4.232,3.744,117.192,100.0,0.0,0.0,0.0,0.0,4342.256,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068950653076171,0.0085830688476562,0.0041998349703275,0.0052452087402343,0.005960464477539,0.0,0.0,0.0,0.0,0.0075817108154296,0.010538101196289,0.01983642578125,1,0.0,0.0,0.0,6.0,4.232,3.744,112.0,0.0,0.0,0.0,33940.17171859741,33940.17171859741,706.288,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068761816072226,0.0088214874267578,0.0042915344238281,0.0042915344238281,0.0061511993408203,0.0,0.0,0.0,0.0,0.0084161758422851,0.0105142593383789,0.023198127746582,0,0.0,0.0,0.0,0.0,7.736,8.264,113.256,0.0,0.0,0.0,0.0,0.0,1.192,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00702806294258,0.0090599060058593,0.0045632207116415,0.0058650970458984,0.0060081481933593,0.0,0.0,0.0,0.0,0.008249282836914,0.009616216023763,0.0193595886230468,0,0.0,0.0,0.0,0.0,11.312,10.776,123.64,0.0,0.0,0.0,0.0,0.0,317.8,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069449790081574,0.0085830688476562,0.0054836273193359,0.0054836273193359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068628787994384,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.48,0.0,0.0,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069499015808105,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069034099578857,0.0086069107055664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068390369415283,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.376,0.0,0.0,5.072,0.0,0.0,112.0,0.0,11023.203730583193,26453.10854911804,0.0085830688476562,0.0085830688476562,0.0,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067559799345413,0.0083446502685546,0.0073909759521484,0.0085353851318359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,11.632,0.0,0.0,115.712,0.0,0.0,0.0,25429.176330566406,25429.176330566406,3.36,1
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068405967446702,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,1
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068038257200326,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,1
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067555904388427,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069058356593497,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,114.728,0.0,0.0,0.0,0.0,0.0,2.44,1
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069475173950195,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069708500093626,0.0085830688476562,0.0041229556305239,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,126.16,0.0,0.0,0.0,0.0,0.0,1034.872,1
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069615852773486,0.0088214874267578,0.0054836273193359,0.0058650970458984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,3.632,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068025635968288,0.0085830688476562,0.0050597720675998,0.0062465667724609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.184,0.0,0.0,121.288,100.0,0.0,0.0,0.0,0.0,54.072,1
