time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060790806860473,0.0083446502685546,0.011444091796875,0.011444091796875,0.0047683715820312,0.0126361846923828,0.0126361846923828,0.0047683715820312,0.0060558319091796,0.0077724456787109,0.0110626220703125,0.0212669372558593,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060197725817931,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0057220458984375,0.0133514404296875,0.0133514404296875,0.0057220458984375,0.0061273574829101,0.0081300735473632,0.0113248825073242,0.0247001647949218,0.496,1.36,0.0,0.0,0.0,0.0,8.264,7.736,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060093402862548,0.0081300735473632,0.0069141387939453,0.0069141387939453,0.0,0.0145435333251953,0.0145435333251953,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060808658599853,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060641765594482,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065854452188732,0.0090599060058593,0.0083446502685546,0.0083446502685546,0.0038688064466976,0.0145435333251953,0.0145435333251953,0.0045299530029296,0.0061988830566406,0.0083446502685546,0.0104427337646484,0.0192642211914062,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,143.152,0.0,0.0,0.0,0.0,0.0,22333.856,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063388501826803,0.0085830688476562,0.0104904174804687,0.0104904174804687,0.005960464477539,0.0112056732177734,0.0112056732177734,0.005960464477539,0.006103515625,0.0076770782470703,0.0110149383544921,0.0194549560546875,0.496,1.424,0.0,0.0,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060731498756218,0.0081062316894531,0.00762939453125,0.00762939453125,0.0078678131103515,0.0088214874267578,0.0088214874267578,0.0078678131103515,0.0066041946411132,0.0088453292846679,0.0109195709228515,0.0247716903686523,0.496,1.424,0.0,0.0,0.0,0.0,8.264,7.736,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062866590509367,0.0081062316894531,0.00762939453125,0.00762939453125,0.0050067901611328,0.0121593475341796,0.0121593475341796,0.0050067901611328,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,1.696,1.696,0.0,0.0,113.256,0.0,0.0065565109252929,0.0066757202148437,0.0066757202148437,0.0083684921264648,1.192,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060045719146728,0.0081062316894531,0.0126361846923828,0.0126361846923828,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060999393463134,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059306621551513,0.0078678131103515,0.00762939453125,0.00762939453125,0.0,0.0159740447998046,0.0159740447998046,0.0,0.0069618225097656,0.0084400177001953,0.01068115234375,0.0199317932128906,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060653686523437,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0057697296142578,0.0073909759521484,0.0107765197753906,0.0200271606445312,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0071583162759237,0.0095367431640625,0.0095367431640625,0.0095367431640625,0.0038845507458816,0.0126361846923828,0.0126361846923828,0.0045299530029296,0.0061459011501736,0.0079631805419921,0.0101653012362393,0.0243186950683593,0.496,1.36,0.0,0.0,0.0,0.0,8.792,7.208,144.408,0.0,0.0,0.0,0.0,0.0,42050.296,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066296889050172,0.0090599060058593,0.0092983245849609,0.0092983245849609,0.004014101895419,0.0157356262207031,0.0157356262207031,0.0052452087402343,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,0.0,614.28,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058276143240098,0.00762939453125,0.00762939453125,0.00762939453125,0.0047683715820312,0.0066757202148437,0.0066757202148437,0.0047683715820312,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060367584228515,0.0081300735473632,0.0078916549682617,0.007033348083496,0.0,0.0128746032714843,0.0130653381347656,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062811374664306,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0061988830566406,0.0081062316894531,0.0108242034912109,0.0195980072021484,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059782569088152,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0088214874267578,0.0147819519042968,0.0147819519042968,0.0088214874267578,0.0061988830566406,0.0079154968261718,0.0107765197753906,0.0204086303710937,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,117.192,0.0,0.0,0.0,0.0,0.0,9.784,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062620639801025,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0067472457885742,0.0097036361694335,0.0137090682983398,0.0356674194335937,0.496,1.424,0.0,0.0,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061468013281961,0.0085830688476562,0.00762939453125,0.00762939453125,0.003883126212942,0.0078678131103515,0.0078678131103515,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,139.216,0.0,0.0,0.0,0.0,0.0,12368.488,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0068299212859044,0.0090599060058593,0.009775161743164,0.009775161743164,0.0038905577226118,0.0169277191162109,0.0169277191162109,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,117.888,0.0,0.0,0.0,0.0,0.0,13770.592,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060541712822605,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0064373016357421,0.0119209289550781,0.0119209289550781,0.0064373016357421,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060296058654785,0.0081062316894531,0.0116825103759765,0.0116825103759765,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0057697296142578,0.0072956085205078,0.0103950500488281,0.0195026397705078,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006113052368164,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0064373016357421,0.008249282836914,0.0110149383544921,0.01983642578125,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061871958713905,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.004132588704427,0.0088214874267578,0.0088214874267578,0.0042200088500976,0.0063657760620117,0.0081777572631835,0.0101327896118164,0.0241994857788085,0.496,1.36,0.0,0.0,0.0,0.0,8.264,7.736,132.768,0.0,0.0,0.0,0.0,0.0,270.336,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006033182144165,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060363788509843,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0057220458984375,0.0083446502685546,0.0083446502685546,0.0057220458984375,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066441648146685,0.0089883804321289,0.009775161743164,0.009775161743164,0.0038887596646335,0.0121593475341796,0.0121593475341796,0.0045299530029296,0.0061829884847005,0.0087261199951171,0.0103632609049479,0.0234127044677734,0.496,1.36,0.0,0.0,0.0,0.0,10.776,11.312,128.832,0.0,0.0,0.0,0.0,0.0,24182.128,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.00640071264588,0.0088214874267578,0.0143051147460937,0.0143051147460937,0.0061988830566406,0.0121593475341796,0.0121593475341796,0.0061988830566406,0.0063896179199218,0.0082969665527343,0.0109672546386718,0.0202178955078125,0.496,1.424,0.0,0.0,0.0,0.0,3.744,4.232,118.448,0.0,0.0,0.0,0.0,0.0,1.192,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060772895812988,0.0081300735473632,0.0081062316894531,0.0081062316894531,0.0,0.0073909759521484,0.0073909759521484,0.0,0.006103515625,0.0077247619628906,0.0113964080810546,0.0213146209716796,0.496,1.424,0.0,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060772895812988,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0062942504882812,0.0086069107055664,0.0107765197753906,0.0245094299316406,0.496,1.36,0.0,0.0,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061750411987304,0.0083684921264648,0.0083446502685546,0.0083446502685546,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061452388763427,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060778945239622,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0047683715820312,0.0095367431640625,0.0095367431640625,0.0047683715820312,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059841877192407,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0100135803222656,0.0071525573730468,0.0071525573730468,0.0100135803222656,0.0062942504882812,0.0080585479736328,0.0119686126708984,0.022745132446289,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0067966571752575,0.0090599060058593,0.0061988830566406,0.0061988830566406,0.0038714057039056,0.0090599060058593,0.0090599060058593,0.0045299530029296,0.0060558319091796,0.0076770782470703,0.01068115234375,0.0200748443603515,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,144.408,0.0,0.0,0.0,0.0,0.0,37367.792,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065440562233996,0.0085830688476562,0.0138282775878906,0.0138282775878906,0.0039348165497525,0.009775161743164,0.009775161743164,0.0047683715820312,0.006270408630371,0.0086069107055664,0.0108003616333007,0.0240087509155273,0.496,1.424,0.0,0.0,0.0,0.0,8.264,7.736,117.192,0.0,0.0,0.0,0.0,0.0,1483.944,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059735774993896,0.0076532363891601,0.0095367431640625,0.0095367431640625,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062060356140136,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.848,0.848,0.0,0.0,112.0,0.0,0.0104904174804687,0.0069141387939453,0.0069141387939453,0.0104904174804687,0.0,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060737133026123,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0,0.0145435333251953,0.0145435333251953,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.848,0.848,0.0,0.0,112.0,0.0,0.0061988830566406,0.0095367431640625,0.0095367431640625,0.0061988830566406,0.0,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058376789093017,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0,0.0154972076416015,0.0154972076416015,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059545336671136,0.00762939453125,0.00762939453125,0.00762939453125,0.0090599060058593,0.0107288360595703,0.0107288360595703,0.0090599060058593,0.0061511993408203,0.0077247619628906,0.0119686126708984,0.0231266021728515,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060940710242819,0.0079631805419921,0.009775161743164,0.009775161743164,0.0038970713509729,0.0073909759521484,0.0073909759521484,0.0046253204345703,0.0063896179199218,0.008249282836914,0.0123023986816406,0.0240802764892578,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,144.408,0.0,0.0,0.0,0.0,0.0,8645.784,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0068595753380315,0.0092983245849609,0.0145435333251953,0.0145435333251953,0.0038959043528142,0.0081062316894531,0.0081062316894531,0.0045299530029296,0.0060796737670898,0.0090837478637695,0.0103950500488281,0.0244140625,0.496,1.36,0.0,0.0,0.0,0.0,8.264,7.736,113.256,0.0,0.0,0.0,0.0,0.0,11905.904,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060277410072855,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0041881028343649,0.0147819519042968,0.0147819519042968,0.0047683715820312,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,122.384,0.0,0.0,0.0,0.0,0.0,1280.368,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064218044281005,0.0083684921264648,0.0092983245849609,0.0092983245849609,0.0040905467479302,0.0119209289550781,0.0119209289550781,0.0050067901611328,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,2982.536,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062465667724609,0.0083446502685546,0.0126361846923828,0.0126361846923828,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060045719146728,0.0081300735473632,0.0080347061157226,0.0077486038208007,0.0,0.0123977661132812,0.0131607055664062,0.0,0.0065803527832031,0.0084877014160156,0.0124931335449218,0.022745132446289,1.344,2.24,0.0,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060553574443456,0.0081062316894531,0.005960464477539,0.005960464477539,0.0088214874267578,0.00762939453125,0.00762939453125,0.0088214874267578,0.0062942504882812,0.0079154968261718,0.0113964080810546,0.0216960906982421,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061419472765566,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0045299530029296,0.0100135803222656,0.0100135803222656,0.0045299530029296,0.0062465667724609,0.0088214874267578,0.010538101196289,0.0252962112426757,0.496,1.36,0.0,0.0,0.0,0.0,8.264,7.736,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062197157480184,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0039984782536824,0.0143051147460937,0.0143051147460937,0.0047683715820312,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,139.216,0.0,0.0,0.0,0.0,0.0,3167.824,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060486793518066,0.0078916549682617,0.0085830688476562,0.0085830688476562,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063281747239146,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0058412551879882,0.0104904174804687,0.0104904174804687,0.0072717666625976,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,0.0,17.408,0
